Branch,MeanAbsSHAP,MeanSHAP,SHAPSD,BranchValueMean,BranchValueSD
HierarchicalResidualPredicted,0.39096458793871464,0.002067297815913718,0.5077485507992056,38.919442150548754,0.6831500837577364
BatchSessionPredicted,0.18219012777826407,-0.0009173044994429697,0.23659063556813875,38.92041039044827,0.6994029654078677
SourceMemoryPredicted,0.04485466268142857,-0.0012596006889284829,0.06875083229551632,38.9208814534009,0.6759720590817722
