RecordID,CowKey,BaseValue,SHAPSum,ClipAdjustment,Predicted,SavedPredicted
MEAS_R000232,C019,38.900228311757246,0.5802272908719086,-7.105427357601002e-15,39.48045560262915,39.48045560262915
MEAS_R000233,C019,38.91235154376939,0.6178979244826694,-7.105427357601002e-15,39.53024946825205,39.53024946825205
MEAS_R000234,C019,38.926817043320064,0.6035929710788732,0.0,39.53041001439894,39.53041001439894
MEAS_R000235,C019,38.890214795702306,0.5855065738393943,0.0,39.4757213695417,39.4757213695417
MEAS_R000236,C019,38.91608040415947,0.45876085781532877,7.105427357601002e-15,39.37484126197481,39.37484126197481
MEAS_R000237,C019,38.890214795702306,0.5946404211994227,0.0,39.48485521690173,39.48485521690173
MEAS_R000238,C005,38.91777777756364,-1.0803274726582353,7.105427357601002e-15,37.83745030490542,37.83745030490542
MEAS_R000239,C005,38.904679802745385,-1.1238905990278631,0.0,37.78078920371752,37.78078920371752
MEAS_R000240,C005,38.89858156098377,-0.9928817044925596,0.0,37.90569985649121,37.90569985649121
MEAS_R000241,C005,38.91511627920176,-1.164689207427051,0.0,37.75042707177471,37.75042707177471
MEAS_R000242,C005,38.92155388873298,-1.0112654377723063,7.105427357601002e-15,37.91028845096068,37.91028845096068
MEAS_R000243,C005,38.920347394886576,-1.1370942388610228,7.105427357601002e-15,37.78325315602556,37.78325315602556
MEAS_R000244,C005,38.89858156098377,-0.6658587392250304,0.0,38.23272282175874,38.23272282175874
MEAS_R000245,C005,38.92040302369604,-0.9063158645941907,7.105427357601002e-15,38.014087159101855,38.014087159101855
MEAS_R000246,C005,38.91896955437967,-1.0784994149430427,0.0,37.840470139436626,37.84047013943663
MEAS_R000247,C005,38.887149530636805,-0.6803154949998131,0.0,38.206834035636994,38.206834035636994
MEAS_R000248,C005,38.89673366723968,-1.0773210268001754,0.0,37.8194126404395,37.8194126404395
MEAS_R000249,C005,38.926817043320064,-0.9027067211748706,0.0,38.02411032214519,38.02411032214519
MEAS_R000250,C005,38.92043795698664,-1.100087222128303,-7.105427357601002e-15,37.82035073485833,37.82035073485833
MEAS_R000251,C005,38.91608040415947,-1.0396761836149535,0.0,37.87640422054452,37.87640422054452
MEAS_R000252,C017,38.894266054817926,0.9885214305638691,0.0,39.8827874853818,39.8827874853818
MEAS_R000253,C017,38.926817043320064,0.1502080323652904,0.0,39.077025075685356,39.07702507568536
MEAS_R000254,C017,38.92040302369604,0.25781156451984055,7.105427357601002e-15,39.17821458821589,39.17821458821589
MEAS_R000255,C017,38.89673366723968,0.10852156238592198,0.0,39.005255229625604,39.0052552296256
MEAS_R000256,C017,38.894266054817926,0.49130678520486426,7.105427357601002e-15,39.385572840022796,39.3855728400228
MEAS_R000257,C017,38.894266054817926,0.5341811607991455,0.0,39.42844721561707,39.42844721561707
MEAS_R000258,C017,38.92040302369604,0.5109327302908395,7.105427357601002e-15,39.431335753986886,39.431335753986886
MEAS_R000259,C017,38.91777777756364,0.3938504037302148,1.4210854715202004e-14,39.31162818129387,39.31162818129387
MEAS_R000260,C017,38.91971830990193,0.5042132247681792,0.0,39.42393153467011,39.42393153467011
MEAS_R000261,C017,38.887149530636805,1.0516734457168726,7.105427357601002e-15,39.938822976353684,39.93882297635368
MEAS_R000262,C017,38.92222222242296,0.5407267655636214,0.0,39.46294898798658,39.46294898798658
