RecordID,MeasurementUnitID,CowKey,Seed,FoldID,Branch,BranchValue,TrainingBackground,SHAPValue
MEAS_R000226,MEAS_UNIT_000226,C019,20260523,1,SourceMemoryPredicted,39.3463466216882,38.92019929896373,0.02185185936651907
MEAS_R000226,MEAS_UNIT_000226,C019,20260523,1,BatchSessionPredicted,39.4632711385974,38.91725581397288,0.2097333478071938
MEAS_R000226,MEAS_UNIT_000226,C019,20260523,1,HierarchicalResidualPredicted,39.3977529108721,38.92277423766374,0.2653179595563301
MEAS_R000230,MEAS_UNIT_000230,C019,20260523,1,SourceMemoryPredicted,39.5927077860996,38.92019929896373,0.03448469601951532
MEAS_R000230,MEAS_UNIT_000230,C019,20260523,1,BatchSessionPredicted,39.5046441297449,38.91725581397288,0.22562538517469655
MEAS_R000230,MEAS_UNIT_000230,C019,20260523,1,HierarchicalResidualPredicted,39.4815341344949,38.92277423766374,0.3121172466708124
MEAS_R000233,MEAS_UNIT_000233,C019,20260523,1,SourceMemoryPredicted,39.6488794675938,38.92019929896373,0.03736505128385137
MEAS_R000233,MEAS_UNIT_000233,C019,20260523,1,BatchSessionPredicted,39.5499975571475,38.91725581397288,0.2430463727087362
MEAS_R000233,MEAS_UNIT_000233,C019,20260523,1,HierarchicalResidualPredicted,39.5526271215554,38.92277423766374,0.35182902180852005
MEAS_R000243,MEAS_UNIT_000243,C005,20260523,1,SourceMemoryPredicted,37.8986306594543,38.92019929896373,-0.05238370172335853
MEAS_R000243,MEAS_UNIT_000243,C005,20260523,1,BatchSessionPredicted,37.7405677991629,38.91725581397288,-0.4519849636828572
MEAS_R000243,MEAS_UNIT_000243,C005,20260523,1,HierarchicalResidualPredicted,37.7900535055764,38.92277423766374,-0.6327255734548072
MEAS_R000245,MEAS_UNIT_000245,C005,20260523,1,SourceMemoryPredicted,38.0813641613309,38.92019929896373,-0.043013545977616814
MEAS_R000245,MEAS_UNIT_000245,C005,20260523,1,BatchSessionPredicted,37.9186862802629,38.91725581397288,-0.3835667642978424
MEAS_R000245,MEAS_UNIT_000245,C005,20260523,1,HierarchicalResidualPredicted,37.9751281300751,38.92277423766374,-0.5293448860526434
MEAS_R000247,MEAS_UNIT_000247,C005,20260523,1,SourceMemoryPredicted,38.2019303708246,38.92019929896373,-0.036831186700156456
MEAS_R000247,MEAS_UNIT_000247,C005,20260523,1,BatchSessionPredicted,38.1526026262009,38.91725581397288,-0.29371569945064063
MEAS_R000247,MEAS_UNIT_000247,C005,20260523,1,HierarchicalResidualPredicted,38.1331198981014,38.92277423766374,-0.44109238992205124
MEAS_R000254,MEAS_UNIT_000254,C017,20260523,1,SourceMemoryPredicted,39.2283836375891,38.92019929896373,0.015802987529172943
MEAS_R000254,MEAS_UNIT_000254,C017,20260523,1,BatchSessionPredicted,39.1225490291705,38.91725581397288,0.07885645578740617
MEAS_R000254,MEAS_UNIT_000254,C017,20260523,1,HierarchicalResidualPredicted,39.1886054808233,38.92277423766374,0.1484904628349017
MEAS_R000255,MEAS_UNIT_000255,C017,20260523,1,SourceMemoryPredicted,38.8465691644841,38.92019929896373,-0.003775584775472193
MEAS_R000255,MEAS_UNIT_000255,C017,20260523,1,BatchSessionPredicted,39.1448167795205,38.91725581397288,0.08740986009387182
MEAS_R000255,MEAS_UNIT_000255,C017,20260523,1,HierarchicalResidualPredicted,39.0601636124387,38.92277423766374,0.07674422165902646
MEAS_R000263,MEAS_UNIT_000263,C017,20260523,1,SourceMemoryPredicted,39.3180599881355,38.92019929896373,0.020401385538843686
MEAS_R000263,MEAS_UNIT_000263,C017,20260523,1,BatchSessionPredicted,39.3590464194431,38.91725581397288,0.16969894165288196
MEAS_R000263,MEAS_UNIT_000263,C017,20260523,1,HierarchicalResidualPredicted,39.372447795949,38.92277423766374,0.25118279552383876
MEAS_R000272,MEAS_UNIT_000272,C020,20260523,1,SourceMemoryPredicted,39.0705513212764,38.92019929896373,0.007709707586670468
MEAS_R000272,MEAS_UNIT_000272,C020,20260523,1,BatchSessionPredicted,39.1392231692528,38.91725581397288,0.08526126360790474
