Model,N,CowCount,R2,RMSE,MAE,Bias,ErrorSD,AbsoluteErrorLE0_5,Status
TH-SHRC full retrain,503,30,0.85512301977668,0.2519668645980122,0.1345305783686063,0.0010407862180519005,0.25221555104387255,0.9423459244532804,PASS
