TargetRowID,TechnicalBaselinePrediction_C,FullPipelinePrediction_C,OfficialOOFPrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,ConditionalVsOfficialDifference_C
194,38.4409754935814,38.75857094971322,38.75857094971322,38.7585709497132,-2.131628207280301e-14,0.0
195,38.1071097279044,38.7669101220045,38.7669101220045,38.7669101220045,7.105427357601002e-15,0.0
196,38.142595615717,38.76862085423866,38.76862085423866,38.7686208542387,3.5527136788005016e-14,0.0
197,38.117473539346,38.75602854433555,38.75602854433555,38.7560285443356,4.973799150320701e-14,0.0
198,38.2276797010695,38.78319353051002,38.78319353051002,38.78319353050999,-2.8421709430404014e-14,0.0
199,38.0997399695053,38.79232473380617,38.79232473380617,38.7923247338062,2.8421709430404014e-14,0.0
200,38.1951196183467,38.75370817500504,38.75370817500504,38.753708175005,-3.5527136788005016e-14,0.0
201,38.1027754050807,38.762340538286495,38.762340538286495,38.7623405382865,7.105427357601002e-15,0.0
202,38.5101294450829,39.382603763414345,39.382603763414345,39.38260376341431,-3.5527136788005016e-14,0.0
203,38.4862896354826,39.360184740985765,39.360184740985765,39.36018474098579,2.131628207280301e-14,0.0
204,38.4865989714701,39.36315615092318,39.36315615092318,39.3631561509232,2.131628207280301e-14,0.0
205,38.1153239580662,39.34331161377239,39.34331161377239,39.34331161377241,1.4210854715202004e-14,0.0
206,38.0368382130858,39.371888734831295,39.371888734831295,39.37188873483129,-7.105427357601002e-15,0.0
207,38.1947900098743,39.35796162027185,39.35796162027185,39.3579616202719,4.973799150320701e-14,0.0
208,38.5127609174298,39.38425430371758,39.38425430371758,39.3842543037176,2.131628207280301e-14,0.0
209,38.2277610084584,39.38200043947195,39.38200043947195,39.382000439472,4.263256414560601e-14,0.0
210,38.3007667992132,39.40942921027592,39.40942921027592,39.409429210275896,-2.131628207280301e-14,0.0
211,38.1873863158705,38.72658419037585,38.72658419037585,38.726584190375895,4.263256414560601e-14,0.0
212,38.1726956120015,38.59860480831958,38.59860480831958,38.5986048083196,2.131628207280301e-14,0.0
213,38.0342517603789,38.66805995105924,38.66805995105924,38.668059951059206,-3.5527136788005016e-14,0.0
214,38.0785820945903,38.59072218271349,38.59072218271349,38.5907221827135,7.105427357601002e-15,0.0
215,38.176543532211,38.71228691822048,38.71228691822048,38.7122869182205,2.131628207280301e-14,0.0
216,38.4681171682235,38.58329894558052,38.58329894558052,38.5832989455805,-2.131628207280301e-14,0.0
217,38.4082417447982,38.67479709955116,38.67479709955116,38.67479709955119,3.5527136788005016e-14,0.0
218,38.0460918162484,38.59003902283588,38.59003902283588,38.5900390228359,2.131628207280301e-14,0.0
219,38.1659490604441,38.70992062422677,38.70992062422677,38.7099206242268,2.8421709430404014e-14,0.0
220,38.0762421632742,38.61121467040434,38.61121467040434,38.6112146704043,-3.5527136788005016e-14,0.0
221,38.0878433133711,38.61352999185327,38.61352999185327,38.613529991853305,3.5527136788005016e-14,0.0
222,38.0860768778019,38.5857755750245,38.5857755750245,38.585775575024506,7.105427357601002e-15,0.0
223,38.1032947025622,38.705646890433954,38.705646890433954,38.705646890434,4.973799150320701e-14,0.0
224,38.0460113991247,38.79578096308249,38.79578096308249,38.79578096308251,1.4210854715202004e-14,0.0
225,38.1076444927971,39.50936915328578,39.50936915328578,39.5093691532858,2.131628207280301e-14,0.0
226,38.4710106380106,39.43161779171739,39.43161779171739,39.43161779171739,0.0,0.0
227,38.2713707356478,39.36696573295467,39.36696573295467,39.3669657329547,2.8421709430404014e-14,0.0
228,38.4594052685902,39.48700013241723,39.48700013241723,39.4870001324172,-2.8421709430404014e-14,0.0
229,38.450918811049,39.38655717460137,39.38655717460137,39.3865571746014,2.8421709430404014e-14,0.0
230,38.0483888117012,39.50477940646744,39.50477940646744,39.50477940646739,-4.973799150320701e-14,0.0
231,38.4558351448404,39.47907877189032,39.47907877189032,39.4790787718903,-2.131628207280301e-14,0.0
232,38.2624020833169,39.48045560262915,39.48045560262915,39.480455602629206,5.684341886080803e-14,0.0
233,38.0998440737701,39.53024946825205,39.53024946825205,39.5302494682521,4.973799150320701e-14,0.0
234,38.0993690090225,39.53041001439894,39.53041001439894,39.53041001439891,-2.8421709430404014e-14,0.0
235,38.1070559285625,39.4757213695417,39.4757213695417,39.4757213695417,0.0,0.0
