TargetRowID,CowID,Ear,Air,Time,EarAirGap,SHAP_Ear,SHAP_Air,SHAP_Time,SHAP_CowID
1,C021,30.0,13.1,11.0,16.9,-0.023681666537902,-0.0002366619489979,0.117636666239649,0.10558080998045
2,C021,30.4,16.0,12.0,14.4,0.0124859134014918,0.0078051983032931,0.000308574394408,-0.264921609045491
3,C021,31.5,18.3,13.0,13.2,-0.0090609947235596,0.0011768912723901,-0.0120101827712276,0.130888054212791
4,C021,32.6,20.8,14.0,11.8,-0.0422809634953675,-0.0223006489148183,0.003215755612666,0.0660347479544162
5,C021,32.8,22.0,15.0,10.8,-0.0159340895148704,-0.0215355363384013,0.0024999694024667,0.0674302627448995
6,C021,28.1,13.4,21.0,14.7,-0.0183270311532488,0.0314871675514,0.278839530497034,-0.0487887200691812
7,C021,29.3,11.8,22.0,17.5,-0.112772784489634,0.0069248357789841,0.210079741890867,0.0286910958128838
8,C021,29.2,10.9,23.0,18.3,-0.0012356989998512,-0.0046403073520995,-0.0880690366155488,-0.170975418959101
9,C021,28.6,10.9,24.0,17.7,-0.0544537450589845,-0.0087785236994169,-0.0111399772970996,-0.116265046794299
10,C003,31.4,5.4,0.0,26.0,0.0066084037661067,0.0101245624831936,0.0507541195907735,0.0009694936387247
11,C003,33.3,6.1,11.0,27.2,0.0414866299008748,0.0356416140037545,0.138087668666407,0.273493257892358
12,C003,31.8,6.9,12.0,24.9,0.0269692942908991,0.0029284734780314,-0.0054189217651827,0.375991879751451
13,C003,33.6,6.8,12.0,26.8,0.0152071992858739,0.0094238960523422,0.0073145282113908,0.28700559209749
14,C003,33.3,9.3,13.0,24.0,0.0105100327979937,0.0081500753306915,-0.0056195909704429,0.344555718343759
15,C003,33.6,8.0,13.0,25.6,0.0147037030159668,0.0051351913833327,-0.0057246471849327,0.371862421880634
16,C003,33.1,11.2,14.0,21.9,0.0127931408852167,-0.0003518631504508,-0.008282473847433,0.342825657103968
17,C003,33.9,11.2,15.0,22.7,0.0068560134094592,-1.79934558743137e-05,1.80668220419733e-05,0.457261965436076
18,C003,36.4,9.1,15.0,27.3,0.0278008571690661,0.0106657272930478,-0.0005762070520661,0.27113102287635
19,C003,32.0,9.0,19.0,23.0,0.032277700327515,-0.0022244878831821,0.105821686539767,-0.0025471187412981
20,C003,32.0,6.0,21.0,26.0,0.0705546109368272,0.0278188030602913,0.383446919319342,0.139221546044044
21,C003,33.7,5.5,23.0,28.2,0.0087548149675325,0.0085824659007336,0.142942014093167,0.243035523482065
22,C002,32.9,5.4,0.0,27.5,0.00460535426699,0.0011919169088917,0.162961530413324,0.497508675315089
23,C002,30.8,6.1,11.0,24.7,0.0445482078863263,0.0221422770824914,0.173241222402211,0.632492741191576
24,C002,33.1,5.0,11.0,28.1,0.0327750240639831,0.026907237311983,0.117527861325633,0.891074760901499
25,C002,34.2,6.9,12.0,27.3,0.0201594133564444,0.0123826948766101,-0.0076647794824928,0.923019065612942
26,C002,36.2,6.8,12.0,29.4,0.0467428201455646,0.0325557975730337,-0.0005468804400165,0.701015055585115
27,C002,32.8,8.0,13.0,24.8,0.0875194242256262,0.0301970666679766,-0.0119069855121238,0.805260641283426
28,C002,33.9,9.3,13.0,24.6,0.0478822327245171,0.0012930020963975,-0.0092505810469513,0.511412097153932
29,C002,36.2,8.8,14.0,27.4,0.0582531330783678,0.0508415798528006,-0.0075704244304001,0.719682064660334
30,C002,36.0,9.1,15.0,26.9,0.0139865887501844,0.0223764368811672,0.0001764872731821,0.535617983944568
31,C002,33.7,9.0,19.0,24.7,0.061145822186217,0.0019131487852514,0.100600563363968,0.626340955634867
32,C002,32.6,6.0,21.0,26.6,0.0230431314421745,0.0052735938344585,0.298091202640506,0.754005251027059
33,C002,33.2,5.4,22.0,27.8,-0.0110154654137986,-0.003461058800917,0.0159845200386322,0.641016251449185
34,C002,33.5,5.5,23.0,28.0,0.0650032952636922,0.0284662239151909,0.327207815931258,0.71122152207476
35,C029,31.8,5.4,0.0,26.4,0.0444316307381255,0.0125239701567909,0.240396029605723,0.0116757018808578
36,C029,35.7,6.1,11.0,29.6,0.0812597754159174,0.0197656666624031,0.0665485571014669,0.0913404568751156
37,C029,32.9,6.9,12.0,26.0,-0.0175051656926157,-0.0037059747671666,-0.0021142413425163,-0.133996400917499
