FeatureGroup,MeanAbsSHAP_C,MeanSignedSHAP_C,MedianAbsSHAP_C,P90AbsSHAP_C,Rank_by_MeanAbsSHAP
Time_diurnal,0.17629621934290468,0.11047309601545152,0.1345574121137899,0.39808059219200786,1
Ear_temperature,0.17446457515121327,-0.015923601885584667,0.1258252795045494,0.39014876025994244,2
Cow_identity,0.14821453242965382,0.08417521472870967,0.0598482248883248,0.43983872426954806,3
Ambient_temperature,0.11402727787737088,0.06650735315276118,0.0840152004962746,0.2575700062326491,4
