Scenario,N,CowCount,R2,RMSE,MAE,Bias,ErrorSD,AbsoluteErrorLE0_5
all_measured_520,520,30,0.8499401556845451,0.2954777552329774,0.1675958967011845,0.000759746917591628,0.29576130120420746,0.9211538461538461
