FoldID,OuterTrainN,OuterTestN,SelectedLambda,InnerRMSE,InnerR2,InnerMAE,Intercept,WeightSourceMemory,WeightBatchSession,WeightHierarchicalResidual
1,397,123,1.0,0.31265847480582026,0.8352797846083189,0.17319311788677036,-0.5699277406383771,-0.0012774225360772107,0.41624270121974405,0.5993183063546894
2,406,114,10.0,0.28623609710111647,0.8595157013938,0.17445459475162653,-0.2605582866090117,0.1934229036069155,0.3898067170084687,0.42267642775186687
3,420,100,0.1,0.29317817090211523,0.8515126844111967,0.16241888145188793,-1.0509517157042865,-0.04980006697951467,0.42781052460486535,0.6490780180174625
4,421,99,10.0,0.31242514731416954,0.8328684942547493,0.1767329019087638,-0.18189813190838322,0.1552722203414305,0.42730588167978567,0.4217617918002361
5,436,84,1.0,0.3020470355065879,0.8399789799978795,0.16906286182900745,-1.0080615429324098,-0.024631386133478372,0.2079630923253717,0.8420716963155428
