FoldID,OuterTrainN,OuterTestN,SelectedLambda,InnerRMSE,InnerR2,InnerMAE,Intercept,WeightSourceMemory,WeightBatchSession,WeightHierarchicalResidual
1,399,121,0.01,0.3124758063532142,0.8394210207586098,0.17688110347681,-1.4096156276355032,-0.04533783823490012,-0.3539274391660001,1.435558080964256
2,405,115,1.0,0.2934728351252638,0.8479143259820432,0.1585354498591348,-0.31712707587576006,2.780886279651895e-05,0.18199067407113034,0.826081913561211
3,411,109,0.1,0.31907974611067924,0.830388029551278,0.18085577557572222,-0.9031125998008065,-0.06544524669152452,-0.0540523064264562,1.1427924469462596
4,428,92,0.1,0.2919522085857857,0.8502784664498562,0.1641106443204354,-1.3364995159208775,-0.0351207465173502,-0.13483300604275428,1.2038502838113345
5,437,83,0.1,0.27536546623620956,0.8661120769617747,0.1607381974722926,-0.9478559576091357,0.0032340403013222385,0.046048239746596664,0.9749869832157856
