Scenario,N,CowCount,R2,RMSE,MAE,Bias,ErrorSD,AbsoluteErrorLE0_5
all_measured_520,520,30,0.8436658203054355,0.30159178994323727,0.16917872043754187,-0.0007988982523182578,0.30188114184109827,0.925
