FoldID,SelectedLambda,InnerRMSE,Intercept,WeightSourceMemory,WeightBatchSession,WeightNewAlgorithm
1,1.0,0.26821980186228855,-2.8870360925793648,0.18986219591170084,0.28733200862188824,0.5972474426962435
2,1.0,0.2501300200853677,-2.709750654787058,0.23198281599616166,0.23269662767415866,0.6050351247249637
3,10.0,0.24480293486236962,-1.0385484852886293,0.3057723983474716,0.32413208974685404,0.396855079312445
4,1.0,0.2399188025948982,-3.417292438680306,0.2519101215148112,0.2569557751849061,0.579269253561506
5,1.0,0.25714422844286133,-2.608673507871572,0.19694090004486497,0.2528238442755537,0.6173961916974804
