RecordID,CandidateCowKey,Source,CandidateValueClass,RequiredNumericValuesValid,EligibleRecordsForAnimal,IncludedInAnalysis,SelectionReason
TEMP_R001081,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001082,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001083,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001084,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001085,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001086,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001087,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001088,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001089,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001090,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001091,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001092,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001093,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001094,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001095,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001096,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001097,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001098,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001099,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001100,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001101,C007,S01,real_reference_measurement,1,19,1,included_fixed_real_ge8_analysis_set
TEMP_R001102,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001103,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001104,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001105,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001106,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001107,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001108,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001109,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001110,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001111,C013,S01,real_reference_measurement,1,10,1,included_fixed_real_ge8_analysis_set
TEMP_R001112,X001,S01,real_reference_measurement,1,1,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R001113,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001114,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001115,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001116,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001117,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001118,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001119,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001120,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001121,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001122,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001123,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001124,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001125,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001126,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001127,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001128,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
TEMP_R001129,C024,S01,real_reference_measurement,1,17,1,included_fixed_real_ge8_analysis_set
