RecordID,CandidateCowKey,Source,CandidateValueClass,RequiredNumericValuesValid,EligibleRecordsForAnimal,IncludedInAnalysis,SelectionReason
TEMP_R000787,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000788,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000789,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000790,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000791,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000792,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000793,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000794,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000795,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000796,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000797,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000798,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000799,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000800,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000801,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000802,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000803,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000804,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000805,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000806,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000807,X006,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000808,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000809,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000810,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000811,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000812,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000813,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000814,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000815,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000816,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000817,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000818,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000819,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000820,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000821,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000822,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000823,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000824,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000825,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000826,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000827,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000828,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000829,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000830,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000831,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000832,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000833,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000834,X023,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000835,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000836,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000837,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000838,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000839,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000840,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000841,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000842,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000843,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000844,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000845,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000846,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000847,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000848,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000849,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000850,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000851,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000852,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000853,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000854,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000855,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000856,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000857,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000858,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000859,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000860,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000861,X007,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000862,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000863,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000864,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000865,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000866,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000867,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000868,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000869,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000870,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000871,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000872,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000873,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000874,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000875,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000876,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000877,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000878,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000879,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000880,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000881,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000882,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000883,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000884,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000885,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000886,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000887,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000888,X011,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000889,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000890,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000891,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000892,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000893,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000894,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000895,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000896,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000897,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000898,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000899,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000900,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000901,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000902,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000903,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000904,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000905,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000906,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000907,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000908,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000909,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000910,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000911,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000912,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000913,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000914,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000915,X022,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000916,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000917,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000918,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000919,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000920,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000921,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000922,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000923,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000924,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000925,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000926,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000927,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000928,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000929,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000930,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000931,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000932,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000933,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000934,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000935,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000936,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000937,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000938,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000939,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000940,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000941,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000942,X003,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000943,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000944,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000945,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000946,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000947,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000948,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000949,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000950,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000951,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000952,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000953,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000954,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000955,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000956,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000957,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000958,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000959,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000960,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000961,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000962,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000963,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000964,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000965,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000966,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000967,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000968,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000969,X004,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000970,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000971,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000972,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000973,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000974,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000975,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000976,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000977,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000978,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000979,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000980,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000981,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000982,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000983,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000984,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000985,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000986,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000987,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000988,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000989,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000990,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000991,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000992,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000993,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000994,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000995,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000996,X017,S02,case_or_compensated_candidate,1,0,0,excluded_case_or_compensated_source
TEMP_R000997,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R000998,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R000999,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001000,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001001,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001002,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001003,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001004,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001005,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001006,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001007,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001008,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001009,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001010,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001011,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001012,C017,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001013,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001014,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001015,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001016,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001017,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001018,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001019,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001020,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001021,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001022,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001023,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001024,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001025,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001026,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001027,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001028,C020,S01,real_reference_measurement,1,16,1,included_fixed_real_ge8_analysis_set
TEMP_R001029,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001030,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001031,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001032,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001033,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001034,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001035,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001036,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001037,C009,S01,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R001038,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001039,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001040,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001041,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001042,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001043,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001044,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001045,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001046,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001047,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001048,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001049,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001050,C012,S01,real_reference_measurement,1,13,1,included_fixed_real_ge8_analysis_set
TEMP_R001051,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001052,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001053,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001054,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001055,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001056,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001057,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001058,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001059,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001060,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001061,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001062,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001063,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001064,C006,S01,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R001065,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001066,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001067,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001068,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001069,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001070,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001071,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001072,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001073,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001074,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001075,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001076,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001077,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001078,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001079,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R001080,C015,S01,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
