"Source","Model","N","CowCount","R2","RMSE","MAE","Bias","ErrorSD"
"S01","StrictHierarchicalEBResidualXGB",520,30,0.848597133769645,0.296797059370224,0.171387680864089,-0.00784861765324755,0.296978959372602
