"Scope","Source","N","CowCount","R2","RMSE","MAE","Bias","ErrorSD"
"ALL","ALL",520,30,0.83665220323006,0.308282722577674,0.194317528799209,-0.00380687042777924,0.308556048141108
"SOURCE","S01",520,30,0.83665220323006,0.308282722577674,0.194317528799209,-0.00380687042777924,0.308556048141108
