RecordID,RowID,CowKey,Ear_C,Air_C,Time_hour,EarAirGap_C,SHAP_Ear_temperature_C,SHAP_Ambient_temperature_C,SHAP_Time_diurnal_C,SHAP_Cow_identity_C,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,OfficialOOFPrediction_C,ConditionalVsOfficialDifference_C
TEMP_R000216,216,C014,33.2,8.8,14,24.4,-0.227839976024408,-0.00016849701997282787,-2.134262939298045e-05,-0.08752114537512531,38.3011976021373,37.9856466410884,37.9856466410884,0.0,37.98372581611971,0.00192082496869261
TEMP_R000217,217,C014,33.5,11.2,15,22.3,-0.09407797774060711,-0.11578757711954067,-0.03829712103567456,-0.09467721251547563,38.3007852152741,37.9579453268628,37.9579453268628,0.0,37.9607776681141,-0.00283234125129894
TEMP_R000218,218,C014,33.5,11.2,15,22.3,-0.08558102171220838,-0.09308493494565913,-0.030342757318573874,-0.0837740459248586,38.2840917094004,37.9913089494991,37.9913089494991,0.0,37.98637164371164,0.00493730578745755
TEMP_R000219,219,C014,32.1,9.0,19,23.1,0.31303471180049236,0.16580358634882525,0.5005845507837758,-0.06698838579149265,38.2886236994051,39.2010581625467,39.2010581625467,0.0,39.2070545103233,-0.00599634777660185
TEMP_R000220,220,C014,32.1,9.0,19,23.1,0.3001662164042512,0.17464929339519958,0.4884342794096478,-0.06605164433000017,38.3047967168281,39.2019948617072,39.2019948617072,0.0,39.13908089910535,0.0629139626018471
TEMP_R000221,221,C014,31.2,6.0,21,25.2,-0.0035538880768323632,0.08223581348033566,0.4402387828924515,-0.05642577266464953,38.6833760401035,39.1458709757348,39.1458709757348,0.0,39.13212624647895,0.0137447292558548
TEMP_R000222,222,C014,31.2,6.0,21,25.2,0.34222655784897543,0.21381263895209085,0.31499189128601063,-0.02794643572007279,38.2900867843506,39.1331714367176,39.1331714367176,0.0,39.12111815885682,0.0120532778607867
TEMP_R000223,223,C014,31.5,5.4,22,26.1,-0.3963748775579674,0.07093594629516531,0.488991315156151,-0.08789262254515032,38.682991187293,38.7586509486412,38.7586509486412,0.0,38.761804959702445,-0.00315401106124824
TEMP_R000224,224,C014,31.5,5.4,22,26.1,-0.09200022696884069,0.09364355167232633,0.5001454873373756,-0.03806613906705951,38.3029301840259,38.7666528569997,38.7666528569997,0.0,38.76672447242181,-7.16154221080956e-05
TEMP_R000225,225,C014,31.0,5.5,23,25.5,-0.17230035860199244,-0.05566767735504345,-0.025148265067409525,-0.03769927378015876,38.6822738767502,38.3914583019456,38.3914583019456,0.0,38.39552237565415,-0.00406407370855533
