RecordID,CowKey,Source,RowID,SourceRowID,EarTemperature_C,CoreReferenceTemperature_C,AmbientTemperature_C,MeasurementTime_hour,SourceType,EarStatus,SourceWeight,SeqInCowSource,CowSourceN,EarLag1_C,EarLag2_C,AmbientLag1_C,EarDelta1_C,AmbientDelta1_C,TimeSin,TimeCos,ThermalLoad,EarAirGap_C,HotFlag,NightFlag
TEMP_R000139,C027,S03,139,63,32.7,38.2,5.5,23,reference_stratum_1,ear_status_2,0.85,23,24,32.5,32.5,6,0.200000000000003,-0.5,-0.258819045102522,0.965925826289068,0,27.2,0,1
TEMP_R000140,C027,S03,140,197,32.7,38.2,5.5,23,reference_stratum_1,ear_status_2,0.85,24,24,32.7,32.5,5.5,0,0,-0.258819045102522,0.965925826289068,0,27.2,0,1
TEMP_R000141,C026,S03,141,64,28.6,38.3,5.4,0,reference_stratum_1,ear_status_2,0.85,1,14,28.6,28.6,5.4,0,0,0,1,0,23.2,0,1
TEMP_R000142,C026,S03,142,198,28.6,38.3,5.4,0,reference_stratum_1,ear_status_2,0.85,2,14,28.6,28.6,5.4,0,0,0,1,0,23.2,0,1
TEMP_R000143,C026,S03,143,65,33.9,38.5,8.0,13,reference_stratum_1,ear_status_2,0.85,3,14,28.6,28.6,5.4,5.3,2.6,-0.258819045102521,-0.965925826289068,0,25.9,0,0
TEMP_R000144,C026,S03,144,199,33.9,38.5,8.0,13,reference_stratum_1,ear_status_2,0.85,4,14,33.9,28.6,8,0,0,-0.258819045102521,-0.965925826289068,0,25.9,0,0
TEMP_R000145,C026,S03,145,66,33.9,38.6,11.2,15,reference_stratum_1,ear_status_2,0.85,5,14,33.9,33.9,8,0,3.2,-0.707106781186547,-0.707106781186548,0,22.7,0,0
TEMP_R000146,C026,S03,146,200,33.9,38.6,11.2,15,reference_stratum_1,ear_status_2,0.85,6,14,33.9,33.9,11.2,0,0,-0.707106781186547,-0.707106781186548,0,22.7,0,0
TEMP_R000147,C026,S03,147,67,30.6,39.0,9.0,19,reference_stratum_1,ear_status_2,0.85,7,14,33.9,33.9,11.2,-3.3,-2.2,-0.965925826289068,0.25881904510252,0,21.6,0,0
TEMP_R000148,C026,S03,148,201,30.6,39.0,9.0,19,reference_stratum_1,ear_status_2,0.85,8,14,30.6,33.9,9,0,0,-0.965925826289068,0.25881904510252,0,21.6,0,0
TEMP_R000149,C026,S03,149,68,30.7,39.1,6.0,21,reference_stratum_1,ear_status_2,0.85,9,14,30.6,30.6,9,0.0999999999999979,-3,-0.707106781186548,0.707106781186547,0,24.7,0,1
TEMP_R000150,C026,S03,150,202,30.7,39.1,6.0,21,reference_stratum_1,ear_status_2,0.85,10,14,30.7,30.6,6,0,0,-0.707106781186548,0.707106781186547,0,24.7,0,1
TEMP_R000151,C026,S03,151,69,30.6,38.9,5.4,22,reference_stratum_1,ear_status_2,0.85,11,14,30.7,30.7,6,-0.0999999999999979,-0.6,-0.5,0.866025403784438,0,25.2,0,1
TEMP_R000152,C026,S03,152,203,30.6,38.9,5.4,22,reference_stratum_1,ear_status_2,0.85,12,14,30.6,30.7,5.4,0,0,-0.5,0.866025403784438,0,25.2,0,1
TEMP_R000153,C026,S03,153,70,30.7,38.6,5.5,23,reference_stratum_1,ear_status_2,0.85,13,14,30.6,30.6,5.4,0.0999999999999979,0.0999999999999996,-0.258819045102522,0.965925826289068,0,25.2,0,1
TEMP_R000154,C026,S03,154,204,30.7,38.6,5.5,23,reference_stratum_1,ear_status_2,0.85,14,14,30.7,30.6,5.5,0,0,-0.258819045102522,0.965925826289068,0,25.2,0,1
TEMP_R000155,C016,S03,155,71,28.7,38.9,5.4,0,reference_stratum_1,ear_status_2,0.85,1,18,28.7,28.7,5.4,0,0,0,1,0,23.3,0,1
TEMP_R000156,C016,S03,156,205,28.7,38.9,5.4,0,reference_stratum_1,ear_status_2,0.85,2,18,28.7,28.7,5.4,0,0,0,1,0,23.3,0,1
TEMP_R000157,C016,S03,157,72,31.8,39.2,6.1,11,reference_stratum_1,ear_status_2,0.85,3,18,28.7,28.7,5.4,3.1,0.699999999999999,0.258819045102521,-0.965925826289068,0,25.7,0,0
TEMP_R000158,C016,S03,158,206,31.8,39.2,6.1,11,reference_stratum_1,ear_status_2,0.85,4,18,31.8,28.7,6.1,0,0,0.258819045102521,-0.965925826289068,0,25.7,0,0
TEMP_R000159,C016,S03,159,73,32.2,38.0,6.9,12,reference_stratum_1,ear_status_2,0.85,5,18,31.8,31.8,6.1,0.400000000000002,0.800000000000001,1.22460635382238e-16,-1,0,25.3,0,0
TEMP_R000160,C016,S03,160,207,32.2,38.0,6.9,12,reference_stratum_1,ear_status_2,0.85,6,18,32.2,31.8,6.9,0,0,1.22460635382238e-16,-1,0,25.3,0,0
TEMP_R000161,C016,S03,161,74,31.9,38.1,9.3,13,reference_stratum_1,ear_status_2,0.85,7,18,32.2,32.2,6.9,-0.300000000000004,2.4,-0.258819045102521,-0.965925826289068,0,22.6,0,0
TEMP_R000162,C016,S03,162,208,31.9,38.1,9.3,13,reference_stratum_1,ear_status_2,0.85,8,18,31.9,32.2,9.3,0,0,-0.258819045102521,-0.965925826289068,0,22.6,0,0
TEMP_R000163,C016,S03,163,75,33.0,38.3,8.8,14,reference_stratum_1,ear_status_2,0.85,9,18,31.9,31.9,9.3,1.1,-0.5,-0.5,-0.866025403784439,0,24.2,0,0
TEMP_R000164,C016,S03,164,209,33.0,38.3,8.8,14,reference_stratum_1,ear_status_2,0.85,10,18,33,31.9,8.8,0,0,-0.5,-0.866025403784439,0,24.2,0,0
TEMP_R000165,C016,S03,165,76,33.2,38.7,9.1,15,reference_stratum_1,ear_status_2,0.85,11,18,33,33,8.8,0.200000000000003,0.299999999999999,-0.707106781186547,-0.707106781186548,0,24.1,0,0
TEMP_R000166,C016,S03,166,210,33.2,38.7,9.1,15,reference_stratum_1,ear_status_2,0.85,12,18,33.2,33,9.1,0,0,-0.707106781186547,-0.707106781186548,0,24.1,0,0
TEMP_R000167,C016,S03,167,77,32.1,39.4,9.0,19,reference_stratum_1,ear_status_2,0.85,13,18,33.2,33.2,9.1,-1.1,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000168,C016,S03,168,211,32.1,39.4,9.0,19,reference_stratum_1,ear_status_2,0.85,14,18,32.1,33.2,9,0,0,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000169,C016,S03,169,78,31.1,38.6,6.0,21,reference_stratum_1,ear_status_2,0.85,15,18,32.1,32.1,9,-1,-3,-0.707106781186548,0.707106781186547,0,25.1,0,1
TEMP_R000170,C016,S03,170,212,31.1,38.6,6.0,21,reference_stratum_1,ear_status_2,0.85,16,18,31.1,32.1,6,0,0,-0.707106781186548,0.707106781186547,0,25.1,0,1
TEMP_R000171,C016,S03,171,79,31.8,38.8,5.5,23,reference_stratum_1,ear_status_2,0.85,17,18,31.1,31.1,6,0.699999999999999,-0.5,-0.258819045102522,0.965925826289068,0,26.3,0,1
TEMP_R000172,C016,S03,172,213,31.8,38.8,5.5,23,reference_stratum_1,ear_status_2,0.85,18,18,31.8,31.1,5.5,0,0,-0.258819045102522,0.965925826289068,0,26.3,0,1
TEMP_R000173,C022,S03,173,80,25.4,38.1,5.4,0,reference_stratum_1,ear_status_2,0.85,1,28,25.4,25.4,5.4,0,0,0,1,0,20,0,1
TEMP_R000174,C022,S03,174,214,25.4,38.1,5.4,0,reference_stratum_1,ear_status_2,0.85,2,28,25.4,25.4,5.4,0,0,0,1,0,20,0,1
TEMP_R000175,C022,S03,175,81,25.3,38.3,5.0,11,reference_stratum_1,ear_status_2,0.85,3,28,25.4,25.4,5.4,-0.0999999999999979,-0.4,0.258819045102521,-0.965925826289068,0,20.3,0,0
TEMP_R000176,C022,S03,176,215,25.3,38.3,5.0,11,reference_stratum_1,ear_status_2,0.85,4,28,25.3,25.4,5,0,0,0.258819045102521,-0.965925826289068,0,20.3,0,0
TEMP_R000177,C022,S03,177,82,32.2,38.1,6.1,11,reference_stratum_1,ear_status_2,0.85,5,28,25.3,25.3,5,6.9,1.1,0.258819045102521,-0.965925826289068,0,26.1,0,0
TEMP_R000178,C022,S03,178,216,32.2,38.1,6.1,11,reference_stratum_1,ear_status_2,0.85,6,28,32.2,25.3,6.1,0,0,0.258819045102521,-0.965925826289068,0,26.1,0,0
TEMP_R000179,C022,S03,179,83,29.7,38.1,6.9,12,reference_stratum_1,ear_status_2,0.85,7,28,32.2,32.2,6.1,-2.5,0.800000000000001,1.22460635382238e-16,-1,0,22.8,0,0
TEMP_R000180,C022,S03,180,217,29.7,38.1,6.9,12,reference_stratum_1,ear_status_2,0.85,8,28,29.7,32.2,6.9,0,0,1.22460635382238e-16,-1,0,22.8,0,0
TEMP_R000181,C022,S03,181,84,32.8,38.7,6.8,12,reference_stratum_1,ear_status_2,0.85,9,28,29.7,29.7,6.9,3.1,-0.100000000000001,1.22460635382238e-16,-1,0,26,0,0
TEMP_R000182,C022,S03,182,218,32.8,38.7,6.8,12,reference_stratum_1,ear_status_2,0.85,10,28,32.8,29.7,6.8,0,0,1.22460635382238e-16,-1,0,26,0,0
TEMP_R000183,C022,S03,183,85,31.3,38.2,9.3,13,reference_stratum_1,ear_status_2,0.85,11,28,32.8,32.8,6.8,-1.5,2.5,-0.258819045102521,-0.965925826289068,0,22,0,0
TEMP_R000184,C022,S03,184,219,31.3,38.2,9.3,13,reference_stratum_1,ear_status_2,0.85,12,28,31.3,32.8,9.3,0,0,-0.258819045102521,-0.965925826289068,0,22,0,0
TEMP_R000185,C022,S03,185,86,32.5,38.7,8.0,13,reference_stratum_1,ear_status_2,0.85,13,28,31.3,31.3,9.3,1.2,-1.3,-0.258819045102521,-0.965925826289068,0,24.5,0,0
TEMP_R000186,C022,S03,186,220,32.5,38.7,8.0,13,reference_stratum_1,ear_status_2,0.85,14,28,32.5,31.3,8,0,0,-0.258819045102521,-0.965925826289068,0,24.5,0,0
TEMP_R000187,C022,S03,187,87,31.2,39.0,8.8,14,reference_stratum_1,ear_status_2,0.85,15,28,32.5,32.5,8,-1.3,0.800000000000001,-0.5,-0.866025403784439,0,22.4,0,0
TEMP_R000188,C022,S03,188,221,31.2,39.0,8.8,14,reference_stratum_1,ear_status_2,0.85,16,28,31.2,32.5,8.8,0,0,-0.5,-0.866025403784439,0,22.4,0,0
TEMP_R000189,C022,S03,189,89,32.3,39.5,9.1,15,reference_stratum_1,ear_status_2,0.85,17,28,31.2,31.2,8.8,1.1,0.299999999999999,-0.707106781186547,-0.707106781186548,0,23.2,0,0
TEMP_R000190,C022,S03,190,223,32.3,39.5,9.1,15,reference_stratum_1,ear_status_2,0.85,18,28,32.3,31.2,9.1,0,0,-0.707106781186547,-0.707106781186548,0,23.2,0,0
TEMP_R000191,C022,S03,191,88,33.3,38.0,11.2,15,reference_stratum_1,ear_status_2,0.85,19,28,32.3,32.3,9.1,1,2.1,-0.707106781186547,-0.707106781186548,0,22.1,0,0
TEMP_R000192,C022,S03,192,222,33.3,38.0,11.2,15,reference_stratum_1,ear_status_2,0.85,20,28,33.3,32.3,11.2,0,0,-0.707106781186547,-0.707106781186548,0,22.1,0,0
TEMP_R000193,C022,S03,193,90,32.9,38.3,9.0,19,reference_stratum_1,ear_status_2,0.85,21,28,33.3,33.3,11.2,-0.399999999999999,-2.2,-0.965925826289068,0.25881904510252,0,23.9,0,0
TEMP_R000194,C022,S03,194,224,32.9,38.3,9.0,19,reference_stratum_1,ear_status_2,0.85,22,28,32.9,33.3,9,0,0,-0.965925826289068,0.25881904510252,0,23.9,0,0
TEMP_R000195,C022,S03,195,91,31.5,38.2,6.0,21,reference_stratum_1,ear_status_2,0.85,23,28,32.9,32.9,9,-1.4,-3,-0.707106781186548,0.707106781186547,0,25.5,0,1
TEMP_R000196,C022,S03,196,225,31.5,38.2,6.0,21,reference_stratum_1,ear_status_2,0.85,24,28,31.5,32.9,6,0,0,-0.707106781186548,0.707106781186547,0,25.5,0,1
TEMP_R000197,C022,S03,197,92,31.1,38.2,5.4,22,reference_stratum_1,ear_status_2,0.85,25,28,31.5,31.5,6,-0.399999999999999,-0.6,-0.5,0.866025403784438,0,25.7,0,1
TEMP_R000198,C022,S03,198,226,31.1,38.2,5.4,22,reference_stratum_1,ear_status_2,0.85,26,28,31.1,31.5,5.4,0,0,-0.5,0.866025403784438,0,25.7,0,1
TEMP_R000199,C022,S03,199,93,32.1,38.5,5.5,23,reference_stratum_1,ear_status_2,0.85,27,28,31.1,31.1,5.4,1,0.0999999999999996,-0.258819045102522,0.965925826289068,0,26.6,0,1
TEMP_R000200,C022,S03,200,227,32.1,38.5,5.5,23,reference_stratum_1,ear_status_2,0.85,28,28,32.1,31.1,5.5,0,0,-0.258819045102522,0.965925826289068,0,26.6,0,1
TEMP_R000201,C014,S03,201,94,28.2,38.5,5.4,0,reference_stratum_1,ear_status_2,0.85,1,26,28.2,28.2,5.4,0,0,0,1,0,22.8,0,1
TEMP_R000202,C014,S03,202,228,28.2,38.5,5.4,0,reference_stratum_1,ear_status_2,0.85,2,26,28.2,28.2,5.4,0,0,0,1,0,22.8,0,1
TEMP_R000203,C014,S03,203,95,30.4,38.5,5.0,11,reference_stratum_1,ear_status_2,0.85,3,26,28.2,28.2,5.4,2.2,-0.4,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000204,C014,S03,204,229,30.4,38.5,5.0,11,reference_stratum_1,ear_status_2,0.85,4,26,30.4,28.2,5,0,0,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000205,C014,S03,205,96,31.0,38.0,6.1,11,reference_stratum_1,ear_status_2,0.85,5,26,30.4,30.4,5,0.600000000000001,1.1,0.258819045102521,-0.965925826289068,0,24.9,0,0
TEMP_R000206,C014,S03,206,230,31.0,38.0,6.1,11,reference_stratum_1,ear_status_2,0.85,6,26,31,30.4,6.1,0,0,0.258819045102521,-0.965925826289068,0,24.9,0,0
TEMP_R000207,C014,S03,207,98,31.6,38.1,6.8,12,reference_stratum_1,ear_status_2,0.85,7,26,31,31,6.1,0.600000000000001,0.7,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000208,C014,S03,208,232,31.6,38.1,6.8,12,reference_stratum_1,ear_status_2,0.85,8,26,31.6,31,6.8,0,0,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000209,C014,S03,209,97,32.0,38.2,6.9,12,reference_stratum_1,ear_status_2,0.85,9,26,31.6,31.6,6.8,0.399999999999999,0.100000000000001,1.22460635382238e-16,-1,0,25.1,0,0
TEMP_R000210,C014,S03,210,231,32.0,38.2,6.9,12,reference_stratum_1,ear_status_2,0.85,10,26,32,31.6,6.9,0,0,1.22460635382238e-16,-1,0,25.1,0,0
TEMP_R000211,C014,S03,211,100,30.8,37.5,8.0,13,reference_stratum_1,ear_status_2,0.85,11,26,32,32,6.9,-1.2,1.1,-0.258819045102521,-0.965925826289068,0,22.8,0,0
TEMP_R000212,C014,S03,212,234,30.8,37.5,8.0,13,reference_stratum_1,ear_status_2,0.85,12,26,30.8,32,8,0,0,-0.258819045102521,-0.965925826289068,0,22.8,0,0
TEMP_R000213,C014,S03,213,99,32.7,38.1,9.3,13,reference_stratum_1,ear_status_2,0.85,13,26,30.8,30.8,8,1.9,1.3,-0.258819045102521,-0.965925826289068,0,23.4,0,0
TEMP_R000214,C014,S03,214,233,32.7,38.1,9.3,13,reference_stratum_1,ear_status_2,0.85,14,26,32.7,30.8,9.3,0,0,-0.258819045102521,-0.965925826289068,0,23.4,0,0
TEMP_R000215,C014,S03,215,101,33.2,38.0,8.8,14,reference_stratum_1,ear_status_2,0.85,15,26,32.7,32.7,9.3,0.5,-0.5,-0.5,-0.866025403784439,0,24.4,0,0
TEMP_R000216,C014,S03,216,235,33.2,38.0,8.8,14,reference_stratum_1,ear_status_2,0.85,16,26,33.2,32.7,8.8,0,0,-0.5,-0.866025403784439,0,24.4,0,0
TEMP_R000217,C014,S03,217,102,33.5,38.0,11.2,15,reference_stratum_1,ear_status_2,0.85,17,26,33.2,33.2,8.8,0.299999999999997,2.4,-0.707106781186547,-0.707106781186548,0,22.3,0,0
TEMP_R000218,C014,S03,218,236,33.5,38.0,11.2,15,reference_stratum_1,ear_status_2,0.85,18,26,33.5,33.2,11.2,0,0,-0.707106781186547,-0.707106781186548,0,22.3,0,0
TEMP_R000219,C014,S03,219,103,32.1,39.0,9.0,19,reference_stratum_1,ear_status_2,0.85,19,26,33.5,33.5,11.2,-1.4,-2.2,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000220,C014,S03,220,237,32.1,39.0,9.0,19,reference_stratum_1,ear_status_2,0.85,20,26,32.1,33.5,9,0,0,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000221,C014,S03,221,104,31.2,39.2,6.0,21,reference_stratum_1,ear_status_2,0.85,21,26,32.1,32.1,9,-0.900000000000002,-3,-0.707106781186548,0.707106781186547,0,25.2,0,1
TEMP_R000222,C014,S03,222,238,31.2,39.2,6.0,21,reference_stratum_1,ear_status_2,0.85,22,26,31.2,32.1,6,0,0,-0.707106781186548,0.707106781186547,0,25.2,0,1
TEMP_R000223,C014,S03,223,105,31.5,38.8,5.4,22,reference_stratum_1,ear_status_2,0.85,23,26,31.2,31.2,6,0.300000000000001,-0.6,-0.5,0.866025403784438,0,26.1,0,1
TEMP_R000224,C014,S03,224,239,31.5,38.8,5.4,22,reference_stratum_1,ear_status_2,0.85,24,26,31.5,31.2,5.4,0,0,-0.5,0.866025403784438,0,26.1,0,1
TEMP_R000225,C014,S03,225,106,31.0,38.4,5.5,23,reference_stratum_1,ear_status_2,0.85,25,26,31.5,31.5,5.4,-0.5,0.0999999999999996,-0.258819045102522,0.965925826289068,0,25.5,0,1
TEMP_R000226,C014,S03,226,240,31.0,38.4,5.5,23,reference_stratum_1,ear_status_2,0.85,26,26,31,31.5,5.5,0,0,-0.258819045102522,0.965925826289068,0,25.5,0,1
TEMP_R000227,C023,S03,227,107,30.7,38.3,5.4,0,reference_stratum_1,ear_status_2,0.85,1,28,30.7,30.7,5.4,0,0,0,1,0,25.3,0,1
TEMP_R000228,C023,S03,228,241,30.7,38.3,5.4,0,reference_stratum_1,ear_status_2,0.85,2,28,30.7,30.7,5.4,0,0,0,1,0,25.3,0,1
TEMP_R000229,C023,S03,229,108,30.4,38.3,5.0,11,reference_stratum_1,ear_status_2,0.85,3,28,30.7,30.7,5.4,-0.300000000000001,-0.4,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000230,C023,S03,230,242,30.4,38.3,5.0,11,reference_stratum_1,ear_status_2,0.85,4,28,30.4,30.7,5,0,0,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000231,C023,S03,231,109,32.6,39.4,6.1,11,reference_stratum_1,ear_status_2,0.85,5,28,30.4,30.4,5,2.2,1.1,0.258819045102521,-0.965925826289068,0,26.5,0,0
TEMP_R000232,C023,S03,232,243,32.6,39.4,6.1,11,reference_stratum_1,ear_status_2,0.85,6,28,32.6,30.4,6.1,0,0,0.258819045102521,-0.965925826289068,0,26.5,0,0
TEMP_R000233,C023,S03,233,110,31.7,39.2,6.9,12,reference_stratum_1,ear_status_2,0.85,7,28,32.6,32.6,6.1,-0.900000000000002,0.800000000000001,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000234,C023,S03,234,244,31.7,39.2,6.9,12,reference_stratum_1,ear_status_2,0.85,8,28,31.7,32.6,6.9,0,0,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000235,C023,S03,235,111,33.2,39.0,6.8,12,reference_stratum_1,ear_status_2,0.85,9,28,31.7,31.7,6.9,1.5,-0.100000000000001,1.22460635382238e-16,-1,0,26.4,0,0
TEMP_R000236,C023,S03,236,245,33.2,39.0,6.8,12,reference_stratum_1,ear_status_2,0.85,10,28,33.2,31.7,6.8,0,0,1.22460635382238e-16,-1,0,26.4,0,0
TEMP_R000237,C023,S03,237,112,32.8,38.8,9.3,13,reference_stratum_1,ear_status_2,0.85,11,28,33.2,33.2,6.8,-0.400000000000006,2.5,-0.258819045102521,-0.965925826289068,0,23.5,0,0
TEMP_R000238,C023,S03,238,246,32.8,38.8,9.3,13,reference_stratum_1,ear_status_2,0.85,12,28,32.8,33.2,9.3,0,0,-0.258819045102521,-0.965925826289068,0,23.5,0,0
TEMP_R000239,C023,S03,239,113,33.0,38.9,8.0,13,reference_stratum_1,ear_status_2,0.85,13,28,32.8,32.8,9.3,0.200000000000003,-1.3,-0.258819045102521,-0.965925826289068,0,25,0,0
TEMP_R000240,C023,S03,240,247,33.0,38.9,8.0,13,reference_stratum_1,ear_status_2,0.85,14,28,33,32.8,8,0,0,-0.258819045102521,-0.965925826289068,0,25,0,0
TEMP_R000241,C023,S03,241,114,33.7,38.6,8.8,14,reference_stratum_1,ear_status_2,0.85,15,28,33,33,8,0.700000000000003,0.800000000000001,-0.5,-0.866025403784439,0,24.9,0,0
TEMP_R000242,C023,S03,242,248,33.7,38.6,8.8,14,reference_stratum_1,ear_status_2,0.85,16,28,33.7,33,8.8,0,0,-0.5,-0.866025403784439,0,24.9,0,0
TEMP_R000243,C023,S03,243,115,32.4,39.1,11.2,15,reference_stratum_1,ear_status_2,0.85,17,28,33.7,33.7,8.8,-1.3,2.4,-0.707106781186547,-0.707106781186548,0,21.2,0,0
TEMP_R000244,C023,S03,244,249,32.4,39.1,11.2,15,reference_stratum_1,ear_status_2,0.85,18,28,32.4,33.7,11.2,0,0,-0.707106781186547,-0.707106781186548,0,21.2,0,0
TEMP_R000245,C023,S03,245,116,35.3,39.0,9.1,15,reference_stratum_1,ear_status_2,0.85,19,28,32.4,32.4,11.2,2.9,-2.1,-0.707106781186547,-0.707106781186548,0,26.2,0,0
TEMP_R000246,C023,S03,246,250,35.3,39.0,9.1,15,reference_stratum_1,ear_status_2,0.85,20,28,35.3,32.4,9.1,0,0,-0.707106781186547,-0.707106781186548,0,26.2,0,0
TEMP_R000247,C023,S03,247,117,32.1,39.1,9.0,19,reference_stratum_1,ear_status_2,0.85,21,28,35.3,35.3,9.1,-3.2,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000248,C023,S03,248,251,32.1,39.1,9.0,19,reference_stratum_1,ear_status_2,0.85,22,28,32.1,35.3,9,0,0,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000249,C023,S03,249,118,33.5,39.9,6.0,21,reference_stratum_1,ear_status_2,0.85,23,28,32.1,32.1,9,1.4,-3,-0.707106781186548,0.707106781186547,0,27.5,0,1
TEMP_R000250,C023,S03,250,252,33.5,39.9,6.0,21,reference_stratum_1,ear_status_2,0.85,24,28,33.5,32.1,6,0,0,-0.707106781186548,0.707106781186547,0,27.5,0,1
TEMP_R000251,C023,S03,251,119,33.8,39.4,5.4,22,reference_stratum_1,ear_status_2,0.85,25,28,33.5,33.5,6,0.299999999999997,-0.6,-0.5,0.866025403784438,0,28.4,0,1
TEMP_R000252,C023,S03,252,253,33.8,39.4,5.4,22,reference_stratum_1,ear_status_2,0.85,26,28,33.8,33.5,5.4,0,0,-0.5,0.866025403784438,0,28.4,0,1
TEMP_R000253,C023,S03,253,120,33.3,39.3,5.5,23,reference_stratum_1,ear_status_2,0.85,27,28,33.8,33.8,5.4,-0.5,0.0999999999999996,-0.258819045102522,0.965925826289068,0,27.8,0,1
TEMP_R000254,C023,S03,254,254,33.3,39.3,5.5,23,reference_stratum_1,ear_status_2,0.85,28,28,33.3,33.8,5.5,0,0,-0.258819045102522,0.965925826289068,0,27.8,0,1
TEMP_R000272,C011,S03,272,272,28.2,38.1,13.1,11,reference_stratum_1,ear_status_2,0.85,1,9,28.2,28.2,13.1,0,0,0.258819045102521,-0.965925826289068,0,15.1,0,0
TEMP_R000273,C011,S03,273,273,30.2,38.0,16.0,12,reference_stratum_1,ear_status_2,0.85,2,9,28.2,28.2,13.1,2,2.9,1.22460635382238e-16,-1,0,14.2,0,0
TEMP_R000274,C011,S03,274,274,30.8,37.9,18.3,13,reference_stratum_1,ear_status_2,0.85,3,9,30.2,28.2,16,0.600000000000001,2.3,-0.258819045102521,-0.965925826289068,0.0176470588235295,12.5,0,0
TEMP_R000275,C011,S03,275,275,31.9,38.1,20.8,14,reference_stratum_1,ear_status_2,0.85,4,9,30.8,30.2,18.3,1.1,2.5,-0.5,-0.866025403784439,0.164705882352941,11.1,0,0
TEMP_R000276,C011,S03,276,276,32.6,38.1,22.0,15,reference_stratum_1,ear_status_2,0.85,5,9,31.9,30.8,20.8,0.700000000000003,1.2,-0.707106781186547,-0.707106781186548,0.235294117647059,10.6,0,0
TEMP_R000277,C011,S03,277,277,30.2,38.4,13.4,21,reference_stratum_1,ear_status_2,0.85,6,9,32.6,31.9,22,-2.4,-8.6,-0.707106781186548,0.707106781186547,0,16.8,0,1
TEMP_R000278,C011,S03,278,278,30.7,39.1,11.8,22,reference_stratum_1,ear_status_2,0.85,7,9,30.2,32.6,13.4,0.5,-1.6,-0.5,0.866025403784438,0,18.9,0,1
TEMP_R000279,C011,S03,279,279,30.6,38.2,10.9,23,reference_stratum_1,ear_status_2,0.85,8,9,30.7,30.2,11.8,-0.0999999999999979,-0.9,-0.258819045102522,0.965925826289068,0,19.7,0,1
TEMP_R000280,C011,S03,280,280,29.6,38.1,10.9,24,reference_stratum_1,ear_status_2,0.85,9,9,30.6,30.7,10.9,-1,0,-2.44921270764475e-16,1,0,18.7,0,1
TEMP_R000281,C004,S04,281,41,31.4,39.0,5.4,0,reference_stratum_1,ear_status_1,0.8,1,12,31.4,31.4,5.4,0,0,0,1,0,26,0,1
TEMP_R000282,C004,S04,282,101,33.3,38.8,6.1,11,reference_stratum_1,ear_status_1,0.8,2,12,31.4,31.4,5.4,1.9,0.699999999999999,0.258819045102521,-0.965925826289068,0,27.2,0,0
TEMP_R000283,C004,S04,283,61,31.8,38.7,6.9,12,reference_stratum_1,ear_status_1,0.8,3,12,33.3,31.4,6.1,-1.5,0.800000000000001,1.22460635382238e-16,-1,0,24.9,0,0
TEMP_R000284,C004,S04,284,111,33.6,38.4,6.8,12,reference_stratum_1,ear_status_1,0.8,4,12,31.8,33.3,6.9,1.8,-0.100000000000001,1.22460635382238e-16,-1,0,26.8,0,0
TEMP_R000285,C004,S04,285,71,33.3,38.5,9.3,13,reference_stratum_1,ear_status_1,0.8,5,12,33.6,31.8,6.8,-0.300000000000004,2.5,-0.258819045102521,-0.965925826289068,0,24,0,0
TEMP_R000286,C004,S04,286,121,33.6,38.4,8.0,13,reference_stratum_1,ear_status_1,0.8,6,12,33.3,33.6,9.3,0.300000000000004,-1.3,-0.258819045102521,-0.965925826289068,0,25.6,0,0
TEMP_R000287,C004,S04,287,81,33.1,38.5,11.2,14,reference_stratum_1,ear_status_1,0.8,7,12,33.6,33.3,8,-0.5,3.2,-0.5,-0.866025403784439,0,21.9,0,0
TEMP_R000288,C004,S04,288,91,33.9,38.3,11.2,15,reference_stratum_1,ear_status_1,0.8,8,12,33.1,33.6,11.2,0.799999999999997,0,-0.707106781186547,-0.707106781186548,0,22.7,0,0
TEMP_R000289,C004,S04,289,131,36.4,38.5,9.1,15,reference_stratum_1,ear_status_1,0.8,9,12,33.9,33.1,11.2,2.5,-2.1,-0.707106781186547,-0.707106781186548,0,27.3,0,0
TEMP_R000290,C004,S04,290,1,32.0,39.0,9.0,19,reference_stratum_1,ear_status_1,0.8,10,12,36.4,33.9,9.1,-4.4,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23,0,0
TEMP_R000291,C004,S04,291,11,32.0,38.6,6.0,21,reference_stratum_1,ear_status_1,0.8,11,12,32,36.4,9,0,-3,-0.707106781186548,0.707106781186547,0,26,0,1
