RecordID,CowKey,Source,RowID,SourceRowID,EarTemperature_C,CoreReferenceTemperature_C,AmbientTemperature_C,MeasurementTime_hour,SourceType,EarStatus,SourceWeight,SeqInCowSource,CowSourceN,EarLag1_C,EarLag2_C,AmbientLag1_C,EarDelta1_C,AmbientDelta1_C,TimeSin,TimeCos,ThermalLoad,EarAirGap_C,HotFlag,NightFlag
TEMP_R000292,C004,S04,292,31,33.7,38.0,5.5,23,reference_stratum_1,ear_status_1,0.8,12,12,32,32,6,1.7,-0.5,-0.258819045102522,0.965925826289068,0,28.2,0,1
TEMP_R000293,C028,S04,293,42,32.9,38.2,5.4,0,reference_stratum_1,ear_status_1,0.8,1,13,32.9,32.9,5.4,0,0,0,1,0,27.5,0,1
TEMP_R000294,C028,S04,294,92,30.8,39.5,6.1,11,reference_stratum_1,ear_status_1,0.8,2,13,32.9,32.9,5.4,-2.1,0.699999999999999,0.258819045102521,-0.965925826289068,0,24.7,0,0
TEMP_R000295,C028,S04,295,52,33.1,39.1,5.0,11,reference_stratum_1,ear_status_1,0.8,3,13,30.8,32.9,6.1,2.3,-1.1,0.258819045102521,-0.965925826289068,0,28.1,0,0
TEMP_R000296,C028,S04,296,62,34.2,38.5,6.9,12,reference_stratum_1,ear_status_1,0.8,4,13,33.1,30.8,5,1.1,1.9,1.22460635382238e-16,-1,0,27.3,0,0
TEMP_R000297,C028,S04,297,102,36.2,39.3,6.8,12,reference_stratum_1,ear_status_1,0.8,5,13,34.2,33.1,6.9,2,-0.100000000000001,1.22460635382238e-16,-1,0,29.4,0,0
TEMP_R000298,C028,S04,298,112,32.8,39.2,8.0,13,reference_stratum_1,ear_status_1,0.8,6,13,36.2,34.2,6.8,-3.40000000000001,1.2,-0.258819045102521,-0.965925826289068,0,24.8,0,0
TEMP_R000299,C028,S04,299,72,33.9,38.8,9.3,13,reference_stratum_1,ear_status_1,0.8,7,13,32.8,36.2,8,1.1,1.3,-0.258819045102521,-0.965925826289068,0,24.6,0,0
TEMP_R000300,C028,S04,300,122,36.2,39.0,8.8,14,reference_stratum_1,ear_status_1,0.8,8,13,33.9,32.8,9.3,2.3,-0.5,-0.5,-0.866025403784439,0,27.4,0,0
TEMP_R000301,C028,S04,301,132,36.0,38.9,9.1,15,reference_stratum_1,ear_status_1,0.8,9,13,36.2,33.9,8.8,-0.200000000000003,0.299999999999999,-0.707106781186547,-0.707106781186548,0,26.9,0,0
TEMP_R000302,C028,S04,302,2,33.7,40.0,9.0,19,reference_stratum_1,ear_status_1,0.8,10,13,36,36.2,9.1,-2.3,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,24.7,0,0
TEMP_R000303,C028,S04,303,12,32.6,39.7,6.0,21,reference_stratum_1,ear_status_1,0.8,11,13,33.7,36,9,-1.1,-3,-0.707106781186548,0.707106781186547,0,26.6,0,1
TEMP_R000304,C028,S04,304,22,33.2,39.6,5.4,22,reference_stratum_1,ear_status_1,0.8,12,13,32.6,33.7,6,0.600000000000001,-0.6,-0.5,0.866025403784438,0,27.8,0,1
TEMP_R000305,C028,S04,305,32,33.5,39.2,5.5,23,reference_stratum_1,ear_status_1,0.8,13,13,33.2,32.6,5.4,0.299999999999997,0.0999999999999996,-0.258819045102522,0.965925826289068,0,28,0,1
TEMP_R000306,C008,S04,306,43,31.8,38.1,5.4,0,reference_stratum_1,ear_status_1,0.8,1,12,31.8,31.8,5.4,0,0,0,1,0,26.4,0,1
TEMP_R000307,C008,S04,307,93,35.7,38.1,6.1,11,reference_stratum_1,ear_status_1,0.8,2,12,31.8,31.8,5.4,3.9,0.699999999999999,0.258819045102521,-0.965925826289068,0,29.6,0,0
TEMP_R000308,C008,S04,308,63,32.9,38.0,6.9,12,reference_stratum_1,ear_status_1,0.8,3,12,35.7,31.8,6.1,-2.8,0.800000000000001,1.22460635382238e-16,-1,0,26,0,0
TEMP_R000309,C008,S04,309,103,33.1,38.2,6.8,12,reference_stratum_1,ear_status_1,0.8,4,12,32.9,35.7,6.9,0.200000000000003,-0.100000000000001,1.22460635382238e-16,-1,0,26.3,0,0
TEMP_R000310,C008,S04,310,73,33.2,38.1,9.3,13,reference_stratum_1,ear_status_1,0.8,5,12,33.1,32.9,6.8,0.100000000000001,2.5,-0.258819045102521,-0.965925826289068,0,23.9,0,0
TEMP_R000311,C008,S04,311,113,36.3,38.5,8.0,13,reference_stratum_1,ear_status_1,0.8,6,12,33.2,33.1,9.3,3.09999999999999,-1.3,-0.258819045102521,-0.965925826289068,0,28.3,0,0
TEMP_R000312,C008,S04,312,123,33.6,38.5,8.8,14,reference_stratum_1,ear_status_1,0.8,7,12,36.3,33.2,8,-2.7,0.800000000000001,-0.5,-0.866025403784439,0,24.8,0,0
TEMP_R000313,C008,S04,313,83,35.0,38.5,11.2,15,reference_stratum_1,ear_status_1,0.8,8,12,33.6,36.3,8.8,1.4,2.4,-0.707106781186547,-0.707106781186548,0,23.8,0,0
TEMP_R000314,C008,S04,314,3,33.2,38.5,9.0,19,reference_stratum_1,ear_status_1,0.8,9,12,35,33.6,11.2,-1.8,-2.2,-0.965925826289068,0.25881904510252,0,24.2,0,0
TEMP_R000315,C008,S04,315,13,31.3,38.4,6.0,21,reference_stratum_1,ear_status_1,0.8,10,12,33.2,35,9,-1.9,-3,-0.707106781186548,0.707106781186547,0,25.3,0,1
TEMP_R000316,C008,S04,316,23,32.1,38.4,5.4,22,reference_stratum_1,ear_status_1,0.8,11,12,31.3,33.2,6,0.800000000000001,-0.6,-0.5,0.866025403784438,0,26.7,0,1
TEMP_R000317,C008,S04,317,33,32.2,38.9,5.5,23,reference_stratum_1,ear_status_1,0.8,12,12,32.1,31.3,5.4,0.100000000000001,0.0999999999999996,-0.258819045102522,0.965925826289068,0,26.7,0,1
TEMP_R000318,C030,S04,318,44,29.8,38.0,5.4,0,reference_stratum_1,ear_status_1,0.8,1,14,29.8,29.8,5.4,0,0,0,1,0,24.4,0,1
TEMP_R000319,C030,S04,319,54,26.6,38.9,5.0,11,reference_stratum_1,ear_status_1,0.8,2,14,29.8,29.8,5.4,-3.2,-0.4,0.258819045102521,-0.965925826289068,0,21.6,0,0
TEMP_R000320,C030,S04,320,94,33.1,39.2,6.1,11,reference_stratum_1,ear_status_1,0.8,3,14,26.6,29.8,5,6.5,1.1,0.258819045102521,-0.965925826289068,0,27,0,0
TEMP_R000321,C030,S04,321,64,31.3,38.3,6.9,12,reference_stratum_1,ear_status_1,0.8,4,14,33.1,26.6,6.1,-1.8,0.800000000000001,1.22460635382238e-16,-1,0,24.4,0,0
TEMP_R000322,C030,S04,322,104,31.9,38.0,6.8,12,reference_stratum_1,ear_status_1,0.8,5,14,31.3,33.1,6.9,0.599999999999998,-0.100000000000001,1.22460635382238e-16,-1,0,25.1,0,0
TEMP_R000323,C030,S04,323,74,31.6,38.0,9.3,13,reference_stratum_1,ear_status_1,0.8,6,14,31.9,31.3,6.8,-0.299999999999997,2.5,-0.258819045102521,-0.965925826289068,0,22.3,0,0
TEMP_R000324,C030,S04,324,114,33.3,38.2,8.0,13,reference_stratum_1,ear_status_1,0.8,7,14,31.6,31.9,9.3,1.7,-1.3,-0.258819045102521,-0.965925826289068,0,25.3,0,0
TEMP_R000325,C030,S04,325,124,31.8,38.0,8.8,14,reference_stratum_1,ear_status_1,0.8,8,14,33.3,31.6,8,-1.5,0.800000000000001,-0.5,-0.866025403784439,0,23,0,0
TEMP_R000326,C030,S04,326,134,32.0,38.4,9.1,15,reference_stratum_1,ear_status_1,0.8,9,14,31.8,33.3,8.8,0.199999999999999,0.299999999999999,-0.707106781186547,-0.707106781186548,0,22.9,0,0
TEMP_R000327,C030,S04,327,84,33.9,38.1,11.2,15,reference_stratum_1,ear_status_1,0.8,10,14,32,31.8,9.1,1.9,2.1,-0.707106781186547,-0.707106781186548,0,22.7,0,0
TEMP_R000328,C030,S04,328,4,30.5,38.2,9.0,19,reference_stratum_1,ear_status_1,0.8,11,14,33.9,32,11.2,-3.4,-2.2,-0.965925826289068,0.25881904510252,0,21.5,0,0
TEMP_R000329,C030,S04,329,14,29.6,38.3,6.0,21,reference_stratum_1,ear_status_1,0.8,12,14,30.5,33.9,9,-0.899999999999999,-3,-0.707106781186548,0.707106781186547,0,23.6,0,1
TEMP_R000330,C030,S04,330,24,30.6,38.1,5.4,22,reference_stratum_1,ear_status_1,0.8,13,14,29.6,30.5,6,1,-0.6,-0.5,0.866025403784438,0,25.2,0,1
TEMP_R000331,C030,S04,331,34,30.5,38.1,5.5,23,reference_stratum_1,ear_status_1,0.8,14,14,30.6,29.6,5.4,-0.100000000000001,0.0999999999999996,-0.258819045102522,0.965925826289068,0,25,0,1
TEMP_R000332,C018,S04,332,45,29.5,38.9,5.4,0,reference_stratum_1,ear_status_1,0.8,1,12,29.5,29.5,5.4,0,0,0,1,0,24.1,0,1
TEMP_R000333,C018,S04,333,95,30.9,41.5,6.1,11,reference_stratum_1,ear_status_1,0.8,2,12,29.5,29.5,5.4,1.4,0.699999999999999,0.258819045102521,-0.965925826289068,0,24.8,0,0
TEMP_R000334,C018,S04,334,55,31.5,38.7,5.0,11,reference_stratum_1,ear_status_1,0.8,3,12,30.9,29.5,6.1,0.600000000000001,-1.1,0.258819045102521,-0.965925826289068,0,26.5,0,0
TEMP_R000335,C018,S04,335,65,31.9,38.5,6.9,12,reference_stratum_1,ear_status_1,0.8,4,12,31.5,30.9,5,0.399999999999999,1.9,1.22460635382238e-16,-1,0,25,0,0
TEMP_R000336,C018,S04,336,115,31.1,38.6,8.0,13,reference_stratum_1,ear_status_1,0.8,5,12,31.9,31.5,6.9,-0.799999999999997,1.1,-0.258819045102521,-0.965925826289068,0,23.1,0,0
TEMP_R000337,C018,S04,337,75,32.8,38.5,9.3,13,reference_stratum_1,ear_status_1,0.8,6,12,31.1,31.9,8,1.7,1.3,-0.258819045102521,-0.965925826289068,0,23.5,0,0
TEMP_R000338,C018,S04,338,125,33.8,38.6,8.8,14,reference_stratum_1,ear_status_1,0.8,7,12,32.8,31.1,9.3,1,-0.5,-0.5,-0.866025403784439,0,25,0,0
TEMP_R000339,C018,S04,339,85,30.7,38.5,11.2,15,reference_stratum_1,ear_status_1,0.8,8,12,33.8,32.8,8.8,-3.1,2.4,-0.707106781186547,-0.707106781186548,0,19.5,0,0
TEMP_R000340,C018,S04,340,135,33.9,38.5,9.1,15,reference_stratum_1,ear_status_1,0.8,9,12,30.7,33.8,11.2,3.2,-2.1,-0.707106781186547,-0.707106781186548,0,24.8,0,0
TEMP_R000341,C018,S04,341,5,32.3,39.1,9.0,19,reference_stratum_1,ear_status_1,0.8,10,12,33.9,30.7,9.1,-1.6,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23.3,0,0
TEMP_R000342,C018,S04,342,15,32.5,39.1,6.0,21,reference_stratum_1,ear_status_1,0.8,11,12,32.3,33.9,9,0.200000000000003,-3,-0.707106781186548,0.707106781186547,0,26.5,0,1
TEMP_R000343,C018,S04,343,35,32.7,38.2,5.5,23,reference_stratum_1,ear_status_1,0.8,12,12,32.5,32.3,6,0.200000000000003,-0.5,-0.258819045102522,0.965925826289068,0,27.2,0,1
TEMP_R000351,C025,S04,351,47,28.7,38.9,5.4,0,reference_stratum_1,ear_status_1,0.8,1,9,28.7,28.7,5.4,0,0,0,1,0,23.3,0,1
TEMP_R000352,C025,S04,352,97,31.8,39.2,6.1,11,reference_stratum_1,ear_status_1,0.8,2,9,28.7,28.7,5.4,3.1,0.699999999999999,0.258819045102521,-0.965925826289068,0,25.7,0,0
TEMP_R000353,C025,S04,353,67,32.2,38.0,6.9,12,reference_stratum_1,ear_status_1,0.8,3,9,31.8,28.7,6.1,0.400000000000002,0.800000000000001,1.22460635382238e-16,-1,0,25.3,0,0
TEMP_R000354,C025,S04,354,77,31.9,38.1,9.3,13,reference_stratum_1,ear_status_1,0.8,4,9,32.2,31.8,6.9,-0.300000000000004,2.4,-0.258819045102521,-0.965925826289068,0,22.6,0,0
TEMP_R000355,C025,S04,355,127,33.0,38.3,8.8,14,reference_stratum_1,ear_status_1,0.8,5,9,31.9,32.2,9.3,1.1,-0.5,-0.5,-0.866025403784439,0,24.2,0,0
TEMP_R000356,C025,S04,356,137,33.2,38.7,9.1,15,reference_stratum_1,ear_status_1,0.8,6,9,33,31.9,8.8,0.200000000000003,0.299999999999999,-0.707106781186547,-0.707106781186548,0,24.1,0,0
TEMP_R000357,C025,S04,357,7,32.1,39.4,9.0,19,reference_stratum_1,ear_status_1,0.8,7,9,33.2,33,9.1,-1.1,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000358,C025,S04,358,17,31.1,38.6,6.0,21,reference_stratum_1,ear_status_1,0.8,8,9,32.1,33.2,9,-1,-3,-0.707106781186548,0.707106781186547,0,25.1,0,1
TEMP_R000359,C025,S04,359,37,31.8,38.8,5.5,23,reference_stratum_1,ear_status_1,0.8,9,9,31.1,32.1,6,0.699999999999999,-0.5,-0.258819045102522,0.965925826289068,0,26.3,0,1
TEMP_R000360,C010,S04,360,48,25.4,38.1,5.4,0,reference_stratum_1,ear_status_1,0.8,1,14,25.4,25.4,5.4,0,0,0,1,0,20,0,1
TEMP_R000361,C010,S04,361,58,25.3,38.3,5.0,11,reference_stratum_1,ear_status_1,0.8,2,14,25.4,25.4,5.4,-0.0999999999999979,-0.4,0.258819045102521,-0.965925826289068,0,20.3,0,0
TEMP_R000362,C010,S04,362,98,32.2,38.1,6.1,11,reference_stratum_1,ear_status_1,0.8,3,14,25.3,25.4,5,6.9,1.1,0.258819045102521,-0.965925826289068,0,26.1,0,0
TEMP_R000363,C010,S04,363,68,29.7,38.1,6.9,12,reference_stratum_1,ear_status_1,0.8,4,14,32.2,25.3,6.1,-2.5,0.800000000000001,1.22460635382238e-16,-1,0,22.8,0,0
TEMP_R000364,C010,S04,364,108,32.8,38.7,6.8,12,reference_stratum_1,ear_status_1,0.8,5,14,29.7,32.2,6.9,3.1,-0.100000000000001,1.22460635382238e-16,-1,0,26,0,0
TEMP_R000365,C010,S04,365,78,31.3,38.2,9.3,13,reference_stratum_1,ear_status_1,0.8,6,14,32.8,29.7,6.8,-1.5,2.5,-0.258819045102521,-0.965925826289068,0,22,0,0
TEMP_R000366,C010,S04,366,118,32.5,38.7,8.0,13,reference_stratum_1,ear_status_1,0.8,7,14,31.3,32.8,9.3,1.2,-1.3,-0.258819045102521,-0.965925826289068,0,24.5,0,0
TEMP_R000367,C010,S04,367,128,31.2,39.0,8.8,14,reference_stratum_1,ear_status_1,0.8,8,14,32.5,31.3,8,-1.3,0.800000000000001,-0.5,-0.866025403784439,0,22.4,0,0
TEMP_R000368,C010,S04,368,138,32.3,39.5,9.1,15,reference_stratum_1,ear_status_1,0.8,9,14,31.2,32.5,8.8,1.1,0.299999999999999,-0.707106781186547,-0.707106781186548,0,23.2,0,0
TEMP_R000369,C010,S04,369,88,33.3,38.0,11.2,15,reference_stratum_1,ear_status_1,0.8,10,14,32.3,31.2,9.1,1,2.1,-0.707106781186547,-0.707106781186548,0,22.1,0,0
TEMP_R000370,C010,S04,370,8,32.9,38.3,9.0,19,reference_stratum_1,ear_status_1,0.8,11,14,33.3,32.3,11.2,-0.399999999999999,-2.2,-0.965925826289068,0.25881904510252,0,23.9,0,0
TEMP_R000371,C010,S04,371,18,31.5,38.2,6.0,21,reference_stratum_1,ear_status_1,0.8,12,14,32.9,33.3,9,-1.4,-3,-0.707106781186548,0.707106781186547,0,25.5,0,1
TEMP_R000372,C010,S04,372,28,31.1,38.2,5.4,22,reference_stratum_1,ear_status_1,0.8,13,14,31.5,32.9,6,-0.399999999999999,-0.6,-0.5,0.866025403784438,0,25.7,0,1
TEMP_R000373,C010,S04,373,38,32.1,38.5,5.5,23,reference_stratum_1,ear_status_1,0.8,14,14,31.1,31.5,5.4,1,0.0999999999999996,-0.258819045102522,0.965925826289068,0,26.6,0,1
TEMP_R000374,C019,S04,374,49,28.2,38.5,5.4,0,reference_stratum_1,ear_status_1,0.8,1,13,28.2,28.2,5.4,0,0,0,1,0,22.8,0,1
TEMP_R000375,C019,S04,375,59,30.4,38.5,5.0,11,reference_stratum_1,ear_status_1,0.8,2,13,28.2,28.2,5.4,2.2,-0.4,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000376,C019,S04,376,99,31.0,38.0,6.1,11,reference_stratum_1,ear_status_1,0.8,3,13,30.4,28.2,5,0.600000000000001,1.1,0.258819045102521,-0.965925826289068,0,24.9,0,0
TEMP_R000377,C019,S04,377,109,31.6,38.1,6.8,12,reference_stratum_1,ear_status_1,0.8,4,13,31,30.4,6.1,0.600000000000001,0.7,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000378,C019,S04,378,69,32.0,38.2,6.9,12,reference_stratum_1,ear_status_1,0.8,5,13,31.6,31,6.8,0.399999999999999,0.100000000000001,1.22460635382238e-16,-1,0,25.1,0,0
TEMP_R000379,C019,S04,379,119,30.8,37.5,8.0,13,reference_stratum_1,ear_status_1,0.8,6,13,32,31.6,6.9,-1.2,1.1,-0.258819045102521,-0.965925826289068,0,22.8,0,0
TEMP_R000380,C019,S04,380,79,32.7,38.1,9.3,13,reference_stratum_1,ear_status_1,0.8,7,13,30.8,32,8,1.9,1.3,-0.258819045102521,-0.965925826289068,0,23.4,0,0
TEMP_R000381,C019,S04,381,129,33.2,38.0,8.8,14,reference_stratum_1,ear_status_1,0.8,8,13,32.7,30.8,9.3,0.5,-0.5,-0.5,-0.866025403784439,0,24.4,0,0
TEMP_R000382,C019,S04,382,89,33.5,38.0,11.2,15,reference_stratum_1,ear_status_1,0.8,9,13,33.2,32.7,8.8,0.299999999999997,2.4,-0.707106781186547,-0.707106781186548,0,22.3,0,0
TEMP_R000383,C019,S04,383,9,32.1,39.0,9.0,19,reference_stratum_1,ear_status_1,0.8,10,13,33.5,33.2,11.2,-1.4,-2.2,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000384,C019,S04,384,19,31.2,39.2,6.0,21,reference_stratum_1,ear_status_1,0.8,11,13,32.1,33.5,9,-0.900000000000002,-3,-0.707106781186548,0.707106781186547,0,25.2,0,1
TEMP_R000385,C019,S04,385,29,31.5,38.8,5.4,22,reference_stratum_1,ear_status_1,0.8,12,13,31.2,32.1,6,0.300000000000001,-0.6,-0.5,0.866025403784438,0,26.1,0,1
TEMP_R000386,C019,S04,386,39,31.0,38.4,5.5,23,reference_stratum_1,ear_status_1,0.8,13,13,31.5,31.2,5.4,-0.5,0.0999999999999996,-0.258819045102522,0.965925826289068,0,25.5,0,1
TEMP_R000387,C005,S04,387,50,30.7,38.3,5.4,0,reference_stratum_1,ear_status_1,0.8,1,14,30.7,30.7,5.4,0,0,0,1,0,25.3,0,1
TEMP_R000388,C005,S04,388,60,30.4,38.3,5.0,11,reference_stratum_1,ear_status_1,0.8,2,14,30.7,30.7,5.4,-0.300000000000001,-0.4,0.258819045102521,-0.965925826289068,0,25.4,0,0
TEMP_R000389,C005,S04,389,100,32.6,39.4,6.1,11,reference_stratum_1,ear_status_1,0.8,3,14,30.4,30.7,5,2.2,1.1,0.258819045102521,-0.965925826289068,0,26.5,0,0
TEMP_R000390,C005,S04,390,70,31.7,39.2,6.9,12,reference_stratum_1,ear_status_1,0.8,4,14,32.6,30.4,6.1,-0.900000000000002,0.800000000000001,1.22460635382238e-16,-1,0,24.8,0,0
TEMP_R000391,C005,S04,391,110,33.2,39.0,6.8,12,reference_stratum_1,ear_status_1,0.8,5,14,31.7,32.6,6.9,1.5,-0.100000000000001,1.22460635382238e-16,-1,0,26.4,0,0
TEMP_R000392,C005,S04,392,80,32.8,38.8,9.3,13,reference_stratum_1,ear_status_1,0.8,6,14,33.2,31.7,6.8,-0.400000000000006,2.5,-0.258819045102521,-0.965925826289068,0,23.5,0,0
TEMP_R000393,C005,S04,393,120,33.0,38.9,8.0,13,reference_stratum_1,ear_status_1,0.8,7,14,32.8,33.2,9.3,0.200000000000003,-1.3,-0.258819045102521,-0.965925826289068,0,25,0,0
TEMP_R000394,C005,S04,394,130,33.7,38.6,8.8,14,reference_stratum_1,ear_status_1,0.8,8,14,33,32.8,8,0.700000000000003,0.800000000000001,-0.5,-0.866025403784439,0,24.9,0,0
TEMP_R000395,C005,S04,395,90,32.4,39.1,11.2,15,reference_stratum_1,ear_status_1,0.8,9,14,33.7,33,8.8,-1.3,2.4,-0.707106781186547,-0.707106781186548,0,21.2,0,0
TEMP_R000396,C005,S04,396,140,35.3,39.0,9.1,15,reference_stratum_1,ear_status_1,0.8,10,14,32.4,33.7,11.2,2.9,-2.1,-0.707106781186547,-0.707106781186548,0,26.2,0,0
TEMP_R000397,C005,S04,397,10,32.1,39.1,9.0,19,reference_stratum_1,ear_status_1,0.8,11,14,35.3,32.4,9.1,-3.2,-0.0999999999999996,-0.965925826289068,0.25881904510252,0,23.1,0,0
TEMP_R000398,C005,S04,398,20,33.5,39.9,6.0,21,reference_stratum_1,ear_status_1,0.8,12,14,32.1,35.3,9,1.4,-3,-0.707106781186548,0.707106781186547,0,27.5,0,1
TEMP_R000399,C005,S04,399,30,33.8,39.4,5.4,22,reference_stratum_1,ear_status_1,0.8,13,14,33.5,32.1,6,0.299999999999997,-0.6,-0.5,0.866025403784438,0,28.4,0,1
TEMP_R000400,C005,S04,400,40,33.3,39.3,5.5,23,reference_stratum_1,ear_status_1,0.8,14,14,33.8,33.5,5.4,-0.5,0.0999999999999996,-0.258819045102522,0.965925826289068,0,27.8,0,1
TEMP_R000997,C017,S01,997,4,34.4,40.1,30.1,1,reference_stratum_2,ear_status_1,1,1,16,34.4,34.4,30.1,0,0,0.258819045102521,0.965925826289068,0.711764705882353,4.3,1,1
TEMP_R000998,C017,S01,998,39,31.5,38.9,30.0,12,reference_stratum_2,ear_status_1,1,2,16,34.4,34.4,30.1,-2.9,-0.100000000000001,1.22460635382238e-16,-1,0.705882352941177,1.5,1,0
TEMP_R000999,C017,S01,999,84,38.1,39.4,37.8,13,reference_stratum_2,ear_status_1,1,3,16,31.5,34.4,30,6.6,7.8,-0.258819045102521,-0.965925826289068,1,0.300000000000004,1,0
TEMP_R001000,C017,S01,1000,40,36.1,39.2,33.9,14,reference_stratum_2,ear_status_1,1,4,16,38.1,31.5,37.8,-2,-3.9,-0.5,-0.866025403784439,0.935294117647059,2.2,1,0
TEMP_R001001,C017,S01,1001,85,38.2,39.0,37.7,15,reference_stratum_2,ear_status_1,1,5,16,36.1,38.1,33.9,2.1,3.8,-0.707106781186547,-0.707106781186548,1,0.5,1,0
TEMP_R001002,C017,S01,1002,124,36.6,39.3,34.5,18,reference_stratum_2,ear_status_1,1,6,16,38.2,36.1,37.7,-1.6,-3.2,-1,-1.83690953073357e-16,0.970588235294118,2.1,1,0
TEMP_R001003,C017,S01,1003,77,35.9,39.1,33.0,19,reference_stratum_2,ear_status_1,1,7,16,36.6,38.2,34.5,-0.700000000000003,-1.5,-0.965925826289068,0.25881904510252,0.882352941176471,2.9,1,0
TEMP_R001004,C017,S01,1004,125,36.7,39.6,34.5,19,reference_stratum_2,ear_status_1,1,8,16,35.9,36.6,33,0.800000000000004,1.5,-0.965925826289068,0.25881904510252,0.970588235294118,2.2,1,0
TEMP_R001005,C017,S01,1005,126,36.7,39.4,34.4,20,reference_stratum_2,ear_status_1,1,9,16,36.7,35.9,34.5,0,-0.100000000000001,-0.866025403784439,0.5,0.964705882352941,2.3,1,1
TEMP_R001006,C017,S01,1006,1,35.5,39.9,33.1,21,reference_stratum_2,ear_status_1,1,10,16,36.7,36.7,34.4,-1.2,-1.3,-0.707106781186548,0.707106781186547,0.888235294117647,2.4,1,1
TEMP_R001007,C017,S01,1007,127,36.0,39.3,32.9,21,reference_stratum_2,ear_status_1,1,11,16,35.5,36.7,33.1,0.5,-0.200000000000003,-0.707106781186548,0.707106781186547,0.876470588235294,3.1,1,1
TEMP_R001008,C017,S01,1008,78,36.6,39.4,33.9,21,reference_stratum_2,ear_status_1,1,12,16,36,35.5,32.9,0.600000000000001,1,-0.707106781186548,0.707106781186547,0.935294117647059,2.7,1,1
TEMP_R001009,C017,S01,1009,2,35.3,40.0,32.3,22,reference_stratum_2,ear_status_1,1,13,16,36.6,36,33.9,-1.3,-1.6,-0.5,0.866025403784438,0.841176470588235,3,1,1
TEMP_R001010,C017,S01,1010,79,36.2,39.5,32.9,22,reference_stratum_2,ear_status_1,1,14,16,35.3,36.6,32.3,0.900000000000006,0.600000000000001,-0.5,0.866025403784438,0.876470588235294,3.3,1,1
TEMP_R001011,C017,S01,1011,3,34.8,39.8,31.4,23,reference_stratum_2,ear_status_1,1,15,16,36.2,35.3,32.9,-1.40000000000001,-1.5,-0.258819045102522,0.965925826289068,0.788235294117647,3.4,1,1
TEMP_R001012,C017,S01,1012,80,35.7,39.4,31.9,23,reference_stratum_2,ear_status_1,1,16,16,34.8,36.2,31.4,0.900000000000006,0.5,-0.258819045102522,0.965925826289068,0.817647058823529,3.8,1,1
TEMP_R001013,C020,S01,1013,8,32.0,39.6,27.4,1,reference_stratum_2,ear_status_1,1,1,16,32,32,27.4,0,0,0.258819045102521,0.965925826289068,0.552941176470588,4.6,0,1
TEMP_R001014,C020,S01,1014,57,35.9,38.6,33.4,12,reference_stratum_2,ear_status_1,1,2,16,32,32,27.4,3.9,6,1.22460635382238e-16,-1,0.905882352941176,2.5,1,0
TEMP_R001015,C020,S01,1015,86,35.8,39.2,34.1,13,reference_stratum_2,ear_status_1,1,3,16,35.9,32,33.4,-0.100000000000001,0.700000000000003,-0.258819045102521,-0.965925826289068,0.947058823529412,1.7,1,0
TEMP_R001016,C020,S01,1016,58,36.2,38.8,33.7,13,reference_stratum_2,ear_status_1,1,4,16,35.8,35.9,34.1,0.400000000000006,-0.399999999999999,-0.258819045102521,-0.965925826289068,0.923529411764706,2.5,1,0
TEMP_R001017,C020,S01,1017,87,37.7,39.1,36.9,14,reference_stratum_2,ear_status_1,1,5,16,36.2,35.8,33.7,1.5,3.2,-0.5,-0.866025403784439,1,0.800000000000004,1,0
TEMP_R001018,C020,S01,1018,88,36.6,39.1,35.0,15,reference_stratum_2,ear_status_1,1,6,16,37.7,36.2,36.9,-1.1,-1.9,-0.707106781186547,-0.707106781186548,1,1.6,1,0
TEMP_R001019,C020,S01,1019,113,37.0,39.5,35.5,19,reference_stratum_2,ear_status_1,1,7,16,36.6,37.7,35,0.399999999999999,0.5,-0.965925826289068,0.25881904510252,1,1.5,1,0
TEMP_R001020,C020,S01,1020,73,37.1,40.2,35.5,19,reference_stratum_2,ear_status_1,1,8,16,37,36.6,35.5,0.100000000000001,0,-0.965925826289068,0.25881904510252,1,1.6,1,0
TEMP_R001021,C020,S01,1021,114,38.2,39.5,37.8,20,reference_stratum_2,ear_status_1,1,9,16,37.1,37,35.5,1.1,2.3,-0.866025403784439,0.5,1,0.400000000000006,1,1
TEMP_R001022,C020,S01,1022,5,35.0,39.6,33.2,21,reference_stratum_2,ear_status_1,1,10,16,38.2,37.1,37.8,-3.2,-4.59999999999999,-0.707106781186548,0.707106781186547,0.894117647058824,1.8,1,1
TEMP_R001023,C020,S01,1023,115,36.6,38.6,34.3,21,reference_stratum_2,ear_status_1,1,11,16,35,38.2,33.2,1.6,1.09999999999999,-0.707106781186548,0.707106781186547,0.958823529411765,2.3,1,1
TEMP_R001024,C020,S01,1024,74,37.3,40.4,35.6,21,reference_stratum_2,ear_status_1,1,12,16,36.6,35,34.3,0.699999999999996,1.3,-0.707106781186548,0.707106781186547,1,1.7,1,1
TEMP_R001025,C020,S01,1025,6,34.5,39.5,32.1,22,reference_stratum_2,ear_status_1,1,13,16,37.3,36.6,35.6,-2.8,-3.5,-0.5,0.866025403784438,0.829411764705882,2.4,1,1
