FeatureGroup,MeanAbsSHAP_C,MeanSignedSHAP_C,MedianAbsSHAP_C,P90AbsSHAP_C,Rank_by_MeanAbsSHAP
Time_diurnal,0.17629621934290474,0.11047309601545152,0.13455741211378994,0.3980805921920079,1
Ear_temperature,0.17446457515121333,-0.01592360188558467,0.12582527950454941,0.3901487602599425,2
Cow_identity,0.14821453242965385,0.08417521472870966,0.059848224888324836,0.4398387242695481,3
Ambient_temperature,0.1140272778773709,0.0665073531527612,0.08401520049627466,0.2575700062326491,4
