FoldID,Intercept,WeightSourceMemory,WeightBatchSession,WeightHierarchicalResidual
1,-2.6219289892469533,0.2754007057810668,0.1625494181207614,0.6295993350140634
2,-2.6515300455212127,0.3104879685706692,0.13186364562716335,0.6258547213947168
3,-2.0921218986914027,0.2238682620227337,0.278093460801756,0.5518497388256947
4,-3.325420285225846,0.268000051000854,0.22250457310292404,0.5952394287778588
5,-2.5105513742309995,0.2231779079156695,0.21280771211604588,0.6286280361637182
