BootstrapID,N,R2,RMSE,MAE,Bias
129,522,0.8671523238787235,0.2841834205152323,0.1464611099833308,0.00021390166087118743
130,523,0.7961178812160081,0.30179551783783076,0.16680808711557518,-0.002210853170392165
131,523,0.869045375198558,0.26431256459031055,0.14771136566744944,0.0048695385716689705
132,515,0.8581233472314467,0.2888994567759287,0.13968484950223395,0.003045065790526032
133,521,0.8801749215332179,0.29541179353416985,0.15995109322013107,-0.005159411445186998
134,516,0.9093226033211531,0.24359975201565393,0.13796048967777408,-0.00429197263529214
135,523,0.8071610726458723,0.32836987420869534,0.19117216321045527,-0.004938878348734528
136,522,0.8448684507119408,0.31441184415923323,0.17282793573814445,0.014017431776043351
137,519,0.7836543358159195,0.280340143270787,0.15114819025154172,-0.0014433054265979288
138,514,0.9090177677376171,0.24460643792174638,0.14308463055863369,0.0011991860276979042
139,516,0.7688888287890076,0.31006727098090237,0.16656354043456043,8.697492834496528e-06
140,520,0.8584892867277891,0.28328352090895215,0.1467792998548645,0.005172689491400161
141,517,0.8355711401340968,0.31721260703154164,0.1647730040792792,-0.002735051376734136
142,520,0.8610030997706173,0.28065039558447974,0.12984658356213102,0.0026393949308593863
143,517,0.9107911687570834,0.2549399444990102,0.13871122147549753,0.008882061559523868
144,523,0.803614527360745,0.35356138222964817,0.21066342230841645,-0.0017202238548437183
145,523,0.7236160725083967,0.3685997767555132,0.19501394845019548,0.006093844716018643
146,523,0.8458130150228124,0.2899386256769752,0.1687611066657213,0.006400843681337943
147,522,0.8006044648654692,0.30036670447664615,0.18479953683447656,0.0031764162096520497
148,523,0.8287609884308474,0.30318211372842724,0.17680425242006845,0.0021415250680554406
149,521,0.8510670889551937,0.27881619099134447,0.15406886982965523,0.0015938231673709598
150,514,0.8579854402836392,0.3041044618533336,0.14327655859986677,-0.0005936962873642889
151,520,0.8665163629308477,0.28323695420276046,0.16132111775483238,-0.00042701929162406534
152,521,0.8500780681394968,0.26464247978312533,0.1565722393338636,0.003914400396824153
153,524,0.8371519184778311,0.28596133713028316,0.1614822896003442,0.007991750703854997
154,519,0.8632184093322882,0.2880051941566728,0.1548486033999605,0.003655480861269403
155,520,0.9006501618583491,0.25534499186527904,0.13025454015221047,0.007400554720914056
156,520,0.906252938046103,0.2218521331047753,0.12139204855910098,0.000684550762256054
157,513,0.8040183478838321,0.34658714688380365,0.16021883780041343,-0.007120668275488133
158,520,0.86023536739911,0.29185649175156336,0.1619762856677683,0.0015392886079517746
159,519,0.8846602752567058,0.22253914071265032,0.1301240312251249,0.00288569711344031
160,518,0.892396122537041,0.244422602726003,0.13165689974854042,0.009406730656268352
161,521,0.8010408484699062,0.35052763255084124,0.21269083657010926,0.009214202256995487
162,523,0.7829482072689484,0.34307919390518654,0.17630569222094988,0.0009820782337255952
163,521,0.8534229366930506,0.275337707416854,0.16618092065428333,-0.00039987831388569694
164,521,0.8322203738511927,0.30733328260349124,0.15561670399811137,0.005123047089137787
165,520,0.8876309666785045,0.30301588729318113,0.15689676307064446,-0.008632524198304518
166,520,0.8875654998735089,0.255043526461021,0.12913415772326164,-0.008045934628918722
167,517,0.8228058182391236,0.3216189543781195,0.15249239980650015,-0.008301364635463337
168,519,0.8624769746343312,0.28255426941784867,0.14990475586044905,0.007557806476028397
169,517,0.828360430969416,0.28030265737184573,0.16118339813944021,0.007706954270636381
170,517,0.7954632916746042,0.3515295848618217,0.18462504751130707,-0.0025924325205489065
171,519,0.8874722916742762,0.28080374225186056,0.15797274502780626,-0.0014042456808616296
172,522,0.8437903001560061,0.31198658328606416,0.1798922931993095,-0.0008596234768076278
173,519,0.8686738028272949,0.29286397944062825,0.14188107297307703,-0.00465243769173564
174,519,0.858846355923738,0.26697572407398273,0.15795196117356888,-0.0009191566974415489
175,522,0.8963564364342688,0.23775535534320585,0.13689081071622047,0.0009853487286629683
176,524,0.8773061867583983,0.28853706705320076,0.16743106286909484,-0.002201882992935342
177,520,0.8984826910282321,0.25339033261929783,0.14205645741639603,-0.005590627339611692
178,519,0.8339900339500054,0.2963169094415558,0.16305668857740746,0.0013999027852061338
179,517,0.8382940493655285,0.32057190484721765,0.1723648911529239,0.005034430734464771
180,522,0.8507102170582588,0.2967190743806691,0.15815799618454587,0.002619663183619376
181,518,0.8617375053032854,0.28674768568697767,0.1539148643211409,0.00893863240506288
182,516,0.8205477621101902,0.28889679540140545,0.17535546195019178,0.014834776784489358
183,520,0.8666053844579482,0.27827226054952103,0.1684104193793034,-0.00558498617338636
184,519,0.7591248536991366,0.35295693284383006,0.19602829103517153,0.003958000590443729
185,520,0.8318529425953164,0.3099049806428085,0.17774192061653338,0.00792138137820824
