"Source","Model","N","CowCount","R2","RMSE","MAE","Bias","ErrorSD"
"S01","StrictHierarchicalEBResidualXGB",520,30,0.843896709090945,0.301368998318965,0.173197361680083,-0.0151228079451295,0.301279156010778
