"FoldID","Source","N","R2","RMSE","MAE","Bias"
1,"ALL",123,0.853663637659739,0.281849091675714,0.184204393095174,-0.0264721387651888
1,"S01",123,0.853663637659739,0.281849091675714,0.184204393095174,-0.0264721387651888
2,"ALL",114,0.757285100691672,0.374013161382968,0.19942090762307,0.0376582437469713
2,"S01",114,0.757285100691672,0.374013161382968,0.19942090762307,0.0376582437469713
3,"ALL",100,0.799379603246451,0.344531672345455,0.228022039951867,-0.0983302752816267
3,"S01",100,0.799379603246451,0.344531672345455,0.228022039951867,-0.0983302752816267
4,"ALL",99,0.867471793175954,0.275405938257102,0.180173087682845,-0.0239131627362655
4,"S01",99,0.867471793175954,0.275405938257102,0.180173087682845,-0.0239131627362655
5,"ALL",84,0.869869496340114,0.287262627406908,0.171418476202005,0.0300640664289621
5,"S01",84,0.869869496340114,0.287262627406908,0.171418476202005,0.0300640664289621
