ExcludedSeed,SeedCount,N,R2,RMSE,MAE,Bias
20260523,4,520,0.8479071490957055,0.29747258368997637,0.16199639778661346,-8.479608565102454e-05
20260607,4,520,0.8475312227362722,0.29783998678985385,0.16205026770003014,0.0008272968316291668
20260701,4,520,0.8454683783648883,0.2998480482130311,0.16302660001180022,-0.0002874190693012552
20260811,4,520,0.850780350083613,0.29464939493296616,0.1609531311163968,-6.436391481966935e-05
20260903,4,520,0.8470893089632704,0.2982713025039693,0.1627994538602537,9.847248394827364e-05
