TargetRowID,TechnicalBaselinePrediction_C,FullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C
306,38.2795290423313,38.0597566538674,38.0597566538674,0.0
307,38.2798435264419,38.1105306371928,38.1105306371928,0.0
308,38.6926459530505,37.9647119759036,37.9647119759036,0.0
309,38.2796512302291,38.1757289344715,38.1757289344715,0.0
310,38.2800766461403,38.0714467587864,38.0714467587864,0.0
311,38.2793313188413,38.7301339529935,38.7301339529935,0.0
312,38.6557234027273,38.4244794048703,38.4244794048703,0.0
313,38.6561497585095,38.4197560036102,38.4197560036102,0.0
314,38.2836066791998,38.5011809368931,38.5011809368931,0.0
315,38.2809846416107,38.3780007767665,38.3780007767665,0.0
316,38.2805163803487,38.3805372571565,38.3805372571565,0.0
317,38.6912247544074,38.893207940922,38.893207940922,0.0
318,38.2802525278837,37.9810307659578,37.9810307659578,0.0
319,38.281358204142,38.8950646539908,38.8950646539908,0.0
320,38.6912616983493,39.1980109690008,39.1980109690008,0.0
321,38.2806968720659,38.2730152275958,38.2730152275958,0.0
322,38.2794087334009,37.9781452966497,37.9781452966497,0.0
323,38.6562662586678,38.0302808823338,38.0302808823338,0.0
324,38.2793184164147,38.1805830388601,38.1805830388601,0.0
325,38.6557067598475,38.0334353269111,38.0334353269111,0.0
326,38.6901021342625,38.3702918575782,38.3702918575782,0.0
327,38.6561331156297,38.2578097897376,38.2578097897376,0.0
328,38.2819351740173,38.1736314314464,38.1736314314464,0.0
329,38.2809553538655,38.2685836538983,38.2685836538983,0.0
330,38.6928914266249,38.2817748586928,38.2817748586928,0.0
331,38.2802056925495,38.061787711205,38.061787711205,0.0
332,38.2799798616081,38.8957446446472,38.8957446446472,0.0
333,38.6559617993665,41.022915219539,41.022915219539,0.0
334,38.2810832512314,38.6845547947466,38.6845547947466,0.0
335,38.692718043885,38.3276124967068,38.3276124967068,0.0
336,38.6897914377315,38.5868507422214,38.5868507422214,0.0
337,38.2800453445884,38.5865206759456,38.5865206759456,0.0
338,38.2792022945752,38.5927612800023,38.5927612800023,0.0
339,38.6561164727499,38.4952338191162,38.4952338191162,0.0
340,38.2790990751624,38.5177871474551,38.5177871474551,0.0
341,38.281905886272,39.1038916540217,39.1038916540217,0.0
342,38.2813077954999,39.0968589136526,39.0968589136526,0.0
343,38.2800672440872,38.1833091283934,38.1833091283934,0.0
351,38.2794411790956,38.8889241400666,38.8889241400666,0.0
352,38.690697428235,39.2148321567948,39.2148321567948,0.0
353,38.6560048600893,38.092116234437,38.092116234437,0.0
354,38.6562329729083,38.3953972780227,38.3953972780227,0.0
355,38.6896107789691,38.2748078688619,38.2748078688619,0.0
356,38.2790861727358,38.6628690511386,38.6628690511386,0.0
357,38.283340390001,39.2395799973662,39.2395799973662,0.0
358,38.2808095637593,38.5998088037738,38.5998088037738,0.0
359,38.2796020795939,38.7906511539754,38.7906511539754,0.0
360,38.6907297675766,38.0676837684386,38.0676837684386,0.0
361,38.6934169760909,38.2728516543214,38.2728516543214,0.0
362,38.6559285136069,38.1872009142426,38.1872009142426,0.0
363,38.2801549000202,38.0714467587864,38.0714467587864,0.0
364,38.6558120134486,38.3918745115342,38.3918745115342,0.0
365,38.6562163300285,38.7384429360971,38.7384429360971,0.0
366,38.2792926115615,38.6572583385733,38.6572583385733,0.0
367,38.2790976557146,38.9911088127267,38.9911088127267,0.0
368,38.2790732703092,39.4180019112714,39.4180019112714,0.0
369,38.2799584575233,37.9742531281968,37.9742531281968,0.0
370,38.2831573623636,38.2962836494849,38.2962836494849,0.0
