Seed,RecordID,RowID,CowKey,Ear_C,Air_C,Time_hour,EarAirGap_C,SHAP_Ear_temperature_C,SHAP_Ambient_temperature_C,SHAP_Time_diurnal_C,SHAP_Cow_identity_C,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,OfficialOOFPrediction_C,ConditionalVsOfficialDifference_C,RawTechnicalBaselinePrediction_C,RawFullPipelinePrediction_C,ReplayAnchorCorrection_C
20260903,MEAS_R000188,188,C030,30.6,3.0,0,27.6,-0.0007865600860329,0.0170568456166672,-0.0062668309998817,1.70288455302935,38.289794693185,40.00268270074507,40.0026827007451,2.842170943040401e-14,40.00268270074507,0.0,38.2959218002733,40.0088098078334,-0.0061271070883322
20260701,MEAS_R000189,189,C030,27.8,6.9,21,20.9,-0.0115926154592501,0.0280369869975985,0.0998738324431135,1.44310564807543,38.5851721863563,40.14459603841316,40.1445960384132,3.552713678800501e-14,40.14459603841316,0.0,38.5595765983777,40.1190004504346,0.0255955879785574
20260523,MEAS_R000190,190,C018,30.4,3.9,2,26.5,0.0084160263485504,0.0237322678546151,0.0545231077317165,0.513402851906616,38.2086838145968,38.80875806843834,38.8087580684383,-3.552713678800501e-14,38.80875806843834,0.0,38.2160297249919,38.8161039788334,-0.0073459103950597
20260607,MEAS_R000191,191,C018,32.3,6.6,9,25.7,0.0601404084140504,0.0218424038276345,0.080561206702719,0.470973020768701,38.1536942190773,38.78721125879037,38.78721125879041,3.552713678800501e-14,38.78721125879037,0.0,38.1453234374347,38.7788404771478,0.0083707816425615
20260607,MEAS_R000192,192,C018,30.8,4.4,9,26.4,-0.0049088285888991,0.0166328688704667,0.115800131535417,0.583319468183115,38.1014195772462,38.812263217246326,38.8122632172463,-2.842170943040401e-14,38.812263217246326,0.0,38.1036497032488,38.8144933432489,-0.0022301260025727
20260523,MEAS_R000193,193,C018,32.6,5.3,9,27.3,0.0163518579779337,0.0091032763184504,0.0871727966894825,0.576736288747433,38.0988004297921,38.78816464952538,38.78816464952539,1.4210854715202004e-14,38.78816464952538,0.0,38.1002629051645,38.7896271248978,-0.0014624753724206
20260903,MEAS_R000194,194,C018,32.9,8.8,15,24.1,-0.0054313570589682,-0.0093954562754656,0.0010450596836986,0.331377209782533,38.4409754935814,38.75857094971322,38.758570949713196,-2.1316282072803006e-14,38.75857094971322,0.0,38.4428199096575,38.7604153657893,-0.0018444160760822
20260811,MEAS_R000195,195,C018,32.9,6.5,11,26.4,0.0323007190584761,0.0352637310217586,0.0915766222436254,0.500659321776243,38.1071097279044,38.7669101220045,38.766910122004504,7.105427357601002e-15,38.7669101220045,0.0,38.1369647139356,38.7967651080357,-0.0298549860311965
20260701,MEAS_R000196,196,C018,32.7,11.7,11,21.0,0.015528246726508,-0.0027062669823916,0.135357926592908,0.477845332184674,38.142595615717,38.76862085423866,38.7686208542387,3.552713678800501e-14,38.76862085423866,0.0,38.1432988550724,38.7693240935941,-0.0007032393554382
20260523,MEAS_R000197,197,C018,34.9,13.7,18,21.2,-0.010868175238817,-0.0027086200835514,0.106231796940467,0.5459000033715,38.117473539346,38.75602854433555,38.7560285443356,4.973799150320701e-14,38.75602854433555,0.0,38.1198370803192,38.7583920853088,-0.0023635409732492
20260523,MEAS_R000198,198,C018,36.0,10.6,18,25.4,0.0080085141428245,0.0046372697141586,0.0696940144124086,0.473174031171108,38.2276797010695,38.78319353051002,38.78319353050999,-2.842170943040401e-14,38.78319353051002,0.0,38.2264496729694,38.7819635024099,0.0012300281001174
20260523,MEAS_R000199,199,C018,31.0,7.5,16,23.5,0.0185097682056572,0.0061914534810405,0.125019436582657,0.542864106031542,38.0997399695053,38.79232473380617,38.7923247338062,2.842170943040401e-14,38.79232473380617,0.0,38.1038924363218,38.7964772006227,-0.004152466816528
20260701,MEAS_R000200,200,C018,32.4,7.5,0,24.9,0.0216604911083262,0.0014446877814927,-0.0086673022630427,0.544150680031524,38.1951196183467,38.75370817500504,38.753708175005,-3.552713678800501e-14,38.75370817500504,0.0,38.1963234163599,38.7549119730182,-0.0012037980131651
20260523,MEAS_R000201,201,C018,34.1,4.0,0,30.1,0.011873317669575,0.0031668235621259,0.142950513077058,0.501574478897044,38.1027754050807,38.762340538286495,38.7623405382865,7.105427357601002e-15,38.762340538286495,0.0,38.1023564103677,38.7619215435735,0.0004189947129944
20260607,MEAS_R000202,202,C025,29.2,13.6,14,15.6,0.0073315577405856,-0.0351472664929483,-0.0136755524148485,0.913965579498617,38.5101294450829,39.382603763414345,39.38260376341431,-3.552713678800501e-14,39.382603763414345,0.0,38.4912011399941,39.3636754583255,0.018928305088842
20260523,MEAS_R000203,203,C025,29.5,16.5,10,13.0,0.0063159756514975,0.0096785097070153,0.0760929749464149,0.781807645198267,38.4862896354826,39.360184740985765,39.36018474098579,2.1316282072803006e-14,39.360184740985765,0.0,38.4860430993195,39.3599382048227,0.0002465361630683
20260523,MEAS_R000204,204,C025,31.5,16.8,14,14.7,0.0007515371030682,0.0155881485301492,0.0063025039069006,0.853914989912983,38.4865989714701,39.36315615092318,39.3631561509232,2.1316282072803006e-14,39.36315615092318,0.0,38.4842504471465,39.3608076265996,0.0023485243235796
20260607,MEAS_R000205,205,C025,31.2,21.3,15,9.9,-0.0003968575130564,-0.0035398556277771,-0.0019383195799906,1.23386268842703,38.1153239580662,39.34331161377239,39.34331161377241,1.4210854715202004e-14,39.34331161377239,0.0,38.0968345924979,39.3248222482041,0.0184893655682856
20260903,MEAS_R000206,206,C025,31.9,24.5,14,7.4,0.0005950858513976,0.0012110010312831,0.0025019972955474,1.33074243756727,38.0368382130858,39.371888734831295,39.37188873483129,-7.105427357601002e-15,39.371888734831295,0.0,38.0367453746161,39.3717958963616,9.28384696976536e-05
20260523,MEAS_R000207,207,C025,29.8,14.9,23,14.9,-0.023091367238458,-0.0064891671169089,0.118570566228807,1.07418157852416,38.1947900098743,39.35796162027185,39.3579616202719,4.973799150320701e-14,39.35796162027185,0.0,38.1924798859258,39.3556514963234,0.0023101239484546
20260903,MEAS_R000208,208,C025,31.4,14.3,23,17.1,-0.0124806935579986,-0.0221664029147165,-0.0316300864889154,0.937770569249433,38.5127609174298,39.38425430371758,39.384254303717604,2.1316282072803006e-14,39.38425430371758,0.0,38.5125737078511,39.3840670941389,0.0001872095786836
20260607,MEAS_R000209,209,C025,31.3,12.4,1,18.9,0.0020941469111506,0.0118381367015008,0.175129821139982,0.965177326260967,38.2277610084584,39.38200043947195,39.382000439471994,4.263256414560601e-14,39.38200043947195,0.0,38.2234004122296,39.3776398432432,0.00436059622875
20260523,MEAS_R000210,210,C025,30.0,8.4,21,21.6,-0.0198312062920003,-0.0202380578607174,0.0752696538090317,1.07346202140638,38.3007667992132,39.40942921027592,39.409429210275896,-2.1316282072803006e-14,39.40942921027592,0.0,38.3013028823228,39.4099652933855,-0.0005360831095728
20260523,MEAS_R000211,211,C010,35.0,28.5,2,6.5,-0.0051487585104593,-0.0467969193624746,0.0606851167059581,0.530458435672373,38.1873863158705,38.72658419037585,38.726584190375895,4.263256414560601e-14,38.72658419037585,0.0,38.1866411719414,38.7258390464468,0.000745143929052
20260701,MEAS_R000212,212,C010,37.5,32.6,14,4.9,-0.0043198918626086,0.0297906277458904,-0.0551280931745903,0.455566553609411,38.1726956120015,38.59860480831958,38.5986048083196,2.1316282072803006e-14,38.59860480831958,0.0,38.1708353618701,38.5967445581882,0.0018602501313793
20260607,MEAS_R000213,213,C010,37.8,34.3,13,3.5,0.0435604915706106,-0.0540878223985087,-0.0429878650460734,0.687323386554277,38.0342517603789,38.66805995105924,38.668059951059206,-3.552713678800501e-14,38.66805995105924,0.0,38.0330727633869,38.6668809540672,0.0011789969920386
20260811,MEAS_R000214,214,C010,35.5,31.2,14,4.3,0.0736884035402058,0.0381732702033251,-0.0343031571639916,0.434581571543657,38.0785820945903,38.59072218271349,38.5907221827135,7.105427357601002e-15,38.59072218271349,0.0,38.0900968956317,38.6022369837549,-0.0115148010414075
20260701,MEAS_R000215,215,C010,38.4,33.8,11,4.6,0.0151559624022498,0.048837068672233,0.1215580914116,0.350192263523417,38.176543532211,38.71228691822048,38.7122869182205,2.1316282072803006e-14,38.71228691822048,0.0,38.1756717937515,38.711415179761,0.0008717384594802
20260903,MEAS_R000216,216,C010,37.8,33.0,12,4.8,-0.0931423553979656,-0.0877412675391511,-0.0744263351870818,0.3704917354812,38.4681171682235,38.58329894558052,38.5832989455805,-2.1316282072803006e-14,38.58329894558052,0.0,38.4695616100682,38.5847433874252,-0.0014444418446757
20260811,MEAS_R000217,217,C010,39.6,36.7,12,2.9,0.023086310288693,0.0890235528556082,-0.016325278099974,0.170770769708675,38.4082417447982,38.67479709955116,38.67479709955119,3.552713678800501e-14,38.67479709955116,0.0,38.4099994436473,38.6765547984003,-0.001757698849147
20260701,MEAS_R000218,218,C010,39.0,34.2,12,4.8,0.0650166233250922,-0.031447632731141,-0.0489047614167746,0.559282977410327,38.0460918162484,38.59003902283588,38.5900390228359,2.1316282072803006e-14,38.59003902283588,0.0,38.0463459938592,38.5902932004467,-0.0002541776108202
20260701,MEAS_R000219,219,C010,38.5,37.4,18,1.1,0.0038328386043999,0.0595112974213503,0.0218567623041495,0.458770665452798,38.1659490604441,38.70992062422677,38.7099206242268,2.842170943040401e-14,38.70992062422677,0.0,38.171706385782,38.7156779495647,-0.0057573253379317
20260607,MEAS_R000220,220,C010,38.0,32.9,20,5.1,0.0659704786222655,0.0790407821086501,0.162161228060982,0.227800018338202,38.0762421632742,38.61121467040434,38.6112146704043,-3.552713678800501e-14,38.61121467040434,0.0,38.0770275170179,38.612000024148,-0.0007853537436588
20260523,MEAS_R000221,221,C010,37.2,33.7,18,3.5,0.001582031115151,-0.0418131527895819,0.0833966414331175,0.482521158723516,38.0878433133711,38.61352999185327,38.613529991853305,3.552713678800501e-14,38.61352999185327,0.0,38.0892146908098,38.614901369292,-0.0013713774387298
20260523,MEAS_R000222,222,C010,37.3,32.3,17,5.0,-0.0103886587209576,-0.0129856917418234,0.0609255584339442,0.462147489251442,38.0860768778019,38.5857755750245,38.585775575024506,7.105427357601002e-15,38.5857755750245,0.0,38.0850764139571,38.5847751111797,0.0010004638447966
20260811,MEAS_R000223,223,C010,37.3,31.9,20,5.4,-0.0177762301585099,0.0642466389775761,0.208112825715242,0.347768953337493,38.1032947025622,38.705646890433954,38.705646890434004,4.973799150320701e-14,38.705646890433954,0.0,38.106139127919,38.7084913157908,-0.002844425356848
20260701,MEAS_R000224,224,C010,38.7,32.6,22,6.1,0.0741947964466606,-0.019260515102958,0.119826622728043,0.57500865988606,38.0460113991247,38.79578096308249,38.79578096308251,1.4210854715202004e-14,38.79578096308249,0.0,38.0511165191599,38.8008860831177,-0.0051051200352105
20260523,MEAS_R000225,225,C019,31.5,25.1,23,6.4,0.0587120264427933,0.0049948571475084,0.206927597192558,1.13109017970584,38.1076444927971,39.50936915328578,39.5093691532858,2.1316282072803006e-14,39.50936915328578,0.0,38.1101368024533,39.511861462942,-0.002492309656219
20260701,MEAS_R000226,226,C019,36.8,31.0,14,5.8,0.0140310041060244,0.0843838511436417,0.0067798469942902,0.85541245146284,38.4710106380106,39.43161779171739,39.43161779171739,0.0,39.43161779171739,0.0,38.4647213806925,39.4253285343993,0.0062892573180946
20260811,MEAS_R000227,227,C019,36.8,36.9,17,-0.100000000000001,0.0713263283315086,0.0097525096499566,0.0108371328670742,1.00367902645836,38.2713707356478,39.36696573295467,39.3669657329547,2.842170943040401e-14,39.36696573295467,0.0,38.2383968158366,39.3339918131435,0.0329739198111696
20260903,MEAS_R000228,228,C019,38.9,41.3,14,-2.4,0.0225206947818748,0.0084015054634403,0.0370590514921586,0.959613612089524,38.4594052685902,39.48700013241723,39.4870001324172,-2.842170943040401e-14,39.48700013241723,0.0,38.4614356301378,39.4890304939648,-0.0020303615475683
20260701,MEAS_R000229,229,C019,35.4,34.3,16,1.1,-0.0108244405911429,0.0966674449448745,0.0510943266152418,0.798701032583426,38.450918811049,39.38655717460137,39.3865571746014,2.842170943040401e-14,39.38655717460137,0.0,38.4534786014755,39.3891169650279,-0.002559790426531
20260607,MEAS_R000230,230,C019,35.7,34.8,19,0.900000000000006,0.0412570535792251,0.0126040827925564,0.363313490870642,1.03921596752377,38.0483888117012,39.50477940646744,39.50477940646739,-4.973799150320701e-14,39.50477940646744,0.0,38.0473202467213,39.5037108414875,0.0010685649799384
20260523,MEAS_R000231,231,C019,37.1,30.5,0,6.6,0.0327641062208925,0.0596720492430756,0.130448150954673,0.800359320631259,38.4558351448404,39.47907877189032,39.4790787718903,-2.1316282072803006e-14,39.47907877189032,0.0,38.4565463138068,39.4797899408567,-0.0007111689663759
20260811,MEAS_R000232,232,C019,34.1,25.0,0,9.1,0.056530832954401,0.011428865240583,0.042670567617049,1.10742325350027,38.2624020833169,39.48045560262915,39.480455602629206,5.684341886080802e-14,39.48045560262915,0.0,38.2486941279772,39.4667476472895,0.0137079553396475
20260607,MEAS_R000233,233,C019,35.6,31.1,2,4.5,0.027222912756392,0.0795669094395919,0.199885322677642,1.12373024960837,38.0998440737701,39.53024946825205,39.5302494682521,4.973799150320701e-14,39.53024946825205,0.0,38.1015981221801,39.5320035166621,-0.0017540484100493
20260811,MEAS_R000234,234,C019,31.6,21.1,23,10.5,0.0566811381062908,0.0427549598961257,0.272504890028274,1.05910001734571,38.0993690090225,39.53041001439894,39.53041001439891,-2.842170943040401e-14,39.53041001439894,0.0,38.1140903702363,39.5451313756127,-0.0147213612137591
20260523,MEAS_R000235,235,C019,35.4,34.0,16,1.4,0.0490640624857678,0.0347460365728824,0.0985793953827165,1.18627594653783,38.1070559285625,39.4757213695417,39.4757213695417,0.0,39.4757213695417,0.0,38.1010849064216,39.4697503474008,0.0059710221409048
20260701,MEAS_R000236,236,C019,36.2,36.9,11,-0.699999999999996,0.0346623706721262,0.0863541901017258,0.0823122385944751,1.06950149808658,38.1020109645199,39.37484126197481,39.3748412619748,-7.105427357601002e-15,39.37484126197481,0.0,38.115964659316,39.3887949567709,-0.0139536947960934
20260523,MEAS_R000237,237,C019,39.7,36.3,16,3.40000000000001,0.0531531991996079,0.0548914317423416,0.0975336067518757,1.17412179129488,38.105155187913,39.48485521690173,39.4848552169017,-2.842170943040401e-14,39.48485521690173,0.0,38.1029735343078,39.4826735632965,0.002181653605227
20260903,MEAS_R000238,238,C005,29.7,26.0,3,3.7,-0.0791740786384191,-0.107975503082817,0.0112963880419178,-0.182085625363084,38.1953891239478,37.83745030490542,37.837450304905396,-2.1316282072803006e-14,37.83745030490542,0.0,38.196939299138,37.8390004800956,-0.0015501751901823
20260607,MEAS_R000239,239,C005,34.1,33.9,11,0.200000000000003,0.011969874149818,0.0657338754745004,0.0164181165900488,-0.351266928455766,38.0379342659589,37.78078920371752,37.780789203717504,-1.4210854715202004e-14,37.78078920371752,0.0,38.0446243759829,37.7874793137415,-0.0066901100239817
20260701,MEAS_R000240,240,C005,35.4,31.0,12,4.4,0.0244472618198509,-0.0535972726860508,-0.0546643864235659,-0.0376841800922332,38.0271984338732,37.90569985649121,37.9056998564912,-7.105427357601002e-15,37.90569985649121,0.0,38.0272856374343,37.9057870600523,-8.72035610868238e-05
20260523,MEAS_R000241,241,C005,36.0,31.3,15,4.7,-0.0654217534169768,-0.105529505292424,-0.112876508671874,-0.0397804084249251,38.0740352475809,37.75042707177471,37.7504270717747,-7.105427357601002e-15,37.75042707177471,0.0,38.0751389121752,37.751530736369,-0.0011036645942894
20260903,MEAS_R000242,242,C005,38.4,33.6,18,4.8,-0.21599083760599,-0.154350811872408,-0.178024611619106,-0.19475719721669,38.6534119092749,37.91028845096068,37.91028845096071,2.842170943040401e-14,37.91028845096068,0.0,38.6608231774543,37.9176997191401,-0.0074112681794247
20260523,MEAS_R000243,243,C005,39.1,35.0,14,4.1,-0.0352160452478495,-0.0661253464201833,-0.0563202337162488,-0.222402112963917,38.1633168943738,37.78325315602556,37.783253156025594,3.552713678800501e-14,37.78325315602556,0.0,38.1652581793189,37.7851944409707,-0.0019412849451399
20260701,MEAS_R000244,244,C005,34.3,33.6,21,0.699999999999996,0.0370483111522907,-0.0047710356832097,0.0948955482184252,0.0536272012854895,38.0519227967857,38.23272282175874,38.23272282175869,-4.973799150320701e-14,38.23272282175874,0.0,38.0530836425837,38.2338836675567,-0.0011608457979548
20260607,MEAS_R000245,245,C005,36.8,31.9,17,4.9,0.0160501743512237,-0.129761339504858,-0.0070709194355404,-0.210177908705325,38.3450471523964,38.014087159101855,38.01408715910189,3.552713678800501e-14,38.014087159101855,0.0,38.3215583617544,37.9905983684599,0.0234887906419559
20260811,MEAS_R000246,246,C005,35.4,29.3,20,6.1,-0.0963708923102005,0.0043297618220676,0.150576037807348,-0.306012853555716,38.0879480856731,37.84047013943663,37.840470139436604,-2.842170943040401e-14,37.84047013943663,0.0,38.094547083433,37.8470691371965,-0.0065989977598732
20260903,MEAS_R000247,247,C005,34.6,31.0,19,3.6,-0.0337293309385576,-0.0434687457458569,0.0773657676084903,-0.265279800099175,38.4719461448121,38.206834035636994,38.20683403563701,1.4210854715202004e-14,38.206834035636994,0.0,38.4741725668034,38.2090604576283,-0.0022264219913026
20260701,MEAS_R000248,248,C005,33.6,31.4,21,2.2,-0.092844492722867,0.0080313348210836,0.0490844929340497,-0.566911761862465,38.4220530672697,37.8194126404395,37.8194126404395,0.0,37.8194126404395,0.0,38.4396894631126,37.8370490362824,-0.0176363958428993
20260811,MEAS_R000249,249,C005,34.1,32.1,1,2.0,0.010858204906885,0.0326542888957183,0.1630786553086,-0.1877199138571,38.0052390868911,38.02411032214519,38.024110322145205,1.4210854715202004e-14,38.02411032214519,0.0,38.0823475757434,38.1012188109975,-0.0771084888523106
20260903,MEAS_R000250,250,C005,34.0,27.5,0,6.5,-0.163319896711108,-0.181081026253173,-0.0738795293183738,-0.283213915415541,38.5218451025565,37.82035073485833,37.820350734858295,-3.552713678800501e-14,37.82035073485833,0.0,38.5235208408986,37.8220264732004,-0.0016757383420724
20260701,MEAS_R000251,251,C005,32.4,27.2,1,5.2,-0.0289912401108658,-0.0349915437460832,0.125441580963768,-0.295835200616717,38.1107806240544,37.87640422054452,37.87640422054451,-1.4210854715202004e-14,37.87640422054452,0.0,38.0916452885892,37.8572688850793,0.0191353354652222
20260607,MEAS_R000252,252,C017,34.4,30.1,1,4.3,0.139055911989142,0.0985044457726421,0.276530991890074,1.31045074805824,38.0582453876717,39.8827874853818,39.88278748538179,-7.105427357601002e-15,39.8827874853818,0.0,38.05754964386,39.8820917415701,0.000695743811697
20260811,MEAS_R000253,253,C017,31.5,30.0,12,1.5,0.0190683843588353,0.0287756768425839,-0.0441333056065337,0.993820356313317,38.0794939637772,39.07702507568536,39.077025075685405,4.263256414560601e-14,39.07702507568536,0.0,38.1084613221406,39.1059924340488,-0.0289673583634453
20260607,MEAS_R000254,254,C017,38.1,37.8,13,0.300000000000004,0.0968896298385165,-0.139559380390767,-0.0321388677441998,0.890207107415449,38.3628160990969,39.17821458821589,39.178214588215894,7.105427357601002e-15,39.17821458821589,0.0,38.3546915266485,39.1700900157675,0.0081245724483878
20260701,MEAS_R000255,255,C017,36.1,33.9,14,2.2,-0.0890747151992333,0.0385032939549657,-0.0595628138277989,0.663801131875267,38.4515883328224,39.0052552296256,39.00525522962561,1.4210854715202004e-14,39.0052552296256,0.0,38.4517551878155,39.0054220846187,-0.0001668549930968
20260607,MEAS_R000256,256,C017,38.2,37.7,15,0.5,0.0722096605057996,-0.0127582041818831,-0.0013242285997492,1.28748977152273,38.0399558407759,39.3855728400228,39.385572840022796,-7.105427357601002e-15,39.3855728400228,0.0,38.038967837664,39.3845848369109,0.0009880031118925
20260607,MEAS_R000257,257,C017,36.6,34.5,18,2.1,0.0579934371535398,-0.0067056020565564,0.175416937218107,1.15608510177131,38.0456573415307,39.42844721561707,39.428447215617105,3.552713678800501e-14,39.42844721561707,0.0,38.0468497193829,39.4296395934693,-0.0011923778522273
20260607,MEAS_R000258,258,C017,35.9,33.0,19,2.9,0.0640443334183084,-0.101460938190276,0.0468356386463243,1.06507067227834,38.3568460478342,39.431335753986886,39.43133575398689,7.105427357601002e-15,39.431335753986886,0.0,38.3598441235534,39.4343338297061,-0.002998075719212
20260903,MEAS_R000259,259,C017,36.7,34.5,19,2.2,0.0187825281377994,-0.0266995797523523,0.179572216642615,0.931084971423432,38.2088880448424,39.31162818129387,39.31162818129389,2.1316282072803006e-14,39.31162818129387,0.0,38.2090650494598,39.3118051859113,-0.0001770046174272
20260701,MEAS_R000260,260,C017,36.7,34.4,20,2.3,0.0107812672669082,0.0687913687421743,0.0725536387293566,1.08606336694396,38.1857418929877,39.42393153467011,39.4239315346701,-7.105427357601002e-15,39.42393153467011,0.0,38.1813592887963,39.4195489304787,0.004382604191413
20260903,MEAS_R000261,261,C017,35.5,33.1,21,2.4,0.169751951694683,0.158678347550381,0.276762307530515,0.876917106635214,38.4567132629429,39.93882297635368,39.93882297635369,1.4210854715202004e-14,39.93882297635368,0.0,38.4553942773566,39.9375039907674,0.0013189855862876
20260811,MEAS_R000262,262,C017,36.0,32.9,21,3.1,0.0387694304368734,0.0821059602853076,0.100347421984958,0.82642917195046,38.415297003329,39.46294898798658,39.4629489879866,2.1316282072803006e-14,39.46294898798658,0.0,38.4145035369429,39.4621555216005,0.000793466386078
20260701,MEAS_R000263,263,C017,36.6,33.9,21,2.7,-0.043409978720824,0.0811477793263589,0.103480023538709,0.732306344929858,38.4626759137107,39.33620008278477,39.3362000827848,2.842170943040401e-14,39.33620008278477,0.0,38.452626121501,39.3261502905751,0.0100497922096707
20260607,MEAS_R000264,264,C017,35.3,32.3,22,3.0,0.063769821198159,0.022825170089094,0.229696495581775,1.42232858267618,38.1725231877307,39.91114325727593,39.9111432572759,-2.842170943040401e-14,39.91114325727593,0.0,38.174282282284,39.9129023518292,-0.0017590945532717
20260701,MEAS_R000265,265,C017,36.2,32.9,22,3.3,0.0182849146868674,0.0640077757882006,0.201272805243949,0.931115495308383,38.1047454233194,39.31942641434682,39.31942641434679,-2.842170943040401e-14,39.31942641434682,0.0,38.109593630845,39.3242746218724,-0.0048482075255762
20260701,MEAS_R000266,266,C017,34.8,31.4,23,3.4,0.121662640236467,0.0483419263918995,0.222069645827368,1.50077078567847,38.0893529191407,39.98219791727493,39.9821979172749,-2.842170943040401e-14,39.98219791727493,0.0,38.0974443945379,39.9902893926721,-0.0080914753971796
20260523,MEAS_R000267,267,C017,35.7,31.9,23,3.8,-0.0026232326112651,0.0031848315396671,0.155637508733001,1.1303237042285,38.0918890490099,39.37841186089983,39.37841186089981,-2.1316282072803006e-14,39.37841186089983,0.0,38.0961816443485,39.3827044562384,-0.004292595338569
20260903,MEAS_R000268,268,C020,32.0,27.4,1,4.6,0.0439228293069078,0.0386642752622753,0.251200047822574,1.20811393555214,38.0329112832898,39.57481237123374,39.5748123712337,-4.263256414560601e-14,39.57481237123374,0.0,38.0327544823315,39.5746555702754,0.0001568009583436
20260607,MEAS_R000269,269,C020,35.9,33.4,12,2.5,-0.0222390349707761,0.0014024120510072,-0.0655828099199596,0.901417144260523,38.0810146079949,38.89601231941569,38.896012319415696,7.105427357601002e-15,38.89601231941569,0.0,38.0819632119502,38.896960923371,-0.0009486039553081
20260607,MEAS_R000270,270,C020,35.8,34.1,13,1.7,0.0205691855425432,-0.148291501148091,-0.0498924990884249,0.902113058540676,38.3835415484782,39.1080397923249,39.1080397923249,0.0,39.1080397923249,0.0,38.3589711490299,39.0834693928766,0.0245703994483009
20260701,MEAS_R000271,271,C020,36.2,33.7,13,2.5,-0.104757156757916,-0.0001691766022998,-0.11502596051415,0.552386461285567,38.4451409184038,38.77757508581498,38.777575085815,2.1316282072803006e-14,38.77757508581498,0.0,38.4409547946603,38.7733889620715,0.0041861237434801
20260523,MEAS_R000272,272,C020,37.7,36.9,14,0.800000000000004,-0.0049943001212504,-0.0327371467540658,-0.0289383269900654,1.04353172832628,38.1877080963033,39.164570050764205,39.1645700507642,-7.105427357601002e-15,39.164570050764205,0.0,38.1968819089569,39.1737438634178,-0.0091738126535929
20260903,MEAS_R000273,273,C020,36.6,35.0,15,1.6,-0.0817930224843065,-0.0821745889241553,-0.0643227850372909,0.922837763802358,38.4686370883893,39.16318445574588,39.163184455745906,2.842170943040401e-14,39.16318445574588,0.0,38.4690228299612,39.1635701973178,-0.0003857415719252
20260523,MEAS_R000274,274,C020,37.0,35.5,19,1.5,-0.0194010313689865,-0.0750765467811506,0.0613094673688336,1.0337994673646,38.1338753735342,39.13450673011752,39.13450673011751,-1.4210854715202004e-14,39.13450673011752,0.0,38.1259742030041,39.1266055595874,0.0079011705301184
20260811,MEAS_R000275,275,C020,37.1,35.5,19,1.6,0.13448599533424,0.143007597633223,0.310738970454359,1.43622736098348,38.1292644435157,40.15372436792104,40.153724367921,-4.263256414560601e-14,40.15372436792104,0.0,38.1388014443594,40.1632613687647,-0.0095370008436574
20260607,MEAS_R000276,276,C020,38.2,37.8,20,0.400000000000006,-0.003010916278941,0.0471399401159083,0.178515823710491,0.85165722344984,38.0964779662713,39.1707800372686,39.17078003726861,7.105427357601002e-15,39.1707800372686,0.0,38.0761625974201,39.1504646684174,0.0203153688512003
20260701,MEAS_R000277,277,C020,35.0,33.2,21,1.8,0.0225624505887859,-0.0033591695662836,0.116445967685868,1.31729049027633,38.085319060949,39.53825879993371,39.5382587999337,-7.105427357601002e-15,39.53825879993371,0.0,38.0787770421734,39.5317167811581,0.0065420187756046
20260607,MEAS_R000278,278,C020,36.6,34.3,21,2.3,0.0507810794059414,-0.0445458168175582,0.243866700552559,1.12990248783836,38.1456217889999,39.52562623997917,39.525626239979196,2.842170943040401e-14,39.52562623997917,0.0,38.1503383258644,39.5303427768437,-0.0047165368645352
20260811,MEAS_R000279,279,C020,37.3,35.6,21,1.7,0.0986902269381999,0.15729338068805,0.150790842566366,1.27059735632618,38.4856150940297,40.162986900548496,40.162986900548496,0.0,40.162986900548496,0.0,38.481958909012,40.1593307155308,0.0036561850176966
20260607,MEAS_R000280,280,C020,34.5,32.1,22,2.4,0.0505874149869066,-0.0821068706746413,0.0857880203601228,1.15724004928031,38.3815819929592,39.59309060691188,39.59309060691189,1.4210854715202004e-14,39.59309060691188,0.0,38.3773611888404,39.5888698027931,0.0042208041187805
20260701,MEAS_R000281,281,C020,37.0,35.2,22,1.8,0.107751887303342,0.209585931794159,0.203790057858041,1.22030369022186,38.4922430763119,40.23367464348929,40.23367464348931,2.1316282072803006e-14,40.23367464348929,0.0,38.4914694971023,40.2329010642797,0.0007735792095857
20260701,MEAS_R000282,282,C020,33.9,30.9,23,3.0,-0.0055484573621758,0.0919231570097754,0.117272527840174,0.911532169794523,38.4717233428948,39.58690274017714,39.586902740177095,-4.263256414560601e-14,39.58690274017714,0.0,38.4688423423027,39.584021739585,0.00288100059214
20260523,MEAS_R000283,283,C020,36.2,33.9,23,2.3,0.172021039809251,0.192129194282498,0.114567073278018,1.24656598468853,38.4838854985733,40.2091687906316,40.2091687906316,0.0,40.2091687906316,0.0,38.4846986988737,40.209981990932,-0.0008132003003993
20260903,MEAS_R000284,284,C009,32.1,23.6,1,8.5,0.269651806953833,0.275727632252484,0.416793399992732,1.09900766115065,38.4201073311616,40.48128783151133,40.4812878315113,-2.842170943040401e-14,40.48128783151133,0.0,38.4161532290341,40.4773337293838,0.0039541021275297
20260811,MEAS_R000285,285,C009,36.1,32.5,13,3.6,0.020815016068975,0.0556252981131256,-0.0246132669712248,1.02334713831822,38.4345548228288,39.50972900835793,39.5097290083579,-2.842170943040401e-14,39.50972900835793,0.0,38.4305677853976,39.5057419709267,0.00398703743123
