"FoldID","Source","N","R2","RMSE","MAE","Bias"
1,"ALL",117,0.868030423414423,0.28089701648706,0.187769277103073,-0.0658612022612819
1,"S01",117,0.868030423414423,0.28089701648706,0.187769277103073,-0.0658612022612819
2,"ALL",122,0.781626418545474,0.350820498063743,0.183986698339185,0.0454301666802078
2,"S01",122,0.781626418545474,0.350820498063743,0.183986698339185,0.0454301666802078
3,"ALL",90,0.826200206322505,0.316472791515928,0.217993988177243,-0.0319160156391024
3,"S01",90,0.826200206322505,0.316472791515928,0.217993988177243,-0.0319160156391024
4,"ALL",90,0.79967873300435,0.331313126358171,0.207824438788791,-0.0143088948172421
4,"S01",90,0.79967873300435,0.331313126358171,0.207824438788791,-0.0143088948172421
5,"ALL",101,0.814509121837315,0.336558238078502,0.213517573649872,-0.00722221436277932
5,"S01",101,0.814509121837315,0.336558238078502,0.213517573649872,-0.00722221436277932
