"Source","Model","N","CowCount","R2","RMSE","MAE","Bias","ErrorSD"
"S01","StrictHierarchicalEBResidualXGB",520,30,0.839425042576365,0.305654963740718,0.176390859989495,-0.00926479509493692,0.305808705883055
