"FoldID","RowID","Source","AbsResidual"
3,88,"S03",0.0614944996730884
3,96,"S03",0.0164565147804935
3,98,"S03",0.0188485194728116
3,99,"S03",0.0126010594662488
3,111,"S03",0.0191182980123727
3,112,"S03",0.0210138797846468
3,116,"S03",0.0151414856849001
3,118,"S03",0.0022495483533049
3,125,"S03",0.0759674589782122
3,126,"S03",0.0685248484030225
3,127,"S03",0.155357957704623
3,133,"S03",0.0527796953958983
3,145,"S03",0.238135935034698
3,149,"S03",0.0231971058300004
3,154,"S03",0.011160239271696
3,158,"S03",0.0546195107604035
3,161,"S03",0.162335416526496
3,162,"S03",0.157672255579555
3,168,"S03",0.105543872018053
3,181,"S03",0.491714047541564
3,182,"S03",0.490938601583423
3,183,"S03",0.371424487356883
3,184,"S03",0.379342719378357
3,192,"S03",0.0531915219669301
3,196,"S03",0.0106067053177127
3,203,"S03",0.122266548078805
3,208,"S03",0.0038577813221323
3,221,"S03",0.0678737535210558
3,223,"S03",0.0381950402975519
3,226,"S03",0.019646376165717
3,238,"S03",0.102459216612729
3,239,"S03",0.0001542328337222
3,240,"S03",0.0015457020478848
3,249,"S03",0.0556017792830729
3,251,"S03",0.0221041763115081
3,254,"S03",0.0021950997146902
3,273,"S03",0.301261240088849
3,278,"S03",0.840220709379537
3,281,"S04",0.10930921583504
3,287,"S04",0.06423073287133
3,293,"S04",0.193574475987198
3,295,"S04",0.0215139474151939
3,296,"S04",0.130224499547587
3,312,"S04",0.0672881038024328
3,313,"S04",0.0773633942359168
3,323,"S04",0.0521364243391104
3,325,"S04",0.0654988423124507
3,327,"S04",0.174274451627923
3,333,"S04",0.540963933159674
3,339,"S04",0.0074258345744624
3,353,"S04",0.118417666303472
3,354,"S04",0.236250371114352
3,362,"S04",0.125866440989334
3,364,"S04",0.370510624402208
3,365,"S04",0.580288043068222
3,377,"S04",0.0132891467053184
3,379,"S04",0.104725772944946
3,386,"S04",0.0717792942330177
3,387,"S04",0.11691833397758
3,389,"S04",0.0745858287537899
