Scenario,N,CowCount,R2,RMSE,MAE,Bias,ErrorSD,AbsoluteErrorLE0_5
all_measured_520,520,30,0.8288746343488982,0.315536598700279,0.17563680570064297,0.0010638733027967771,0.3158386423486367,0.9115384615384615
