RecordID,Ear,Air,Actual,Predicted
MEAS_R000472,30.0,7.7,38.3,38.32669623380111
MEAS_R000473,27.2,10.1,38.3,38.31606102243042
MEAS_R000474,31.1,12.3,38.2,38.19067707524823
MEAS_R000475,31.6,12.8,38.2,38.20045183722284
MEAS_R000476,32.9,15.1,38.3,38.28439655637338
MEAS_R000477,31.8,23.2,38.2,38.21552726378018
MEAS_R000478,32.0,18.8,38.2,38.23593280560741
MEAS_R000479,32.5,8.6,38.4,38.42710968982385
MEAS_R000480,30.7,2.3,38.4,38.39539879611927
MEAS_R000481,25.5,4.6,38.4,38.3974744240924
MEAS_R000482,33.8,12.0,38.9,38.910764445237206
MEAS_R000483,36.7,8.3,38.9,38.91648022193691
MEAS_R000484,31.6,9.8,39.1,39.241073063127
MEAS_R000485,38.4,35.9,39.0,38.985284988854914
MEAS_R000486,27.5,12.6,39.4,39.38202028827656
MEAS_R000487,29.8,14.5,39.4,39.372495347533786
MEAS_R000488,31.5,15.8,39.4,39.38598698375559
MEAS_R000489,30.9,22.3,39.4,39.38615403807055
MEAS_R000490,31.6,20.5,39.3,39.29335495821761
MEAS_R000491,30.9,10.9,39.5,39.43266270830609
MEAS_R000492,31.1,11.3,39.5,39.42872532644621
MEAS_R000493,31.4,11.4,39.4,39.408737170824914
MEAS_R000494,32.1,3.1,38.6,38.65451987861657
MEAS_R000495,27.8,8.6,38.7,38.71575823782601
MEAS_R000496,35.0,10.4,38.7,38.70684028568878
MEAS_R000497,32.5,14.4,38.7,38.66943321313032
MEAS_R000498,31.4,8.2,38.7,38.68759068265531
MEAS_R000499,29.3,6.8,38.7,38.675278245241714
MEAS_R000500,31.5,6.2,38.6,38.573792279181376
MEAS_R000501,31.2,8.7,38.6,38.637086797778245
MEAS_R000502,28.1,7.8,38.7,38.68411747717046
MEAS_R000503,34.4,9.6,38.6,38.6195661221405
MEAS_R000504,31.6,8.7,39.0,38.991240177406986
MEAS_R000505,30.9,3.8,39.0,38.95445944336004
MEAS_R000506,30.1,7.7,38.6,38.6338688707066
MEAS_R000507,32.3,3.4,39.8,39.83921414107169
MEAS_R000508,30.5,6.1,38.8,38.6698909920872
MEAS_R000509,33.4,28.7,40.3,40.2753135586174
MEAS_R000510,36.6,37.5,40.2,40.20832507514194
MEAS_R000511,35.9,37.5,40.2,40.16062570202484
MEAS_R000512,37.5,38.4,40.2,40.13952941504468
MEAS_R000513,34.2,5.2,38.3,38.32318812939887
MEAS_R000514,34.6,10.9,38.4,38.396853197382256
MEAS_R000515,36.8,6.4,38.3,38.31262577621865
MEAS_R000516,35.0,6.4,38.3,38.274716972891646
MEAS_R000517,36.1,8.8,38.3,38.281265755076106
MEAS_R000518,30.0,6.5,40.3,40.23029057822883
MEAS_R000519,30.6,5.6,40.2,40.17493479024818
MEAS_R000520,32.3,8.3,40.3,40.23773587657366
