FoldID,OuterTrainN,OuterTestN,SelectedLambda,InnerRMSE,InnerR2,InnerMAE,Intercept,WeightSourceMemory,WeightBatchSession,WeightHierarchicalResidual
1,403,117,1.0,0.32188080365433014,0.820346988909352,0.17971517857026828,0.2340175572608132,0.05127771125444269,0.3841162296157563,0.5585892052040435
2,398,122,1.0,0.2952881814890468,0.851556583839738,0.174364983937673,-0.6482143290922977,0.03818527557996276,0.35578011073812377,0.6220486503298162
3,430,90,1.0,0.3064116621518798,0.838885881529609,0.17057679850659102,-0.7425904699775856,0.04223148180244607,0.13577732237172313,0.8409809696458979
4,430,90,1.0,0.30342693621093875,0.8436271016610727,0.16910296571653455,-0.563328748656204,0.02813103607695666,0.26791240127931815,0.7181745280977339
5,419,101,1.0,0.3055863114851461,0.8369619823991656,0.17281125215352375,-0.7520899711525999,0.023366959241684526,0.3743158437719103,0.621326452572248
