Method,R2,Pearson_r,CCC,RMSE_C,MAE_C,Mean_bias_measured_minus_estimated_C,Lower_95pct_LoA_C,Upper_95pct_LoA_C,Abs_error_le_0.2_pct,Abs_error_le_0.3_pct,Abs_error_le_0.5_pct,Abs_error_le_1.0_pct
Raw ear-surface temperature,-84.85375837449178,0.358187864859929,0.030357444224412375,6.133712207734897,5.6755467196819085,5.6755467196819085,1.1119136983453783,10.23917974101844,0.19880715705765406,0.3976143141153081,0.5964214711729622,1.7892644135188867
TH-SHRC compensated temperature,0.8551359051012453,0.9247427167413242,0.9216579219838152,0.25195565941200593,0.1345534257161156,0.0010513101999981807,-0.49326909990663076,0.4953717203066271,80.31809145129225,87.07753479125249,94.23459244532803,99.00596421471172
