Ear_surface_temperature_C,Local_ambient_temperature_C,Measured_core_temperature_C,Predicted_core_temperature_C,Raw_temperature_gap_C,Residual_measured_minus_predicted_C,Raw_absolute_error_C,Compensated_absolute_error_C,Bland_Altman_mean_C
32.3,9.0,39.1,39.03175126484796,6.800000000000004,0.06824873515203933,6.800000000000004,0.06824873515203933,39.06587563242398
32.5,6.0,39.1,39.06737687171214,6.600000000000001,0.032623128287859515,6.600000000000001,0.032623128287859515,39.083688435856075
33.9,8.0,38.5,38.50141148276471,4.600000000000001,-0.0014114827647091488,4.600000000000001,0.0014114827647091488,38.500705741382355
30.6,5.4,38.9,38.23646764092013,8.299999999999997,0.6635323590798663,8.299999999999997,0.6635323590798663,38.568233820460065
30.6,5.4,38.9,38.23658507614986,8.299999999999997,0.6634149238501408,8.299999999999997,0.6634149238501408,38.56829253807493
31.8,6.1,39.2,39.17036817759875,7.400000000000002,0.029631822401249508,7.400000000000002,0.029631822401249508,39.185184088799375
33.2,9.1,38.7,38.6645271027756,5.5,0.035472897224401834,5.5,0.035472897224401834,38.682263551387805
31.1,6.0,38.6,38.63582888725916,7.5,-0.03582888725915723,7.5,0.03582888725915723,38.61791444362958
31.8,5.5,38.8,38.791325761442096,6.9999999999999964,0.008674238557901504,6.9999999999999964,0.008674238557901504,38.795662880721046
25.3,5.0,38.3,38.29400559226124,12.999999999999996,0.005994407738754148,12.999999999999996,0.005994407738754148,38.29700279613062
29.7,6.9,38.1,38.10398173590873,8.400000000000002,-0.003981735908730855,8.400000000000002,0.003981735908730855,38.10199086795437
32.5,8.0,38.7,38.65404922572488,6.200000000000003,0.045950774275119954,6.200000000000003,0.045950774275119954,38.67702461286244
32.3,9.1,39.5,39.394545212370005,7.200000000000003,0.10545478762999494,7.200000000000003,0.10545478762999494,39.447272606185
33.3,11.2,38.0,37.99769983197476,4.700000000000003,0.0023001680252434653,4.700000000000003,0.0023001680252434653,37.99884991598738
32.9,9.0,38.3,38.290663050894175,5.399999999999999,0.009336949105822612,5.399999999999999,0.009336949105822612,38.29533152544708
28.2,5.4,38.5,38.46374898563416,10.3,0.03625101436583833,10.3,0.03625101436583833,38.481874492817084
31.0,6.1,38.0,37.99980517844922,7.0,0.00019482155077810148,7.0,0.00019482155077810148,37.99990258922461
30.8,8.0,37.5,37.66777546402361,6.699999999999999,-0.1677754640236131,6.699999999999999,0.1677754640236131,37.5838877320118
30.8,8.0,37.5,37.666079656828806,6.699999999999999,-0.16607965682880632,6.699999999999999,0.16607965682880632,37.5830398284144
33.5,11.2,38.0,37.98637164371164,4.5,0.01362835628835768,4.5,0.01362835628835768,37.99318582185582
32.1,9.0,39.0,39.2070545103233,6.899999999999999,-0.20705451032330302,6.899999999999999,0.20705451032330302,39.10352725516165
30.7,5.4,38.3,38.324924165262125,7.599999999999998,-0.02492416526212793,7.599999999999998,0.02492416526212793,38.31246208263106
30.4,5.0,38.3,38.47423838580755,7.899999999999999,-0.17423838580755557,7.899999999999999,0.17423838580755557,38.387119192903775
32.8,9.3,38.8,38.60848493040854,6.0,0.19151506959146047,6.0,0.19151506959146047,38.70424246520427
35.3,9.1,39.0,39.01633377328498,3.700000000000003,-0.01633377328497687,3.700000000000003,0.01633377328497687,39.008166886642485
33.5,6.0,39.9,39.88540188114656,6.399999999999999,0.014598118853442088,6.399999999999999,0.014598118853442088,39.89270094057328
33.8,5.4,39.4,39.40616526785639,5.600000000000001,-0.006165267856388823,5.600000000000001,0.006165267856388823,39.40308263392819
28.2,13.1,38.1,38.34284512367657,9.900000000000002,-0.24284512367656674,9.900000000000002,0.24284512367656674,38.22142256183828
32.6,22.0,38.1,38.290709598735,5.5,-0.1907095987349976,5.5,0.1907095987349976,38.1953547993675
