RecordID,RowID,FoldID,Actual,Predicted,SHAP_base_value_C,SHAP_sum_C,SHAP_reconstructed_unclipped_C,SHAP_SourceMemoryPredicted_C,SHAP_BatchSessionPredicted_C,SHAP_HierarchicalResidualPredicted_C
TEMP_R000373,373,4,38.5,38.47194579569762,38.79926289983865,-0.3273171041410381,38.471945795697614,-0.0761057340691054,-0.07760254516439018,-0.17360882490754254
TEMP_R000374,374,1,38.5,38.48090146696415,38.780562658734105,-0.2996611917699554,38.48090146696415,-0.05724624799897804,-0.06524925025771641,-0.17716569351326097
TEMP_R000375,375,1,38.5,38.40333784048292,38.780562658734105,-0.3772248182511896,38.40333784048291,-0.05785367889565977,-0.08970856275023928,-0.22966257660529052
TEMP_R000376,376,2,38.0,37.95386282835875,38.78227848047716,-0.8284156521184147,37.953862828358744,-0.18250998181543718,-0.17788746851049145,-0.46801820179248615
TEMP_R000377,377,3,38.1,38.11328914670532,38.793984962448135,-0.680695815742812,38.11328914670533,-0.1999505540601149,-0.21914935932739904,-0.2615959023552981
TEMP_R000378,378,4,38.2,38.15502706467167,38.79926289983865,-0.644235835166983,38.15502706467167,-0.15209631289075093,-0.1518336253401614,-0.3403058969360707
TEMP_R000379,379,3,37.5,37.60472577294495,38.793984962448135,-1.1892591895031897,37.604725772944946,-0.3525183790995148,-0.362525978237937,-0.47421483216573795
TEMP_R000380,380,5,38.1,38.06743301941092,38.79452380910577,-0.7270907896948586,38.06743301941091,-0.13739639514269317,-0.17565493008048297,-0.41403946447168244
TEMP_R000381,381,2,38.0,37.96729351055877,38.78227848047716,-0.8149849699183986,37.96729351055876,-0.18250998181543718,-0.17788746851049145,-0.45458751959246996
TEMP_R000382,382,1,38.0,37.97522359342937,38.780562658734105,-0.8053390653047348,37.97522359342937,-0.15117001250445125,-0.21287851480639303,-0.44129053799389056
TEMP_R000383,383,2,39.0,39.23244428621325,38.78227848047716,0.4501658057360817,39.232444286213244,0.14806469288809254,0.05195652411300905,0.25014458873498013
TEMP_R000384,384,5,39.2,39.18244279005759,38.79452380910577,0.38791898095180377,39.18244279005757,0.07545221399136451,0.09702632492635928,0.21544044203407997
TEMP_R000385,385,4,38.8,38.79603007175013,38.79926289983865,-0.0032328280885336874,38.79603007175012,0.0017174428815455826,0.001961481908996687,-0.006911752879075957
TEMP_R000386,386,3,38.4,38.471779294233016,38.793984962448135,-0.322205668215118,38.471779294233016,-0.09771873819058267,-0.08188063973636277,-0.1426062902881725
TEMP_R000387,387,3,38.3,38.41691833397758,38.793984962448135,-0.3770666284705532,38.416918333977584,-0.13547516343091182,-0.06748809261268374,-0.17410337242695767
TEMP_R000388,388,4,38.3,38.44845996116564,38.79926289983865,-0.35080293867301865,38.44845996116563,-0.06959419681119594,-0.06025189812770456,-0.22095684373411814
TEMP_R000389,389,3,39.4,39.32541417124621,38.793984962448135,0.5314292087980734,39.32541417124621,0.18037292398267846,0.15927151791678704,0.19178476689860785
TEMP_R000390,390,1,39.2,39.185784511779225,38.780562658734105,0.4052218530451194,39.185784511779225,0.0790010935453933,0.10804989470458215,0.21817086479514394
TEMP_R000391,391,4,39.0,39.01032888260867,38.79926289983865,0.21106598277001584,39.01032888260867,0.05320332849049189,0.05364302580626832,0.10421962847325564
TEMP_R000392,392,1,38.8,38.54189567922226,38.780562658734105,-0.23866697951184015,38.541895679222264,-0.04881254748817108,-0.06516637436650102,-0.12468805765716806
TEMP_R000393,393,4,38.9,38.90586647125911,38.79926289983865,0.1066035714204509,38.9058664712591,0.02802871657531966,0.029920917048014715,0.04865393779711653
TEMP_R000394,394,2,38.6,38.58184845566265,38.78227848047716,-0.20043002481451094,38.58184845566265,-0.040835121228209675,-0.03998107293639082,-0.11961383064991044
TEMP_R000395,395,1,39.1,39.08190499360579,38.780562658734105,0.3013423348716836,39.08190499360579,0.05861672074304662,0.07903739281605916,0.16368822131257782
TEMP_R000396,396,3,39.0,38.969016471239385,38.793984962448135,0.17503150879125662,38.96901647123939,0.05154185933449853,0.054899034511596854,0.06859061494516124
TEMP_R000397,397,2,39.1,39.23244428621325,38.78227848047716,0.4501658057360817,39.232444286213244,0.14806469288809254,0.05195652411300905,0.25014458873498013
TEMP_R000398,398,2,39.9,39.94248398148775,38.78227848047716,1.1602055010105792,39.94248398148774,0.26612707671078184,0.25881611747415917,0.6352623068256382
TEMP_R000399,399,5,39.4,39.41163283530069,38.79452380910577,0.6171090261949135,39.41163283530068,0.11868578835686079,0.15166758572398112,0.34675565211407156
TEMP_R000400,400,5,39.3,39.30665837155076,38.79452380910577,0.5121345624449799,39.306658371550746,0.09749298169630505,0.12731235337463262,0.28732922737404226
TEMP_R000997,997,1,40.1,39.96627860164304,38.780562658734105,1.185715942908935,39.96627860164304,0.248879316177196,0.37186802966875065,0.5649685970629884
TEMP_R000998,998,5,38.9,39.1310975158856,38.79452380910577,0.3365737067798181,39.131097515885585,0.04098813783020382,0.06254326247579688,0.23304230647381746
TEMP_R000999,999,5,39.4,39.152327632486696,38.79452380910577,0.3578038233809201,39.15232763248669,0.046039742853305074,0.10626789777255687,0.20549618275505813
TEMP_R001000,1000,4,39.2,38.94287745910246,38.79926289983865,0.1436145592638102,38.94287745910246,0.018967575816229067,0.010221609010588578,0.11442537443699255
TEMP_R001001,1001,4,39.0,39.37482574925584,38.79926289983865,0.5755628494171858,39.37482574925584,0.1351272594153938,0.14546663376852934,0.29496895623326264
TEMP_R001002,1002,2,39.3,39.46928712306741,38.78227848047716,0.6870086425902486,39.46928712306741,0.16458010093546666,0.13593949122923984,0.3864890504255421
TEMP_R001003,1003,3,39.1,39.37191002543787,38.793984962448135,0.5779250629897392,39.37191002543788,0.1884790069016736,0.15160941957543803,0.23783663651262762
TEMP_R001004,1004,5,39.6,39.3517712866371,38.79452380910577,0.5572474775313232,39.35177128663709,0.09458140580283386,0.13226184189034984,0.33040422983813944
TEMP_R001005,1005,1,39.4,39.42408752443916,38.780562658734105,0.6435248657050497,39.42408752443915,0.13336637869255644,0.1617814675355495,0.3483770194769438
TEMP_R001006,1006,1,39.9,39.866541240128186,38.780562658734105,1.0859785813940799,39.866541240128186,0.19182795636971656,0.32918202796137486,0.5649685970629884
TEMP_R001007,1007,2,39.3,39.59043153847233,38.78227848047716,0.8081530579951572,39.590431538472316,0.20446595952463134,0.19724175788038684,0.40644534059013904
TEMP_R001008,1008,2,39.4,39.248344392211024,38.78227848047716,0.46606591173386025,39.24834439221102,0.10630294396885366,0.11126089343148085,0.24850207433352572
TEMP_R001009,1009,3,40.0,39.924354054424114,38.793984962448135,1.1303690919759788,39.924354054424114,0.34778216748621343,0.37964051896782186,0.40294640552194344
TEMP_R001010,1010,1,39.5,39.393338099869005,38.780562658734105,0.6127754411348956,39.393338099869,0.1363425585892346,0.17301997115711543,0.30341291138854554
TEMP_R001011,1011,3,39.8,39.93282528933411,38.793984962448135,1.1388403268859788,39.93282528933411,0.364670742825798,0.3712231785382375,0.40294640552194344
TEMP_R001012,1012,4,39.4,39.538760706236445,38.79926289983865,0.7394978063977832,39.53876070623644,0.2101995581443354,0.18329902951429175,0.345999218739156
TEMP_R001013,1013,1,39.6,39.783918498462654,38.780562658734105,1.0033558397285478,39.783918498462654,0.1671170403989651,0.3978174262038874,0.4384213731256953
TEMP_R001014,1014,3,38.6,38.94113970587117,38.793984962448135,0.1471547434230432,38.94113970587118,0.00459175974436126,0.046707550898690005,0.09585543277999192
TEMP_R001015,1015,1,39.2,39.09009853190078,38.780562658734105,0.3095358731666722,39.09009853190078,0.02605143010773333,0.08885033612790674,0.1946341069310321
TEMP_R001016,1016,4,38.8,38.75999801259629,38.79926289983865,-0.039264887242369415,38.759998012596284,-0.03586177647490284,-0.019508568969488427,0.016105458202021847
TEMP_R001017,1017,2,39.1,39.20416897490939,38.78227848047716,0.42189049443222715,39.204168974909386,0.07884364582899521,0.11565347822570994,0.22739337037752197
