RecordID,MeasurementUnitID,CowKey,EarTemperature_C,CoreReferenceTemperature_C,AmbientTemperature_C,MeasurementTime_hour,SequenceInCow,DataClass,Source,SourceWeight
MEAS_R000256,MEAS_UNIT_000256,C017,38.2,39.0,37.7,15.0,2,measured,S01,1.0
MEAS_R000257,MEAS_UNIT_000257,C017,36.6,39.3,34.5,18.0,1,measured,S01,1.0
MEAS_R000258,MEAS_UNIT_000258,C017,35.9,39.1,33.0,19.0,1,measured,S01,1.0
MEAS_R000259,MEAS_UNIT_000259,C017,36.7,39.6,34.5,19.0,2,measured,S01,1.0
MEAS_R000260,MEAS_UNIT_000260,C017,36.7,39.4,34.4,20.0,3,measured,S01,1.0
MEAS_R000261,MEAS_UNIT_000261,C017,35.5,39.9,33.1,21.0,2,measured,S01,1.0
MEAS_R000262,MEAS_UNIT_000262,C017,36.0,39.3,32.9,21.0,4,measured,S01,1.0
MEAS_R000263,MEAS_UNIT_000263,C017,36.6,39.4,33.9,21.0,2,measured,S01,1.0
MEAS_R000264,MEAS_UNIT_000264,C017,35.3,40.0,32.3,22.0,3,measured,S01,1.0
MEAS_R000265,MEAS_UNIT_000265,C017,36.2,39.5,32.9,22.0,3,measured,S01,1.0
MEAS_R000266,MEAS_UNIT_000266,C017,34.8,39.8,31.4,23.0,4,measured,S01,1.0
MEAS_R000267,MEAS_UNIT_000267,C017,35.7,39.4,31.9,23.0,4,measured,S01,1.0
MEAS_R000268,MEAS_UNIT_000268,C020,32.0,39.6,27.4,1.0,1,measured,S01,1.0
MEAS_R000269,MEAS_UNIT_000269,C020,35.9,38.6,33.4,12.0,1,measured,S01,1.0
MEAS_R000270,MEAS_UNIT_000270,C020,35.8,39.2,34.1,13.0,1,measured,S01,1.0
MEAS_R000271,MEAS_UNIT_000271,C020,36.2,38.8,33.7,13.0,2,measured,S01,1.0
MEAS_R000272,MEAS_UNIT_000272,C020,37.7,39.1,36.9,14.0,2,measured,S01,1.0
MEAS_R000273,MEAS_UNIT_000273,C020,36.6,39.1,35.0,15.0,3,measured,S01,1.0
MEAS_R000274,MEAS_UNIT_000274,C020,37.0,39.5,35.5,19.0,1,measured,S01,1.0
MEAS_R000275,MEAS_UNIT_000275,C020,37.1,40.2,35.5,19.0,1,measured,S01,1.0
MEAS_R000276,MEAS_UNIT_000276,C020,38.2,39.5,37.8,20.0,2,measured,S01,1.0
MEAS_R000277,MEAS_UNIT_000277,C020,35.0,39.6,33.2,21.0,3,measured,S01,1.0
MEAS_R000278,MEAS_UNIT_000278,C020,36.6,38.6,34.3,21.0,3,measured,S01,1.0
MEAS_R000279,MEAS_UNIT_000279,C020,37.3,40.4,35.6,21.0,2,measured,S01,1.0
MEAS_R000280,MEAS_UNIT_000280,C020,34.5,39.5,32.1,22.0,4,measured,S01,1.0
MEAS_R000281,MEAS_UNIT_000281,C020,37.0,40.2,35.2,22.0,4,measured,S01,1.0
MEAS_R000282,MEAS_UNIT_000282,C020,33.9,39.5,30.9,23.0,5,measured,S01,1.0
MEAS_R000283,MEAS_UNIT_000283,C020,36.2,40.2,33.9,23.0,5,measured,S01,1.0
MEAS_R000284,MEAS_UNIT_000284,C009,32.1,40.4,23.6,1.0,1,measured,S01,1.0
MEAS_R000285,MEAS_UNIT_000285,C009,36.1,39.3,32.5,13.0,1,measured,S01,1.0
MEAS_R000286,MEAS_UNIT_000286,C009,37.2,39.4,35.4,14.0,1,measured,S01,1.0
MEAS_R000287,MEAS_UNIT_000287,C009,39.3,39.5,38.8,15.0,2,measured,S01,1.0
MEAS_R000288,MEAS_UNIT_000288,C009,36.1,39.5,32.8,19.0,2,measured,S01,1.0
MEAS_R000289,MEAS_UNIT_000289,C009,36.4,40.5,32.3,21.0,3,measured,S01,1.0
MEAS_R000290,MEAS_UNIT_000290,C009,36.7,38.7,33.0,21.0,2,measured,S01,1.0
MEAS_R000291,MEAS_UNIT_000291,C009,33.4,40.8,26.5,23.0,5,measured,S01,1.0
MEAS_R000292,MEAS_UNIT_000292,C009,34.6,40.6,29.6,24.0,7,measured,S01,1.0
MEAS_R000293,MEAS_UNIT_000293,C012,34.1,40.3,30.2,1.0,1,measured,S01,1.0
MEAS_R000294,MEAS_UNIT_000294,C012,37.0,39.1,35.0,13.0,1,measured,S01,1.0
MEAS_R000295,MEAS_UNIT_000295,C012,36.6,39.0,35.0,14.0,2,measured,S01,1.0
MEAS_R000296,MEAS_UNIT_000296,C012,37.9,39.0,36.9,15.0,3,measured,S01,1.0
MEAS_R000297,MEAS_UNIT_000297,C012,38.4,39.7,37.9,15.0,1,measured,S01,1.0
MEAS_R000298,MEAS_UNIT_000298,C012,38.9,39.5,38.8,18.0,1,measured,S01,1.0
MEAS_R000299,MEAS_UNIT_000299,C012,37.4,39.5,36.0,19.0,1,measured,S01,1.0
MEAS_R000300,MEAS_UNIT_000300,C012,37.7,39.5,36.2,19.0,2,measured,S01,1.0
MEAS_R000301,MEAS_UNIT_000301,C012,37.5,39.8,35.7,20.0,2,measured,S01,1.0
MEAS_R000302,MEAS_UNIT_000302,C012,36.8,40.0,35.0,21.0,3,measured,S01,1.0
MEAS_R000303,MEAS_UNIT_000303,C012,38.2,39.4,36.8,21.0,4,measured,S01,1.0
MEAS_R000304,MEAS_UNIT_000304,C012,36.2,40.6,34.3,22.0,4,measured,S01,1.0
MEAS_R000305,MEAS_UNIT_000305,C012,35.0,40.5,32.7,23.0,5,measured,S01,1.0
MEAS_R000306,MEAS_UNIT_000306,C006,30.1,39.8,23.5,1.0,1,measured,S01,1.0
MEAS_R000307,MEAS_UNIT_000307,C006,35.1,38.5,31.4,13.0,2,measured,S01,1.0
MEAS_R000308,MEAS_UNIT_000308,C006,35.8,38.6,32.5,13.0,1,measured,S01,1.0
MEAS_R000309,MEAS_UNIT_000309,C006,35.3,39.3,31.8,14.0,3,measured,S01,1.0
MEAS_R000310,MEAS_UNIT_000310,C006,37.4,38.5,36.1,15.0,2,measured,S01,1.0
MEAS_R000311,MEAS_UNIT_000311,C006,38.1,39.7,36.5,15.0,4,measured,S01,1.0
MEAS_R000312,MEAS_UNIT_000312,C006,35.3,38.4,32.1,19.0,1,measured,S01,1.0
MEAS_R000313,MEAS_UNIT_000313,C006,36.4,38.9,33.4,19.0,1,measured,S01,1.0
MEAS_R000314,MEAS_UNIT_000314,C006,34.4,39.4,30.8,21.0,3,measured,S01,1.0
MEAS_R000315,MEAS_UNIT_000315,C006,35.3,38.5,31.5,21.0,2,measured,S01,1.0
MEAS_R000316,MEAS_UNIT_000316,C006,34.0,39.4,29.9,22.0,4,measured,S01,1.0
MEAS_R000317,MEAS_UNIT_000317,C006,35.1,39.9,30.6,22.0,2,measured,S01,1.0
MEAS_R000318,MEAS_UNIT_000318,C006,33.3,39.6,28.0,23.0,5,measured,S01,1.0
MEAS_R000319,MEAS_UNIT_000319,C006,32.8,40.0,27.7,24.0,7,measured,S01,1.0
MEAS_R000320,MEAS_UNIT_000320,C015,31.7,38.9,26.6,1.0,1,measured,S01,1.0
MEAS_R000321,MEAS_UNIT_000321,C015,34.7,38.2,32.0,12.0,1,measured,S01,1.0
MEAS_R000322,MEAS_UNIT_000322,C015,34.7,39.7,32.2,12.0,1,measured,S01,1.0
MEAS_R000323,MEAS_UNIT_000323,C015,34.6,38.2,32.1,13.0,2,measured,S01,1.0
MEAS_R000324,MEAS_UNIT_000324,C015,34.9,38.5,32.4,13.0,2,measured,S01,1.0
MEAS_R000325,MEAS_UNIT_000325,C015,36.6,38.3,35.5,14.0,3,measured,S01,1.0
MEAS_R000326,MEAS_UNIT_000326,C015,36.9,38.2,35.6,14.0,3,measured,S01,1.0
MEAS_R000327,MEAS_UNIT_000327,C015,36.5,38.2,34.8,15.0,4,measured,S01,1.0
MEAS_R000328,MEAS_UNIT_000328,C015,36.9,38.0,35.3,15.0,4,measured,S01,1.0
MEAS_R000329,MEAS_UNIT_000329,C015,35.8,39.2,33.3,18.0,1,measured,S01,1.0
MEAS_R000330,MEAS_UNIT_000330,C015,35.5,38.5,33.2,19.0,1,measured,S01,1.0
MEAS_R000331,MEAS_UNIT_000331,C015,35.5,39.0,33.1,19.0,2,measured,S01,1.0
MEAS_R000332,MEAS_UNIT_000332,C015,35.6,39.7,33.0,20.0,3,measured,S01,1.0
MEAS_R000333,MEAS_UNIT_000333,C015,34.6,40.0,30.4,21.0,4,measured,S01,1.0
MEAS_R000334,MEAS_UNIT_000334,C015,35.1,38.5,32.4,21.0,2,measured,S01,1.0
MEAS_R000335,MEAS_UNIT_000335,C015,34.2,38.4,30.8,22.0,3,measured,S01,1.0
MEAS_R000336,MEAS_UNIT_000336,C015,35.0,38.8,31.4,22.0,2,measured,S01,1.0
MEAS_R000337,MEAS_UNIT_000337,C015,33.8,39.1,29.5,23.0,3,measured,S01,1.0
MEAS_R000338,MEAS_UNIT_000338,C007,35.7,40.1,29.0,1.0,1,measured,S01,1.0
MEAS_R000339,MEAS_UNIT_000339,C007,36.5,38.4,32.1,12.0,1,measured,S01,1.0
MEAS_R000340,MEAS_UNIT_000340,C007,37.4,39.8,32.8,12.0,1,measured,S01,1.0
MEAS_R000341,MEAS_UNIT_000341,C007,36.5,38.5,31.7,13.0,2,measured,S01,1.0
MEAS_R000342,MEAS_UNIT_000342,C007,37.4,40.0,33.3,13.0,2,measured,S01,1.0
MEAS_R000343,MEAS_UNIT_000343,C007,37.1,39.3,33.5,14.0,3,measured,S01,1.0
MEAS_R000344,MEAS_UNIT_000344,C007,39.2,39.9,37.2,14.0,3,measured,S01,1.0
MEAS_R000345,MEAS_UNIT_000345,C007,38.3,39.7,35.7,15.0,4,measured,S01,1.0
MEAS_R000346,MEAS_UNIT_000346,C007,38.9,39.7,35.9,15.0,4,measured,S01,1.0
MEAS_R000347,MEAS_UNIT_000347,C007,37.6,39.5,33.4,18.0,1,measured,S01,1.0
MEAS_R000348,MEAS_UNIT_000348,C007,37.6,39.7,34.2,19.0,2,measured,S01,1.0
MEAS_R000349,MEAS_UNIT_000349,C007,36.9,39.6,33.8,20.0,3,measured,S01,1.0
MEAS_R000350,MEAS_UNIT_000350,C007,36.9,39.3,32.4,21.0,2,measured,S01,1.0
MEAS_R000351,MEAS_UNIT_000351,C007,37.7,40.7,33.1,21.0,1,measured,S01,1.0
MEAS_R000352,MEAS_UNIT_000352,C007,35.0,39.2,28.7,22.0,3,measured,S01,1.0
MEAS_R000353,MEAS_UNIT_000353,C007,35.2,39.4,30.1,22.0,4,measured,S01,1.0
MEAS_R000354,MEAS_UNIT_000354,C007,37.2,40.6,31.8,22.0,2,measured,S01,1.0
MEAS_R000355,MEAS_UNIT_000355,C007,34.9,38.3,27.6,23.0,4,measured,S01,1.0
MEAS_R000356,MEAS_UNIT_000356,C007,34.6,40.2,27.1,24.0,5,measured,S01,1.0
MEAS_R000357,MEAS_UNIT_000357,C013,29.3,39.3,20.6,1.0,1,measured,S01,1.0
MEAS_R000358,MEAS_UNIT_000358,C013,34.7,38.7,30.0,12.0,1,measured,S01,1.0
MEAS_R000359,MEAS_UNIT_000359,C013,35.2,38.6,30.9,13.0,2,measured,S01,1.0
MEAS_R000360,MEAS_UNIT_000360,C013,34.8,38.6,30.3,19.0,1,measured,S01,1.0
MEAS_R000361,MEAS_UNIT_000361,C013,35.8,39.3,32.1,19.0,2,measured,S01,1.0
MEAS_R000362,MEAS_UNIT_000362,C013,34.5,39.2,29.7,21.0,4,measured,S01,1.0
MEAS_R000363,MEAS_UNIT_000363,C013,34.8,38.5,29.8,21.0,2,measured,S01,1.0
MEAS_R000364,MEAS_UNIT_000364,C013,33.8,39.1,27.6,22.0,6,measured,S01,1.0
MEAS_R000365,MEAS_UNIT_000365,C013,33.0,39.1,25.7,23.0,9,measured,S01,1.0
MEAS_R000366,MEAS_UNIT_000366,C013,32.9,39.0,25.3,24.0,10,measured,S01,1.0
MEAS_R000367,MEAS_UNIT_000367,C024,36.1,38.0,34.0,12.0,1,measured,S01,1.0
MEAS_R000368,MEAS_UNIT_000368,C024,36.0,38.0,33.2,13.0,2,measured,S01,1.0
MEAS_R000369,MEAS_UNIT_000369,C024,36.9,38.6,34.5,13.0,1,measured,S01,1.0
MEAS_R000370,MEAS_UNIT_000370,C024,36.0,38.3,33.0,14.0,3,measured,S01,1.0
MEAS_R000371,MEAS_UNIT_000371,C024,37.1,38.3,35.1,14.0,2,measured,S01,1.0
MEAS_R000372,MEAS_UNIT_000372,C024,37.7,38.2,36.2,15.0,3,measured,S01,1.0
MEAS_R000373,MEAS_UNIT_000373,C024,38.2,38.4,37.2,15.0,4,measured,S01,1.0
MEAS_R000374,MEAS_UNIT_000374,C024,37.7,38.7,35.7,19.0,1,measured,S01,1.0
MEAS_R000375,MEAS_UNIT_000375,C024,36.7,38.2,33.9,20.0,1,measured,S01,1.0
MEAS_R000376,MEAS_UNIT_000376,C024,37.9,38.9,35.1,20.0,2,measured,S01,1.0
MEAS_R000377,MEAS_UNIT_000377,C024,35.4,40.4,31.9,21.0,1,measured,S01,1.0
MEAS_R000378,MEAS_UNIT_000378,C024,36.5,38.4,33.6,21.0,2,measured,S01,1.0
MEAS_R000379,MEAS_UNIT_000379,C024,38.1,39.2,35.1,21.0,3,measured,S01,1.0
MEAS_R000380,MEAS_UNIT_000380,C024,35.9,41.2,32.3,22.0,2,measured,S01,1.0
MEAS_R000381,MEAS_UNIT_000381,C024,36.3,38.5,33.3,22.0,3,measured,S01,1.0
MEAS_R000382,MEAS_UNIT_000382,C024,35.2,40.5,30.6,23.0,3,measured,S01,1.0
MEAS_R000383,MEAS_UNIT_000383,C024,34.0,40.2,28.8,24.0,4,measured,S01,1.0
MEAS_R000384,MEAS_UNIT_000384,C001,31.9,38.2,7.2,12.0,6,measured,S01,1.0
MEAS_R000385,MEAS_UNIT_000385,C001,30.7,38.3,11.2,16.0,13,measured,S01,1.0
MEAS_R000386,MEAS_UNIT_000386,C001,32.5,38.3,12.3,17.0,14,measured,S01,1.0
MEAS_R000387,MEAS_UNIT_000387,C001,35.3,38.2,14.4,14.0,10,measured,S01,1.0
MEAS_R000388,MEAS_UNIT_000388,C002,36.7,39.0,5.2,15.0,13,measured,S01,1.0
MEAS_R000389,MEAS_UNIT_000389,C002,34.2,39.0,4.8,12.0,6,measured,S01,1.0
MEAS_R000390,MEAS_UNIT_000390,C002,33.4,39.0,11.7,12.0,7,measured,S01,1.0
MEAS_R000391,MEAS_UNIT_000391,C002,34.8,39.0,8.0,13.0,10,measured,S01,1.0
MEAS_R000392,MEAS_UNIT_000392,C003,32.8,38.5,6.0,15.0,12,measured,S01,1.0
MEAS_R000393,MEAS_UNIT_000393,C003,34.1,38.6,10.9,11.0,3,measured,S01,1.0
MEAS_R000394,MEAS_UNIT_000394,C003,32.9,38.5,6.4,15.0,13,measured,S01,1.0
MEAS_R000395,MEAS_UNIT_000395,C003,32.0,38.5,8.0,12.0,6,measured,S01,1.0
MEAS_R000396,MEAS_UNIT_000396,C003,34.7,38.6,10.4,16.0,14,measured,S01,1.0
MEAS_R000397,MEAS_UNIT_000397,C004,29.6,37.6,4.9,23.0,16,measured,S01,1.0
MEAS_R000398,MEAS_UNIT_000398,C004,30.9,37.7,3.0,20.0,14,measured,S01,1.0
MEAS_R000399,MEAS_UNIT_000399,C004,28.8,37.7,2.9,23.0,17,measured,S01,1.0
MEAS_R000400,MEAS_UNIT_000400,C004,27.6,37.5,7.5,13.0,10,measured,S01,1.0
MEAS_R000401,MEAS_UNIT_000401,C004,32.1,37.6,7.6,8.0,2,measured,S01,1.0
MEAS_R000402,MEAS_UNIT_000402,C005,31.1,37.8,21.0,0.0,2,measured,S01,1.0
MEAS_R000403,MEAS_UNIT_000403,C005,35.8,37.7,28.9,15.0,4,measured,S01,1.0
MEAS_R000404,MEAS_UNIT_000404,C005,36.5,37.9,34.0,16.0,2,measured,S01,1.0
MEAS_R000405,MEAS_UNIT_000405,C005,36.3,37.7,32.3,17.0,5,measured,S01,1.0
MEAS_R000406,MEAS_UNIT_000406,C006,33.4,39.5,30.1,23.0,6,measured,S01,1.0
MEAS_R000407,MEAS_UNIT_000407,C006,29.3,39.6,25.1,4.0,2,measured,S01,1.0
MEAS_R000408,MEAS_UNIT_000408,C006,34.6,39.4,33.0,11.0,1,measured,S01,1.0
MEAS_R000409,MEAS_UNIT_000409,C006,34.7,38.7,33.3,15.0,3,measured,S01,1.0
MEAS_R000410,MEAS_UNIT_000410,C008,34.2,38.2,6.0,2.0,3,measured,S01,1.0
MEAS_R000411,MEAS_UNIT_000411,C008,33.9,38.2,7.9,1.0,2,measured,S01,1.0
MEAS_R000412,MEAS_UNIT_000412,C008,30.1,38.1,7.6,9.0,5,measured,S01,1.0
MEAS_R000413,MEAS_UNIT_000413,C008,33.5,38.1,7.5,10.0,7,measured,S01,1.0
MEAS_R000414,MEAS_UNIT_000414,C008,33.2,38.2,8.4,15.0,12,measured,S01,1.0
MEAS_R000415,MEAS_UNIT_000415,C009,35.9,39.7,33.8,18.0,1,measured,S01,1.0
MEAS_R000416,MEAS_UNIT_000416,C009,34.8,40.4,27.3,22.0,4,measured,S01,1.0
MEAS_R000417,MEAS_UNIT_000417,C009,35.7,40.4,32.0,2.0,2,measured,S01,1.0
MEAS_R000418,MEAS_UNIT_000418,C009,32.6,40.5,22.0,23.0,6,measured,S01,1.0
MEAS_R000419,MEAS_UNIT_000419,C009,35.6,39.6,31.7,16.0,3,measured,S01,1.0
MEAS_R000420,MEAS_UNIT_000420,C009,36.1,39.6,32.2,16.0,2,measured,S01,1.0
MEAS_R000421,MEAS_UNIT_000421,C009,39.8,39.5,40.4,18.0,4,measured,S01,1.0
MEAS_R000422,MEAS_UNIT_000422,C009,36.9,39.7,32.0,18.0,1,measured,S01,1.0
MEAS_R000423,MEAS_UNIT_000423,C010,34.0,38.7,28.2,21.0,3,measured,S01,1.0
MEAS_R000424,MEAS_UNIT_000424,C010,35.9,38.6,32.6,19.0,3,measured,S01,1.0
MEAS_R000425,MEAS_UNIT_000425,C010,36.2,38.8,31.3,21.0,1,measured,S01,1.0
MEAS_R000426,MEAS_UNIT_000426,C010,34.5,38.7,30.1,21.0,4,measured,S01,1.0
MEAS_R000427,MEAS_UNIT_000427,C011,31.2,38.3,14.2,1.0,1,measured,S01,1.0
MEAS_R000428,MEAS_UNIT_000428,C011,29.5,38.3,11.7,21.0,13,measured,S01,1.0
MEAS_R000429,MEAS_UNIT_000429,C011,31.1,38.4,8.5,23.0,16,measured,S01,1.0
MEAS_R000430,MEAS_UNIT_000430,C011,27.7,38.1,9.9,12.0,6,measured,S01,1.0
MEAS_R000431,MEAS_UNIT_000431,C011,29.1,38.2,16.8,11.0,4,measured,S01,1.0
MEAS_R000432,MEAS_UNIT_000432,C011,30.0,38.2,19.1,10.0,2,measured,S01,1.0
MEAS_R000433,MEAS_UNIT_000433,C011,30.8,38.1,20.0,15.0,11,measured,S01,1.0
MEAS_R000434,MEAS_UNIT_000434,C011,34.0,38.1,24.4,14.0,9,measured,S01,1.0
MEAS_R000435,MEAS_UNIT_000435,C012,37.1,39.5,35.2,20.0,3,measured,S01,1.0
MEAS_R000436,MEAS_UNIT_000436,C012,35.7,40.2,31.9,19.0,2,measured,S01,1.0
MEAS_R000437,MEAS_UNIT_000437,C012,35.5,40.3,35.9,20.0,3,measured,S01,1.0
MEAS_R000438,MEAS_UNIT_000438,C012,32.7,40.4,27.0,23.0,6,measured,S01,1.0
MEAS_R000439,MEAS_UNIT_000439,C013,35.3,39.0,30.5,18.0,1,measured,S01,1.0
MEAS_R000440,MEAS_UNIT_000440,C013,34.0,39.1,31.3,22.0,7,measured,S01,1.0
MEAS_R000441,MEAS_UNIT_000441,C013,35.3,38.7,31.4,22.0,3,measured,S01,1.0
MEAS_R000442,MEAS_UNIT_000442,C013,34.6,39.1,29.2,21.0,5,measured,S01,1.0
MEAS_R000443,MEAS_UNIT_000443,C013,34.4,39.1,24.9,2.0,2,measured,S01,1.0
MEAS_R000444,MEAS_UNIT_000444,C013,34.1,39.1,22.9,22.0,8,measured,S01,1.0
MEAS_R000445,MEAS_UNIT_000445,C013,28.5,39.1,18.2,4.0,3,measured,S01,1.0
MEAS_R000446,MEAS_UNIT_000446,C014,29.6,38.0,8.2,13.0,11,measured,S01,1.0
MEAS_R000447,MEAS_UNIT_000447,C014,30.5,38.3,7.7,9.0,2,measured,S01,1.0
MEAS_R000448,MEAS_UNIT_000448,C014,33.0,38.3,3.6,10.0,3,measured,S01,1.0
MEAS_R000449,MEAS_UNIT_000449,C014,32.8,38.3,6.1,10.0,4,measured,S01,1.0
MEAS_R000450,MEAS_UNIT_000450,C016,34.3,38.6,9.9,16.0,11,measured,S01,1.0
MEAS_R000451,MEAS_UNIT_000451,C016,33.5,38.7,5.8,17.0,12,measured,S01,1.0
MEAS_R000452,MEAS_UNIT_000452,C016,30.6,38.7,2.8,0.0,2,measured,S01,1.0
MEAS_R000453,MEAS_UNIT_000453,C016,31.0,38.8,2.3,20.0,14,measured,S01,1.0
MEAS_R000454,MEAS_UNIT_000454,C016,27.6,38.7,7.0,23.0,17,measured,S01,1.0
MEAS_R000455,MEAS_UNIT_000455,C016,31.0,38.7,4.5,9.0,3,measured,S01,1.0
MEAS_R000456,MEAS_UNIT_000456,C016,31.1,38.8,4.5,9.0,4,measured,S01,1.0
MEAS_R000457,MEAS_UNIT_000457,C016,30.8,38.6,11.7,12.0,7,measured,S01,1.0
MEAS_R000458,MEAS_UNIT_000458,C017,35.0,39.0,36.3,15.0,3,measured,S01,1.0
MEAS_R000459,MEAS_UNIT_000459,C017,39.3,39.4,40.9,16.0,3,measured,S01,1.0
MEAS_R000460,MEAS_UNIT_000460,C018,30.7,38.8,2.9,3.0,4,measured,S01,1.0
MEAS_R000461,MEAS_UNIT_000461,C018,32.7,38.8,4.6,9.0,8,measured,S01,1.0
MEAS_R000462,MEAS_UNIT_000462,C018,32.5,38.8,5.4,14.0,11,measured,S01,1.0
MEAS_R000463,MEAS_UNIT_000463,C018,34.0,38.8,6.3,15.0,13,measured,S01,1.0
MEAS_R000464,MEAS_UNIT_000464,C018,33.0,38.8,8.8,15.0,14,measured,S01,1.0
MEAS_R000465,MEAS_UNIT_000465,C019,36.8,39.4,31.3,21.0,2,measured,S01,1.0
MEAS_R000466,MEAS_UNIT_000466,C019,35.4,39.5,30.8,22.0,5,measured,S01,1.0
MEAS_R000467,MEAS_UNIT_000467,C019,37.4,39.5,32.5,23.0,2,measured,S01,1.0
MEAS_R000468,MEAS_UNIT_000468,C019,34.4,39.5,29.0,20.0,4,measured,S01,1.0
MEAS_R000469,MEAS_UNIT_000469,C020,38.4,40.2,32.0,21.0,3,measured,S01,1.0
MEAS_R000470,MEAS_UNIT_000470,C020,32.8,39.6,33.3,2.0,2,measured,S01,1.0
MEAS_R000471,MEAS_UNIT_000471,C021,30.7,38.3,9.4,1.0,1,measured,S01,1.0
MEAS_R000472,MEAS_UNIT_000472,C021,30.0,38.3,7.7,21.0,14,measured,S01,1.0
MEAS_R000473,MEAS_UNIT_000473,C021,27.2,38.3,10.1,1.0,2,measured,S01,1.0
MEAS_R000474,MEAS_UNIT_000474,C021,31.1,38.2,12.3,12.0,6,measured,S01,1.0
MEAS_R000475,MEAS_UNIT_000475,C021,31.6,38.2,12.8,13.0,9,measured,S01,1.0
MEAS_R000476,MEAS_UNIT_000476,C021,32.9,38.3,15.1,11.0,4,measured,S01,1.0
MEAS_R000477,MEAS_UNIT_000477,C021,31.8,38.2,23.2,12.0,7,measured,S01,1.0
MEAS_R000478,MEAS_UNIT_000478,C021,32.0,38.2,18.8,13.0,10,measured,S01,1.0
MEAS_R000479,MEAS_UNIT_000479,C022,32.5,38.4,8.6,21.0,13,measured,S01,1.0
MEAS_R000480,MEAS_UNIT_000480,C022,30.7,38.4,2.3,21.0,14,measured,S01,1.0
MEAS_R000481,MEAS_UNIT_000481,C022,25.5,38.4,4.6,22.0,16,measured,S01,1.0
MEAS_R000482,MEAS_UNIT_000482,C023,33.8,38.9,12.0,17.0,12,measured,S01,1.0
MEAS_R000483,MEAS_UNIT_000483,C023,36.7,38.9,8.3,13.0,8,measured,S01,1.0
MEAS_R000484,MEAS_UNIT_000484,C023,31.6,39.1,9.8,20.0,14,measured,S01,1.0
MEAS_R000485,MEAS_UNIT_000485,C024,38.4,39.0,35.9,21.0,4,measured,S01,1.0
MEAS_R000486,MEAS_UNIT_000486,C025,27.5,39.4,12.6,10.0,4,measured,S01,1.0
MEAS_R000487,MEAS_UNIT_000487,C025,29.8,39.4,14.5,15.0,11,measured,S01,1.0
MEAS_R000488,MEAS_UNIT_000488,C025,31.5,39.4,15.8,12.0,6,measured,S01,1.0
MEAS_R000489,MEAS_UNIT_000489,C025,30.9,39.4,22.3,11.0,5,measured,S01,1.0
MEAS_R000490,MEAS_UNIT_000490,C025,31.6,39.3,20.5,18.0,12,measured,S01,1.0
MEAS_R000491,MEAS_UNIT_000491,C025,30.9,39.5,10.9,19.0,13,measured,S01,1.0
MEAS_R000492,MEAS_UNIT_000492,C025,31.1,39.5,11.3,19.0,14,measured,S01,1.0
MEAS_R000493,MEAS_UNIT_000493,C025,31.4,39.4,11.4,1.0,2,measured,S01,1.0
MEAS_R000494,MEAS_UNIT_000494,C026,32.1,38.6,3.1,1.0,3,measured,S01,1.0
MEAS_R000495,MEAS_UNIT_000495,C026,27.8,38.7,8.6,22.0,15,measured,S01,1.0
MEAS_R000496,MEAS_UNIT_000496,C026,35.0,38.7,10.4,10.0,6,measured,S01,1.0
MEAS_R000497,MEAS_UNIT_000497,C026,32.5,38.7,14.4,16.0,10,measured,S01,1.0
MEAS_R000498,MEAS_UNIT_000498,C026,31.4,38.7,8.2,17.0,11,measured,S01,1.0
MEAS_R000499,MEAS_UNIT_000499,C026,29.3,38.7,6.8,22.0,16,measured,S01,1.0
MEAS_R000500,MEAS_UNIT_000500,C026,31.5,38.6,6.2,0.0,2,measured,S01,1.0
MEAS_R000501,MEAS_UNIT_000501,C026,31.2,38.6,8.7,1.0,4,measured,S01,1.0
MEAS_R000502,MEAS_UNIT_000502,C026,28.1,38.7,7.8,3.0,5,measured,S01,1.0
MEAS_R000503,MEAS_UNIT_000503,C026,34.4,38.6,9.6,14.0,8,measured,S01,1.0
MEAS_R000504,MEAS_UNIT_000504,C027,31.6,39.0,8.7,2.0,3,measured,S01,1.0
MEAS_R000505,MEAS_UNIT_000505,C027,30.9,39.0,3.8,1.0,2,measured,S01,1.0
MEAS_R000506,MEAS_UNIT_000506,C027,30.1,38.6,7.7,12.0,8,measured,S01,1.0
MEAS_R000507,MEAS_UNIT_000507,C027,32.3,39.8,3.4,10.0,4,measured,S01,1.0
MEAS_R000508,MEAS_UNIT_000508,C027,30.5,38.8,6.1,13.0,11,measured,S01,1.0
MEAS_R000509,MEAS_UNIT_000509,C028,33.4,40.3,28.7,3.0,2,measured,S01,1.0
MEAS_R000510,MEAS_UNIT_000510,C028,36.6,40.2,37.5,11.0,1,measured,S01,1.0
MEAS_R000511,MEAS_UNIT_000511,C028,35.9,40.2,37.5,16.0,5,measured,S01,1.0
MEAS_R000512,MEAS_UNIT_000512,C028,37.5,40.2,38.4,17.0,6,measured,S01,1.0
MEAS_R000513,MEAS_UNIT_000513,C029,34.2,38.3,5.2,14.0,10,measured,S01,1.0
MEAS_R000514,MEAS_UNIT_000514,C029,34.6,38.4,10.9,16.0,13,measured,S01,1.0
MEAS_R000515,MEAS_UNIT_000515,C029,36.8,38.3,6.4,11.0,3,measured,S01,1.0
MEAS_R000516,MEAS_UNIT_000516,C029,35.0,38.3,6.4,13.0,8,measured,S01,1.0
MEAS_R000517,MEAS_UNIT_000517,C029,36.1,38.3,8.8,14.0,11,measured,S01,1.0
