RecordID,CowKey,Source,RowID,SourceRowID,EarTemperature_C,CoreReferenceTemperature_C,AmbientTemperature_C,MeasurementTime_hour,SourceType,EarStatus,SourceWeight,MeasurementUnitID,AcquisitionSession,OuterFold_20260523,OuterFold_20260607,OuterFold_20260701,OuterFold_20260811,OuterFold_20260903,SeqInCowSource,CowSourceN,EarLag1_C,EarLag2_C,AmbientLag1_C,EarDelta1_C,AmbientDelta1_C,TimeSin,TimeCos,ThermalLoad,EarAirGap_C,HotFlag,NightFlag
MEAS_R000089,C022,S01,89,89,25.4,38.1,5.4,0.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000089,0,5,1,2,1,2,1,17,25.4,25.4,5.4,0.0,0.0,0.0,1.0,0.0,20.0,0,1
MEAS_R000090,C022,S01,90,90,25.3,38.3,5.0,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000090,0,4,4,5,5,3,2,17,25.4,25.4,5.4,-0.09999999999999787,-0.40000000000000036,0.258819045102521,-0.9659258262890682,0.0,20.3,0,0
MEAS_R000091,C022,S01,91,91,32.2,38.1,6.1,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000091,0,1,3,3,3,1,3,17,25.3,25.4,5.0,6.900000000000002,1.0999999999999996,0.258819045102521,-0.9659258262890682,0.0,26.1,0,0
MEAS_R000092,C022,S01,92,92,29.7,38.1,6.9,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000092,0,4,3,4,3,5,4,17,32.2,25.3,6.1,-2.5000000000000036,0.8000000000000007,1.2246467991473532e-16,-1.0,0.0,22.799999999999997,0,0
MEAS_R000093,C022,S01,93,93,32.8,38.7,6.8,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000093,0,2,2,1,1,3,5,17,29.7,32.2,6.9,3.099999999999998,-0.10000000000000053,1.2246467991473532e-16,-1.0,0.0,25.999999999999996,0,0
MEAS_R000094,C022,S01,94,94,31.3,38.2,9.3,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000094,0,1,1,1,1,2,6,17,32.8,29.7,6.8,-1.4999999999999964,2.500000000000001,-0.2588190451025208,-0.9659258262890683,0.0,22.0,0,0
MEAS_R000095,C022,S01,95,95,32.5,38.7,8.0,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000095,0,2,5,5,2,1,7,17,31.3,32.8,9.3,1.1999999999999993,-1.3000000000000007,-0.2588190451025208,-0.9659258262890683,0.0,24.5,0,0
MEAS_R000096,C022,S01,96,96,31.2,39.0,8.8,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000096,0,4,2,2,4,4,8,17,32.5,31.3,8.0,-1.3000000000000007,0.8000000000000007,-0.4999999999999997,-0.8660254037844388,0.0,22.4,0,0
MEAS_R000097,C022,S01,97,97,32.3,39.5,9.1,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000097,0,2,1,3,5,4,9,17,31.2,32.5,8.8,1.0999999999999979,0.29999999999999893,-0.7071067811865471,-0.7071067811865479,0.0,23.199999999999996,0,0
MEAS_R000098,C022,S01,98,98,33.3,38.0,11.2,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000098,0,1,4,3,2,5,10,17,32.3,31.2,9.1,1.0,2.0999999999999996,-0.7071067811865471,-0.7071067811865479,0.0,22.099999999999998,0,0
MEAS_R000099,C022,S01,99,99,32.9,38.3,9.0,19.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000099,0,5,5,1,3,4,11,17,33.3,32.3,11.2,-0.3999999999999986,-2.1999999999999993,-0.9659258262890684,0.2588190451025203,0.0,23.9,0,0
MEAS_R000100,C022,S01,100,100,31.5,38.2,6.0,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000100,0,3,3,4,2,3,12,17,32.9,33.3,9.0,-1.3999999999999986,-3.0,-0.7071067811865477,0.7071067811865474,0.0,25.5,0,1
MEAS_R000101,C022,S01,101,101,31.1,38.2,5.4,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000101,0,1,2,4,4,1,15,17,30.7,32.5,2.3,0.40000000000000213,3.1000000000000005,-0.5000000000000004,0.8660254037844384,0.0,25.700000000000003,0,1
MEAS_R000102,C022,S01,102,102,32.1,38.5,5.5,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000102,0,2,4,2,4,2,17,17,25.5,31.1,4.6,6.600000000000001,0.9000000000000004,-0.25881904510252157,0.9659258262890681,0.0,26.6,0,1
MEAS_R000103,C014,S01,103,103,28.2,38.5,5.4,0.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000103,0,5,1,3,1,5,1,17,28.2,28.2,5.4,0.0,0.0,0.0,1.0,0.0,22.799999999999997,0,1
MEAS_R000104,C014,S01,104,104,30.4,38.5,5.0,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000104,0,5,4,5,2,1,5,17,32.8,33.0,6.1,-2.3999999999999986,-1.0999999999999996,0.258819045102521,-0.9659258262890682,0.0,25.4,0,0
MEAS_R000105,C014,S01,105,105,31.0,38.0,6.1,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000105,0,2,5,2,4,3,6,17,30.4,32.8,5.0,0.6000000000000014,1.0999999999999996,0.258819045102521,-0.9659258262890682,0.0,24.9,0,0
MEAS_R000106,C014,S01,106,106,31.6,38.1,6.8,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000106,0,4,1,1,2,2,7,17,31.0,30.4,6.1,0.6000000000000014,0.7000000000000002,1.2246467991473532e-16,-1.0,0.0,24.8,0,0
MEAS_R000107,C014,S01,107,107,32.0,38.2,6.9,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000107,0,3,2,5,1,3,8,17,31.6,31.0,6.8,0.3999999999999986,0.10000000000000053,1.2246467991473532e-16,-1.0,0.0,25.1,0,0
MEAS_R000108,C014,S01,108,108,30.8,37.5,8.0,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000108,0,2,3,4,3,2,9,17,32.0,31.6,6.9,-1.1999999999999993,1.0999999999999996,-0.2588190451025208,-0.9659258262890683,0.0,22.8,0,0
MEAS_R000109,C014,S01,109,109,32.7,38.1,9.3,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000109,0,1,3,4,5,1,10,17,30.8,32.0,8.0,1.9000000000000021,1.3000000000000007,-0.2588190451025208,-0.9659258262890683,0.0,23.400000000000002,0,0
MEAS_R000110,C014,S01,110,110,33.2,38.0,8.8,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000110,0,1,2,2,4,4,12,17,29.6,32.7,8.2,3.6000000000000014,0.6000000000000014,-0.4999999999999997,-0.8660254037844388,0.0,24.400000000000002,0,0
MEAS_R000111,C014,S01,111,111,33.5,38.0,11.2,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000111,0,1,1,1,5,1,13,17,33.2,29.6,8.8,0.29999999999999716,2.3999999999999986,-0.7071067811865471,-0.7071067811865479,0.0,22.3,0,0
MEAS_R000112,C014,S01,112,112,32.1,39.0,9.0,19.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000112,0,2,3,3,3,2,14,17,33.5,33.2,11.2,-1.3999999999999986,-2.1999999999999993,-0.9659258262890684,0.2588190451025203,0.0,23.1,0,0
MEAS_R000113,C014,S01,113,113,31.2,39.2,6.0,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000113,0,2,4,3,3,4,15,17,32.1,33.5,9.0,-0.9000000000000021,-3.0,-0.7071067811865477,0.7071067811865474,0.0,25.2,0,1
MEAS_R000114,C014,S01,114,114,31.5,38.8,5.4,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000114,0,5,5,1,1,3,16,17,31.2,32.1,6.0,0.3000000000000007,-0.5999999999999996,-0.5000000000000004,0.8660254037844384,0.0,26.1,0,1
MEAS_R000115,C014,S01,115,115,31.0,38.4,5.5,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000115,0,1,2,2,2,5,17,17,31.5,31.2,5.4,-0.5,0.09999999999999964,-0.25881904510252157,0.9659258262890681,0.0,25.5,0,1
MEAS_R000116,C023,S01,116,116,30.7,38.3,5.4,0.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000116,0,5,3,4,4,2,1,17,30.7,30.7,5.4,0.0,0.0,0.0,1.0,0.0,25.299999999999997,0,1
MEAS_R000117,C023,S01,117,117,30.4,38.3,5.0,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000117,0,1,4,2,3,1,2,17,30.7,30.7,5.4,-0.3000000000000007,-0.40000000000000036,0.258819045102521,-0.9659258262890682,0.0,25.4,0,0
MEAS_R000118,C023,S01,118,118,32.6,39.4,6.1,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000118,0,3,1,2,2,4,3,17,30.4,30.7,5.0,2.200000000000003,1.0999999999999996,0.258819045102521,-0.9659258262890682,0.0,26.5,0,0
MEAS_R000119,C023,S01,119,119,31.7,39.2,6.9,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000119,0,4,2,3,3,3,4,17,32.6,30.4,6.1,-0.9000000000000021,0.8000000000000007,1.2246467991473532e-16,-1.0,0.0,24.799999999999997,0,0
MEAS_R000120,C023,S01,120,120,33.2,39.0,6.8,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000120,0,1,5,4,4,4,5,17,31.7,32.6,6.9,1.5000000000000036,-0.10000000000000053,1.2246467991473532e-16,-1.0,0.0,26.400000000000002,0,0
MEAS_R000121,C023,S01,121,121,32.8,38.8,9.3,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000121,0,4,4,2,3,5,6,17,33.2,31.7,6.8,-0.4000000000000057,2.500000000000001,-0.2588190451025208,-0.9659258262890683,0.0,23.499999999999996,0,0
MEAS_R000122,C023,S01,122,122,33.0,38.9,8.0,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000122,0,2,3,5,1,2,7,17,32.8,33.2,9.3,0.20000000000000284,-1.3000000000000007,-0.2588190451025208,-0.9659258262890683,0.0,25.0,0,0
MEAS_R000123,C023,S01,123,123,33.7,38.6,8.8,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000123,0,3,1,3,1,2,9,17,36.7,33.0,8.3,-3.0,0.5,-0.4999999999999997,-0.8660254037844388,0.0,24.900000000000002,0,0
MEAS_R000124,C023,S01,124,124,32.4,39.1,11.2,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000124,0,3,4,4,5,5,10,17,33.7,36.7,8.8,-1.3000000000000043,2.3999999999999986,-0.7071067811865471,-0.7071067811865479,0.0,21.2,0,0
MEAS_R000125,C023,S01,125,125,35.3,39.0,9.1,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000125,0,5,1,5,5,1,11,17,32.4,33.7,11.2,2.8999999999999986,-2.0999999999999996,-0.7071067811865471,-0.7071067811865479,0.0,26.199999999999996,0,0
MEAS_R000126,C023,S01,126,126,32.1,39.1,9.0,19.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000126,0,5,2,1,2,3,13,17,33.8,35.3,12.0,-1.6999999999999957,-3.0,-0.9659258262890684,0.2588190451025203,0.0,23.1,0,0
MEAS_R000127,C023,S01,127,127,33.5,39.9,6.0,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000127,0,2,3,3,1,4,15,17,31.6,32.1,9.8,1.8999999999999986,-3.8000000000000007,-0.7071067811865477,0.7071067811865474,0.0,27.5,0,1
MEAS_R000128,C023,S01,128,128,33.8,39.4,5.4,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000128,0,4,5,1,2,1,16,17,33.5,31.6,6.0,0.29999999999999716,-0.5999999999999996,-0.5000000000000004,0.8660254037844384,0.0,28.4,0,1
MEAS_R000129,C023,S01,129,129,33.3,39.3,5.5,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000129,0,1,2,1,4,3,17,17,33.8,33.5,5.4,-0.5,0.09999999999999964,-0.25881904510252157,0.9659258262890681,0.0,27.799999999999997,0,1
MEAS_R000130,C011,S01,130,130,28.2,38.1,13.1,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000130,0,3,1,1,4,2,3,17,30.0,31.2,19.1,-1.8000000000000007,-6.000000000000002,0.258819045102521,-0.9659258262890682,0.0,15.1,0,0
MEAS_R000131,C011,S01,131,131,30.2,38.0,16.0,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000131,0,5,2,2,2,3,5,17,29.1,28.2,16.8,1.0999999999999979,-0.8000000000000007,1.2246467991473532e-16,-1.0,0.0,14.2,0,0
MEAS_R000132,C011,S01,132,132,30.8,37.9,18.3,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000132,0,2,4,2,1,1,7,17,27.7,30.2,9.9,3.1000000000000014,8.4,-0.2588190451025208,-0.9659258262890683,0.017647058823529453,12.5,0,0
MEAS_R000133,C011,S01,133,133,31.9,38.1,20.8,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000133,0,1,5,4,2,4,8,17,30.8,27.7,18.3,1.0999999999999979,2.5,-0.4999999999999997,-0.8660254037844388,0.16470588235294123,11.099999999999998,0,0
MEAS_R000134,C011,S01,134,134,32.6,38.1,22.0,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000134,0,2,4,3,3,5,10,17,34.0,31.9,24.4,-1.3999999999999986,-2.3999999999999986,-0.7071067811865471,-0.7071067811865479,0.23529411764705882,10.600000000000001,0,0
MEAS_R000135,C011,S01,135,135,30.2,38.4,13.4,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000135,0,4,1,4,5,2,12,17,30.8,32.6,20.0,-0.6000000000000014,-6.6,-0.7071067811865477,0.7071067811865474,0.0,16.799999999999997,0,1
MEAS_R000136,C011,S01,136,136,30.7,39.1,11.8,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000136,0,5,2,1,4,4,14,17,29.5,30.2,11.7,1.1999999999999993,0.10000000000000142,-0.5000000000000004,0.8660254037844384,0.0,18.9,0,1
MEAS_R000137,C011,S01,137,137,30.6,38.2,10.9,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000137,0,5,3,5,1,1,15,17,30.7,29.5,11.8,-0.09999999999999787,-0.9000000000000004,-0.25881904510252157,0.9659258262890681,0.0,19.700000000000003,0,1
MEAS_R000138,C011,S01,138,138,29.6,38.1,10.9,24.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000138,0,4,3,3,3,3,17,17,31.1,30.6,8.5,-1.5,2.4000000000000004,-2.4492935982947064e-16,1.0,0.0,18.700000000000003,0,1
MEAS_R000139,C004,S01,139,139,28.8,37.8,7.9,1.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000139,0,4,5,5,2,2,1,17,28.8,28.8,7.9,0.0,0.0,0.25881904510252074,0.9659258262890683,0.0,20.9,0,1
MEAS_R000140,C004,S01,140,140,27.6,37.6,3.5,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000140,0,1,1,5,3,2,11,17,27.6,31.0,7.5,0.0,-4.0,-0.4999999999999997,-0.8660254037844388,0.0,24.1,0,0
MEAS_R000141,C004,S01,141,141,32.4,37.5,4.6,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000141,0,2,1,3,1,1,6,17,32.3,32.9,5.3,0.10000000000000142,-0.7000000000000002,1.2246467991473532e-16,-1.0,0.0,27.799999999999997,0,0
MEAS_R000142,C004,S01,142,142,30.6,37.6,9.4,9.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000142,0,5,1,2,2,1,3,17,32.1,28.8,7.6,-1.5,1.8000000000000007,0.7071067811865476,-0.7071067811865475,0.0,21.200000000000003,0,0
MEAS_R000143,C004,S01,143,143,32.3,37.6,5.3,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000143,0,4,1,1,3,4,5,17,32.9,30.6,5.5,-0.6000000000000014,-0.20000000000000018,0.258819045102521,-0.9659258262890682,0.0,26.999999999999996,0,0
MEAS_R000144,C004,S01,144,144,31.2,37.5,8.8,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000144,0,1,5,3,1,1,7,17,32.4,32.3,4.6,-1.1999999999999993,4.200000000000001,1.2246467991473532e-16,-1.0,0.0,22.4,0,0
MEAS_R000145,C004,S01,145,145,32.9,37.6,5.5,10.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000145,0,5,2,1,1,5,4,17,30.6,32.1,9.4,2.299999999999997,-3.9000000000000004,0.49999999999999994,-0.8660254037844387,0.0,27.4,0,0
MEAS_R000146,C004,S01,146,146,31.1,37.5,11.3,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000146,0,3,4,4,5,2,8,17,31.2,32.4,8.8,-0.09999999999999787,2.5,1.2246467991473532e-16,-1.0,0.0,19.8,0,0
MEAS_R000147,C004,S01,147,147,31.0,37.5,8.6,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000147,0,3,2,5,4,3,9,17,31.1,31.2,11.3,-0.10000000000000142,-2.700000000000001,-0.2588190451025208,-0.9659258262890683,0.0,22.4,0,0
MEAS_R000148,C004,S01,148,148,34.3,37.7,12.7,17.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000148,0,2,5,4,2,3,12,17,27.6,27.6,3.5,6.699999999999996,9.2,-0.9659258262890683,-0.25881904510252063,0.0,21.599999999999998,0,0
MEAS_R000149,C004,S01,149,149,30.1,37.7,9.5,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000149,0,3,3,2,5,4,15,17,30.9,30.6,3.0,-0.7999999999999972,6.5,-0.5000000000000004,0.8660254037844384,0.0,20.6,0,1
MEAS_R000150,C004,S01,150,150,30.6,37.6,4.5,19.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000150,0,2,2,3,5,1,13,17,34.3,27.6,12.7,-3.6999999999999957,-8.2,-0.9659258262890684,0.2588190451025203,0.0,26.1,0,0
MEAS_R000151,C028,S01,151,151,34.5,40.3,29.7,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000151,1,1,4,3,1,2,4,4,37.2,33.4,34.8,-2.700000000000003,-5.099999999999998,-0.25881904510252157,0.9659258262890681,0.6882352941176471,4.800000000000001,0,1
MEAS_R000152,C028,S01,152,152,36.6,40.2,36.5,15.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000152,4,5,1,4,5,2,4,6,38.6,37.6,37.4,-2.0,-0.8999999999999986,-0.7071067811865471,-0.7071067811865479,1.0,0.10000000000000142,1,0
MEAS_R000153,C028,S01,153,153,37.6,40.2,35.5,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000153,4,3,1,1,2,3,2,6,36.6,36.6,37.5,1.0,-2.0,-0.2588190451025208,-0.9659258262890683,1.0,2.1000000000000014,1,0
MEAS_R000154,C028,S01,154,154,38.6,40.2,37.4,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000154,4,5,4,2,4,1,3,6,37.6,36.6,35.5,1.0,1.8999999999999986,-0.4999999999999997,-0.8660254037844388,1.0,1.2000000000000028,1,0
MEAS_R000155,C028,S01,155,155,37.7,39.8,40.4,13.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000155,2,1,1,2,3,1,1,1,37.7,37.7,40.4,0.0,0.0,-0.2588190451025208,-0.9659258262890683,1.0,-2.6999999999999957,1,0
MEAS_R000156,C028,S01,156,156,39.9,40.3,38.3,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000156,5,2,2,1,2,5,2,3,38.6,38.6,37.3,1.2999999999999972,1.0,-0.7071067811865477,0.7071067811865474,1.0,1.6000000000000014,1,1
MEAS_R000157,C028,S01,157,157,38.4,40.1,38.5,20.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000157,3,4,3,5,3,2,2,3,36.8,36.8,36.2,1.6000000000000014,2.299999999999997,-0.8660254037844386,0.5000000000000001,1.0,-0.10000000000000142,1,1
MEAS_R000158,C028,S01,158,158,37.3,40.3,36.7,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000158,5,3,4,2,3,4,3,3,39.9,38.6,38.3,-2.6000000000000014,-1.5999999999999943,-0.5000000000000004,0.8660254037844384,1.0,0.5999999999999943,1,1
MEAS_R000159,C028,S01,159,159,36.8,40.1,36.2,17.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000159,3,2,1,1,5,3,1,3,36.8,36.8,36.2,0.0,0.0,-0.9659258262890683,-0.25881904510252063,1.0,0.5999999999999943,1,0
MEAS_R000160,C028,S01,160,160,37.2,40.1,37.5,23.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000160,3,3,3,4,4,4,3,3,38.4,36.8,38.5,-1.1999999999999957,-1.0,-0.25881904510252157,0.9659258262890681,1.0,-0.29999999999999716,1,1
MEAS_R000161,C028,S01,161,161,38.6,40.2,37.3,0.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000161,5,4,5,2,4,4,1,3,38.6,38.6,37.3,0.0,0.0,0.0,1.0,1.0,1.3000000000000043,1,1
MEAS_R000162,C028,S01,162,162,37.2,40.3,34.8,20.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000162,1,2,5,5,1,5,3,4,33.4,35.4,28.7,3.8000000000000043,6.099999999999998,-0.8660254037844386,0.5000000000000001,0.9882352941176469,2.4000000000000057,1,1
MEAS_R000163,C028,S01,163,163,35.4,40.3,33.2,1.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000163,1,2,3,3,5,5,1,4,35.4,35.4,33.2,0.0,0.0,0.25881904510252074,0.9659258262890683,0.8941176470588237,2.1999999999999957,1,1
MEAS_R000164,C008,S01,164,164,33.6,38.3,2.9,21.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000164,0,3,1,1,3,1,16,17,34.4,35.0,7.5,-0.7999999999999972,-4.6,-0.7071067811865477,0.7071067811865474,0.0,30.700000000000003,0,1
MEAS_R000165,C008,S01,165,165,31.2,38.2,4.6,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000165,0,4,4,3,1,5,11,17,33.3,36.6,5.5,-2.099999999999998,-0.9000000000000004,-0.4999999999999997,-0.8660254037844388,0.0,26.6,0,0
MEAS_R000166,C008,S01,166,166,32.1,38.1,6.5,9.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000166,0,3,1,4,5,4,4,17,34.2,33.9,6.0,-2.1000000000000014,0.5,0.7071067811865476,-0.7071067811865475,0.0,25.6,0,0
MEAS_R000167,C008,S01,167,167,33.2,38.1,8.4,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000167,0,2,5,2,1,5,8,17,33.5,34.3,7.5,-0.29999999999999716,0.9000000000000004,0.258819045102521,-0.9659258262890682,0.0,24.800000000000004,0,0
MEAS_R000168,C008,S01,168,168,36.6,38.1,9.3,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000168,0,3,2,3,2,5,9,17,33.2,33.5,8.4,3.3999999999999986,0.9000000000000004,0.258819045102521,-0.9659258262890682,0.0,27.3,0,0
MEAS_R000169,C008,S01,169,169,33.3,38.1,5.5,11.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000169,0,1,3,1,3,2,10,17,36.6,33.2,9.3,-3.3000000000000043,-3.8000000000000007,0.258819045102521,-0.9659258262890682,0.0,27.799999999999997,0,0
MEAS_R000170,C008,S01,170,170,34.3,38.1,10.8,10.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000170,0,1,5,3,3,1,6,17,30.1,32.1,7.6,4.199999999999996,3.200000000000001,0.49999999999999994,-0.8660254037844387,0.0,23.499999999999996,0,0
MEAS_R000171,C008,S01,171,171,35.5,38.2,11.3,16.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000171,0,2,3,2,4,1,13,17,33.2,31.2,8.4,2.299999999999997,2.9000000000000004,-0.8660254037844385,-0.5000000000000004,0.0,24.2,0,0
MEAS_R000172,C008,S01,172,172,35.0,38.2,9.6,16.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000172,0,2,2,2,1,2,14,17,35.5,33.2,11.3,-0.5,-1.700000000000001,-0.8660254037844385,-0.5000000000000004,0.0,25.4,0,0
MEAS_R000173,C008,S01,173,173,34.4,38.2,7.5,17.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000173,0,1,1,1,4,1,15,17,35.0,35.5,9.6,-0.6000000000000014,-2.0999999999999996,-0.9659258262890683,-0.25881904510252063,0.0,26.9,0,0
MEAS_R000174,C008,S01,174,174,31.6,38.3,3.5,22.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000174,0,1,4,5,4,3,17,17,33.6,34.4,2.9,-2.0,0.6000000000000001,-0.5000000000000004,0.8660254037844384,0.0,28.1,0,1
MEAS_R000175,C008,S01,175,175,33.6,38.2,7.9,1.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000175,0,4,2,5,2,3,1,17,33.6,33.6,7.9,0.0,0.0,0.25881904510252074,0.9659258262890683,0.0,25.700000000000003,0,1
MEAS_R000176,C030,S01,176,176,27.8,40.1,6.9,1.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000176,0,2,2,2,3,2,2,17,30.6,30.6,3.0,-2.8000000000000007,3.9000000000000004,0.25881904510252074,0.9659258262890683,0.0,20.9,0,1
MEAS_R000177,C030,S01,177,177,30.0,40.2,2.5,14.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000177,0,1,3,3,4,4,12,17,30.6,32.5,5.6,-0.6000000000000014,-3.0999999999999996,-0.4999999999999997,-0.8660254037844388,0.0,27.5,0,0
MEAS_R000178,C030,S01,178,178,32.0,40.3,6.6,8.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000178,0,2,5,1,2,1,3,17,27.8,30.6,6.9,4.199999999999999,-0.3000000000000007,0.8660254037844387,-0.4999999999999998,0.0,25.4,0,0
MEAS_R000179,C030,S01,179,179,30.6,40.3,4.3,9.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000179,0,1,2,2,4,3,4,17,32.0,27.8,6.6,-1.3999999999999986,-2.3,0.7071067811865476,-0.7071067811865475,0.0,26.3,0,0
MEAS_R000180,C030,S01,180,180,31.0,40.3,5.4,10.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000180,0,5,2,4,1,1,6,17,30.0,30.6,6.5,1.0,-1.0999999999999996,0.49999999999999994,-0.8660254037844387,0.0,25.6,0,0
MEAS_R000181,C030,S01,181,181,30.4,40.3,10.5,10.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000181,0,3,4,5,5,5,7,17,31.0,30.0,5.4,-0.6000000000000014,5.1,0.49999999999999994,-0.8660254037844387,0.0,19.9,0,0
MEAS_R000182,C030,S01,182,182,31.7,40.2,11.8,12.0,measurement_group_1,measurement_status_1,1.0,MEAS_UNIT_000182,0,2,1,1,4,1,9,17,32.3,30.4,8.3,-0.5999999999999979,3.5,1.2246467991473532e-16,-1.0,0.0,19.9,0,0
