Actual,Predicted,Method,Residual,AbsoluteError
38.5,38.44659986957341,Full TH-SHRC,0.05340013042658853,0.05340013042658853
38.2,38.147379986891664,Full TH-SHRC,0.052620013108338526,0.052620013108338526
38.0,37.98372581611971,Full TH-SHRC,0.01627418388029156,0.01627418388029156
38.0,37.9607776681141,Full TH-SHRC,0.039222331885902406,0.039222331885902406
39.0,39.13908089910535,Full TH-SHRC,-0.13908089910535182,0.13908089910535182
38.8,38.76672447242181,Full TH-SHRC,0.03327552757819063,0.03327552757819063
38.3,38.30857953147926,Full TH-SHRC,-0.00857953147926338,0.00857953147926338
39.0,38.99995060019666,Full TH-SHRC,4.939980333773519e-05,4.939980333773519e-05
39.0,38.99427610570406,Full TH-SHRC,0.005723894295940113,0.005723894295940113
39.1,39.090775141926144,Full TH-SHRC,0.009224858073856979,0.009224858073856979
39.0,38.99562288858127,Full TH-SHRC,0.0043771114187265425,0.0043771114187265425
39.1,39.26156817857494,Full TH-SHRC,-0.16156817857493877,0.16156817857493877
38.4,38.71041188696139,Full TH-SHRC,-0.3104118869613899,0.3104118869613899
38.2,38.67986154183901,Full TH-SHRC,-0.4798615418390071,0.4798615418390071
38.7,38.68651272687994,Full TH-SHRC,0.013487273120063037,0.013487273120063037
38.5,38.47986164531381,Full TH-SHRC,0.020138354686189075,0.020138354686189075
38.0,37.96729351055877,Full TH-SHRC,0.03270648944123167,0.03270648944123167
39.2,39.209834082966495,Full TH-SHRC,-0.00983408296649202,0.00983408296649202
38.9,38.889916153117774,Full TH-SHRC,0.010083846882224634,0.010083846882224634
40.0,40.04714825270504,Full TH-SHRC,-0.04714825270504264,0.04714825270504264
38.1,38.05852709957604,Full TH-SHRC,0.04147290042396179,0.04147290042396179
38.1,38.06980713750978,Full TH-SHRC,0.03019286249022457,0.03019286249022457
38.4,38.3773480183628,Full TH-SHRC,0.022651981637196172,0.022651981637196172
38.9,38.89584126931458,Full TH-SHRC,0.004158730685418277,0.004158730685418277
38.2,38.17232076446078,Full TH-SHRC,0.027679235539224578,0.027679235539224578
38.3,38.26785564201067,Full TH-SHRC,0.032144357989324135,0.032144357989324135
38.7,38.68488889921582,Full TH-SHRC,0.015111100784181986,0.015111100784181986
38.5,38.58246683125015,Full TH-SHRC,-0.08246683125015153,0.08246683125015153
39.1,39.10516981174921,Full TH-SHRC,-0.0051698117492051665,0.0051698117492051665
38.9,38.889916153117774,Full TH-SHRC,0.010083846882224634,0.010083846882224634
